Tickers,Date,Open,High,Low,Close,Adj Close,Volume
QQQ,2019-07-23,193.5800018310547,193.80999755859375,192.2899932861328,193.7899932861328,187.4607696533203,23786700
QQQ,2019-07-24,193.0500030517578,195.16000366210938,193.02999877929688,195.14999389648438,188.77638244628906,20422900
QQQ,2019-07-25,194.49000549316406,194.52000427246094,192.92999267578125,193.3000030517578,186.98678588867188,23434700
QQQ,2019-07-26,194.52999877929688,195.5500030517578,194.42999267578125,195.2899932861328,188.9117889404297,20431200
QQQ,2019-07-29,195.11000061035156,195.17999267578125,193.38999938964844,194.6199951171875,188.26370239257812,20451700
QQQ,2019-07-30,193.1300048828125,194.5399932861328,192.99000549316406,193.77999877929688,187.45114135742188,18705000
QQQ,2019-07-31,194.3000030517578,194.42999267578125,189.32000732421875,191.10000610351562,184.85865783691406,41627500
QQQ,2019-08-01,191.42999267578125,194.97999572753906,189.22999572753906,190.14999389648438,183.93966674804688,63251600
QQQ,2019-08-02,188.72000122070312,188.99000549316406,186.2100067138672,187.35000610351562,181.23114013671875,55214000
QQQ,2019-08-05,183.42999267578125,183.50999450683594,179.1999969482422,180.72999572753906,174.82733154296875,75040000
