review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
4.0,8 Sept 2023,Average Salary,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79887487.htm,Product manager,"Current employee, more than 10 years",,,Bengaluru,Jot security is the main plus. Job pressure is less.,Not very handsome salary at middle stage of job experience (at 5 years to 15 years of experience),Show more
3.0,9 Oct 2023,good for electronics design,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80785796.htm,Senior software engineer,"Current freelancer, more than 5 years",good hardware projects related to electronics,career growth is limited compared to private companies,Bengaluru,,,
5.0,10 Oct 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80817297.htm,Member(research staff),Former employee,Less work load and good worklife balance,steady salary and not much to learn,Ghaziabad,,,
4.0,12 Oct 2023,Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80880782.htm,Graduate apprenticeship trainee,Former employee,Good place to learn for freshers,Still using old technologies.. Need to update,Bengaluru,,,
5.0,23 Sept 2023,Good Company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80347506.htm,Project engineer,Current contractor,peaceful environment good support from team helpful boss,not good management not good hierarchy,Ghaziabad,,,
5.0,4 Oct 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80653637.htm,Senior engineer,Current employee,Good in technology and innovation,Nothing to say a much,Bengaluru,,,
3.0,28 Sept 2023,Work review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80497037.htm,Project engineer,"Current employee, more than 1 year",Good experience have chnce to work with Indian defence,Sallery hike is not goid,Mumbai,,,
5.0,27 Sept 2023,Very interesting job,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80449751.htm,Anonymous intern,Former intern,Good in their knowledge of core,"Time constrain , vey much disciplined",Panchkula,,,
4.0,4 Sept 2023,Good for peaceful life,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79753591.htm,Senior engineer,"Current employee, more than 5 years",Many things to learn. Can get opportunities to work on multiple domains.,No focused work. Sometimes they will send you outstation for 3 months sometimes,Bengaluru,,,
5.0,21 Sept 2023,best company to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80286614.htm,Management trainee,"Current intern, more than 1 year",best comapny to learn and get progress,not anything bad about the bel,Ghaziabad,,,
5.0,25 Sept 2023,Worthy professional experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80389889.htm,Project engineer,"Former contractor, less than 1 year","Professionalism, Gov job pros, working culture","confidentiality nature, strictness ..that's all",Bengaluru,,,
3.0,10 Aug 2023,Joining as Employee is good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79021275.htm,Internship,Current intern,,,,"If you go as Internship/Apprenticeship training, If you are only interested in Electronics work, then only join","otherwise, it's a waste of your valuable one year time. so choose wisely, I have experienced this, that's why I am telling you",Show more
3.0,12 Aug 2023,Stable job but lacking growth,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79086762.htm,Manager,"Former employee, more than 10 years",,,Ghaziabad,Opportunity to visit and interact with Defence places Job safety No ownership of work really required Good medical facilities,No professional growth Too much politics Stagnancy comes quite early in work,Show more
5.0,17 Sept 2023,Good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80141000.htm,Engineer,"Former employee, less than 1 year",Excellent technical team and expertise,Six days of working may not suit everyone,Bengaluru,,,
3.0,23 Sept 2023,Summer Intern Project Trainiee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80340370.htm,Internship,Former intern,"Flexible, helpful mentors, hybrid, intern","No stipend, no seat for intern",Bengaluru,,,
5.0,17 Sept 2023,Good Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80152368.htm,Project engineer,"Former employee, more than 1 year",Good place to work and will get nice experience,No negative points to discuss,Bengaluru,,,
5.0,24 Sept 2023,Finance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW80356023.htm,Assistant manager,Current employee,Work life balance and job security,"Less growth, politics in office",Pune,,,
4.0,12 Sept 2023,Great work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79974914.htm,Accountant trainee,Current contractor,The ambiance here is always inviting and comfortable,"Too many employees, too much competition",Bengaluru,,,
5.0,28 Aug 2023,One of the best organisations to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79541007.htm,Dgm marketing,"Former employee, more than 5 years",,,New Delhi,Govt service is always the best,Nil which I can complain of,Show more
4.0,28 Jul 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78674678.htm,Anonymous employee,"Former employee, more than 1 year",,,Bengaluru,"Good work balance, learning was good.","Some department no work, Most of Employees are not working only casual, apprenticeship and trainee people are working More than employees",Show more
4.0,9 Sept 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79902054.htm,Project engineer,Current contractor,Good for life support and preparation for good job,It's your choice to prepare for any job,,,,
3.0,16 Aug 2023,"As a fresher, a good start company",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79193972.htm,Project engineer,"Current employee, more than 1 year",,,Bengaluru,"Gives you exposure to industrial working environment, Pay for mechanical engineer is usually higher than market","Low quality canteen food, Lack of independent responsibilities",Show more
5.0,16 Aug 2023,One of leading defence company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79203253.htm,Sap -mm consultant,Current employee,,,,Work life balance is good,Freshers and trainees can get well knowledge infrastructure is good High level of management Experts makes company at top,Show more
5.0,12 Sept 2023,Job,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79982617.htm,Member of research staff,Current employee,Work life balance. Flaxible timing,Less salary compare to work,Ghaziabad,,,
5.0,28 Aug 2023,very good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79549692.htm,Graduate apprentice trainee,"Former intern, more than 1 year",good place to work and learn,strict rules but they are good for the company's privacy contracts,Delhi Cantonment,,,
1.0,23 Oct 2023,x,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW81198407.htm,Deputy engineer,Current employee,No good reason to continue working,Poor management Less growth Large office politics,Bengaluru,,,
3.0,2 Sept 2023,I Interned at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79706500.htm,Intern,"Current intern, less than 1 year",An Esteemed PSU of India,Less exposure to learning for Intern,Panchkula,,,
5.0,23 Aug 2023,I Enjoyed working there a lot,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79400063.htm,Draftsman mechanical,Former employee,The Supporting staff was good,I Personally does't have any Complaint about company,,,,
5.0,30 Aug 2023,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79617872.htm,Software development engineer (sde),Current employee,good work life balance nice,bad increment of the job,Bangalore Rural,,,
3.0,4 Aug 2023,ok ok company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78874147.htm,Anonymous employee,"Current employee, more than 1 year",,,Ghaziabad,"If you are woring in CRL,managers are good.",upper manangement and facilities are non-competitive as of private organisation.,Show more
3.0,8 Aug 2023,Review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78980397.htm,Manager,"Current employee, more than 10 years","Job security, health benefits, training and development","Pay is way below industrial norms, work culture is poor, 6 days working in a week",Bengaluru,,,
5.0,19 Aug 2023,Great place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79292314.htm,Data science intern,Former intern,efficient workplace and good work culture,Less leisure activities and breaks,,,,
3.0,10 Aug 2023,Exellent working there.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79052600.htm,Graduate apprentice trainee (gat),"Former employee, less than 1 year","Punctuality, management, work-orientedness, and a good work environment","sometimes people are sluggish; , no variation in food they offer.",Navi Mumbai,,,
3.0,2 Aug 2023,Work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78812633.htm,Testing engineer,"Former contractor, more than 3 years",,,Bengaluru,work culture in govt companies are different from private sector. can enjoy the peace. Not much pressure.,exposure to modern technologies wont be there.,Show more
5.0,24 Aug 2023,Opinion,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79432539.htm,Trainee engineer,"Current contractor, more than 1 year",Company is good Highly good,Company is huge Less salary,Bengaluru,,,
5.0,22 Jul 2023,Good learning experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78486533.htm,Graduate apprentice trainee,"Former intern, less than 1 year",It's a PSU so the scale of the project is very big u will be working for defence related projects.,There is a little bit of politics.,Bengaluru,,,
5.0,11 Aug 2023,Good place to learn and work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79079403.htm,Deputy manager,Current employee,,,Bengaluru,Peace of mind and stability,Little old ways to do work,Show more
5.0,19 Aug 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79291787.htm,Project trainee,"Current intern, less than 1 year",,,Bengaluru,Nice environment Good for freshers,No cons All great and good,Show more
4.0,17 Aug 2023,Good Company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79236753.htm,Member(research staff),Current employee,Good learning experience for freshers and good pay,strict and rules and regulation,Ghaziabad,,,
5.0,30 Jul 2023,Great work cukture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78690230.htm,Graduate engineer trainee,Former intern,Good enivirment helplful seniors and good building,Nothing everything is great Only thing is they don't allow mobile phone in the permises,Ghaziabad,,,
5.0,4 Aug 2023,Good Working Environment and Place to learn and explore more things,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78876975.htm,Trainee engineer,Current temporary employee,Environment to explore more things,-- --- -- -- Nil,,,,
2.0,12 Dec 2022,New joinees should join before Jan or July,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW71784551.htm,Anonymous employee,"Former employee, more than 10 years",,,Bengaluru,Just to earn money for livelihood,"People who are planning to join BEL , one should make sure to join before 31st December or 30 June. If not joined , promotion cycle will be unnecessarily delayed by 6 months for being eligible. There are many cases seen in bel where HR has asked to join after Decemeber 31st or after June 30th. For the new people , it will not be known. Bel management will take advantage of it. This majorly happens with lateral entry to impact their career. As to benefit existing employees. Moreover proper value of talent for lateral people and their experience will not be accounted properly. So think well before joining as lateral employee.",Show more
5.0,30 Jun 2023,Good environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77848205.htm,Sunil kumar,"Former employee, more than 1 year",,,Noida,1.Good people 2. helpful environment 3. Salary on time 4. Reimbursement 5. flexible hour,"Incrememnt maybe delay, Transparency Admin department not good leave policy not ok Notice period rule not good",Show more
5.0,2 Jul 2023,trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77902708.htm,Anonymous intern,"Current intern, less than 1 year",,,Bangalore Rural,Consistently demonstrated a diligent and committed approach to tasks and projects.,"Limited experience in certain areas: While excelling in many aspects of the job, there were specific areas where further experience or expertise could have been beneficial.",Show more
4.0,8 Aug 2023,It's govt. company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78959062.htm,Member(research staff),"Current employee, more than 1 year",job security because its govt,low wage as compare to market,Bengaluru,,,
3.0,3 Jul 2023,A decent place to start as a fresher but a strict no to lateral unless it's a manager role and above,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77920790.htm,Sr engineer,"Former employee, more than 5 years",Job security Work life balance,Slow growth Less pay Silky employee non friendly policies etc,Bengaluru,,,
5.0,30 Jul 2023,Excellent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78696049.htm,Anonymous intern,Former intern,Supportive trainer which helps you in the process,They do not pay much attention to your presence.,Ghaziabad,,,
2.0,8 Aug 2023,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78953417.htm,Sytems administrator,Former temporary employee,Good Company for freshers weather also good,There is no work life balance,"Patna, Bihar",,,
3.0,7 Aug 2023,Material Management,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78944175.htm,Purchase executive,Current contractor,Working on SAP (Material Management),PO Creation and File life cycle management,,,,
4.0,9 Aug 2023,learning,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78999480.htm,Intern,"Former intern, more than 3 years","Learnt Sap very much,friendly envuronmenr",Campus should be more clean,Bangalore Rural,,,
2.0,3 Aug 2023,Trainee engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78848068.htm,Trainee engineer,"Current contractor, more than 1 year",All pros of government sector.No pressure .,Skill development is not that much.,Bengaluru,,,
1.0,9 Sept 2023,Salary,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW79911408.htm,Deputy engineer,"Current employee, more than 1 year","Lesser pressure, job security, goverment benifits, defence knowledge","Too much politics, not very professional, People are working just for promotion, zero knowledge",,,,
4.0,13 Jul 2023,Decent Pay considering working conditions,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78245426.htm,Manager,"Current employee, more than 10 years",Work life balance Job security PSU officer status in society,Office politics Slow growth Low level of involvement in R&D,Hyderābād,,,
5.0,12 Jun 2023,bharat electronics - intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77313056.htm,Intern,Former intern,,,,"Functions of research and engineering, Pcb design process, Sonars and communication systems, Radars and fire control systems, SAP modules, EMI/EMC Tests, Design of electronic voting machines.",no cons found while working here,Show more
4.0,18 Jul 2023,Senior Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78380076.htm,System engineer,Former employee,"Healthy work life balance, on time promotions","All Saturdays are not off, time constraints",,,,
5.0,14 Jul 2023,Job stability,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW78272657.htm,Senior software engineer,"Current employee, more than 5 years",Good working environment Supportive seniors Work life balance,Salary does not increase as in private,Bengaluru,,,
4.0,26 Jun 2023,Great work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77718232.htm,Member(research staff),"Current employee, more than 1 year",Great projects if you are interested in defence and want to work with real world projects.,Nothing as such can be counted as con.,Ghaziabad,,,
4.0,18 Jun 2023,best work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77479532.htm,Contract engineer,"Former employee, more than 3 years",,,New Delhi,work environment is good and management is also good,its good place for job and earn money.anyone can do best for his carrier there is alots of thing for learn,Show more
4.0,4 Jul 2023,Career,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77965500.htm,Trainee engineer,Former contractor,,,Bengaluru,Good place to start career in electronic industry,Nothing cons need to be said but it is contract job,Show more
4.0,20 Jun 2023,Good Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77568509.htm,Apprentice,"Former intern, less than 1 year",,,Kotdwāra,Positive environment. Helping nature of employees,"Process of selections and hiring take too much time, the result declaring for selected candidate take too much time.",Show more
5.0,6 Jun 2023,Best opportunity to start you career as a trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77111724.htm,Graduate appreciate trainee,"Former intern, more than 1 year",,,,Good work environment Flexible timings Good for learning new things,Hoping to get more exposure to the ongoing projects,Show more
5.0,14 Jun 2023,Great,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77363498.htm,Summer intern,"Former intern, less than 1 year",1. Stress free 2. collaborative work environment 3. great campus,1. The salary will be less for a full time employee 2. Unpaid internship,New Delhi,,,
5.0,20 Jun 2023,Great Government organization for defence production,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77565939.htm,Manager,Current employee,"Innovation, latest technology, indigenous products","Excessive work hours, no time for self development",,,,
5.0,3 Jul 2023,Excellent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77908904.htm,Deputy engineer,"Current employee, more than 3 years",It is a wonderful job,Nothing to say anything about bel,Bengaluru,,,
4.0,14 Jun 2023,Good scope for work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77357904.htm,Senior engineer,"Current employee, more than 5 years",Lots of domians to work on and flexibility to work in different projects,Project management is not handled well,Bengaluru,,,
5.0,29 Jun 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77818357.htm,Anonymous employee,Former employee,Great place to work this company,There is no much cons,Bangalore Rural,,,
4.0,23 Jun 2023,Good Expeience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77653792.htm,Full stack java developer,Current contractor,good envirornment to learn and explore the things,Social Motivation and Transition period,,,,
5.0,14 Jun 2023,Very good work environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77392644.htm,Senior engineer,"Current employee, more than 5 years","Job security, perks, fixed time",6 day working here 5 day should be applied,New Delhi,,,
3.0,21 Jun 2023,Well balanced,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77589226.htm,Deputy manager,Current employee,"Work life balance, facilities, disciplined environment","Compensation, legacy rules and regulations, disciplined environment","Indi, Karnataka",,,
5.0,21 Jun 2023,Review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77586703.htm,Database administrator (dba),Current intern,Good company for government projects.,Work pressure for juniors resources.,Bengaluru,,,
4.0,7 Jun 2023,Great for only Electronics students,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77158467.htm,Anonymous intern,Former intern,Electronics core projects are amazing.,You'll have to beg to get some work,,,,
4.0,31 May 2023,Good Company to work for,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76966926.htm,Dgm - corporate services,"Current employee, more than 10 years",,,,Learning opportunities and a Secure job,Saturation at top. Provide job security,Show more
1.0,1 Jun 2023,Don’t Join (CRL Ghaziabaad),https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76974311.htm,Member(research staff),"Former employee, less than 1 year",,,Ghaziabad,- Job Security as this is a permanent role.,- Unsupportive DGM’s. - Long working hours ( Working day even on Saturday and Sunday). - Unrealistic project deadlines. - Less salary - No work flexibility. - No work from home.,Show more
4.0,24 May 2023,Decent Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76730984.htm,Intern,"Current intern, less than 1 year",Good Guidance given the limited time I have spent there.,The work was mostly remote so my team didn't get the hands-on experience.,Bengaluru,,,
4.0,15 Jun 2023,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77426883.htm,Project manager,Current employee,work life balance is good,working time flexibility could be provided,,,,
5.0,8 Jun 2023,Work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77188136.htm,Deputy manager - operations,"Current employee, more than 10 years",Good work life balance Good facilities,Salary little bit low side,Bengaluru,,,
4.0,7 Jun 2023,Good To Work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77145535.htm,Contract engineer,"Current contractor, more than 3 years",Good Environment to work with innovation,Senior People should update in tech,Bengaluru,,,
5.0,3 Jun 2023,Good company with better environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77041455.htm,Project engineer,"Current contractor, more than 3 years",Good company with better environment,No such problems with company,Bengaluru,,,
5.0,29 May 2023,RF testing,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76867056.htm,Rf test engineer,Current contractor,BEL is a very good Company,Use man power properly the carrier of employs will improve.,,,,
5.0,17 May 2023,Best PSU to work.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76516965.htm,Senior engineer,"Current employee, more than 5 years",,,Bengaluru,One of the best PSU I have been working.,You can not stop learning after joining,Show more
1.0,25 Jan 2022,Best company for cunning people or good in politics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW58517910.htm,Deputy manager,"Current employee, more than 10 years",,,Bengaluru,If you have the guts to take a fight against Management then yes you can leave office on time.,"1. Growth: Luck by chance. No one is there to guide you /assist you on technical growth. The company does not conduct an interview for a promotion so If you make your senior happy ( not by doing wonders in the technical domain) then yes you will be promoted on time. 
2. No vision: Projects are getting allocated on the mercy on defense ministry. So the moment it becomes private it won't be having any projects
3. Politics: Department is run by politics, either based on region or based on campus selected people or based on help
4. No value of talent. The only thing which works is your buttering skills. 
5. Medical policy: Yes hospitals exist near to BEL office but people prefer to go for taking referral ( So that they can visit the private hospital, very few doctors are good in the hospital). And medical policy is applicable only in Bangalore. If a person met an accident outside Bangalore then he /she should bear all expenses. 
6. Quarters: If you leave in quarters then you won't get HRA which is 27% of your basic and on top of that you need to pay tax.
7. HR department: Never seen them doing any HR activity.
8. Cadre basis food serving. Even the spoon is given based on the employee level.",Show more
4.0,4 May 2023,Okay for permanent roles,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76111523.htm,Project engineer,"Former employee, more than 3 years",,,Jālahalli,Good working culture in some department,Security domination Partiality between permanent and contractual Work assignment is very worst There is no growth for contractual job,Show more
5.0,24 May 2023,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76739015.htm,Manager,"Current employee, more than 10 years",Excellent for entry and mid level professionals.,Difficult to get promotions. Stagnation. Depleting manpower,Pune,,,
2.0,24 May 2023,Not good for Long term,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76761276.htm,Deputy manager,Former employee,Good Medical Facilities. Good Learning in D&E.,No career progression. Mostly recruits through College,Bengaluru,,,
4.0,17 May 2023,Great,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76541368.htm,Gapp trainee,"Former intern, more than 1 year",,,Bengaluru,Great environment to be part of .,"Travelling for various different , even to other states.",Show more
3.0,31 May 2023,OK,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76933765.htm,Anonymous employee,"Current employee, more than 5 years",Leave policy is fair enough,"It's subjective, depends entirely on the boss",,,,
3.0,18 Apr 2023,BETTER FOR PEOPLE WHO ARE ABOUT TO SETTLE,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75596561.htm,Deputy engineer,"Current employee, less than 1 year",,,Chak Hyderābād,"nothing like pros work wont be interesting ,u will be integrating the same old 1990's warfare systems with some unwanted updates",Better choose company with exciting work culture,Show more
5.0,26 May 2023,Best platform,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76812977.htm,Production engineer,Current temporary employee,Better Environment for working process,Mostly posts are temporary there,,,,
3.0,20 Apr 2023,Slow growth and old technology,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75668730.htm,Senior engineer,"Current employee, more than 3 years",,,Bengaluru,Wlb is the best- depends on department but overall it's extremely good Permanent job,Snail like career progression Old technology Slow paced environment Laid-back peers/ don't care about work,Show more
5.0,15 May 2023,Very good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76430345.htm,Internship,"Former intern, less than 1 year","Very good company, great place to learn","No cons,nothing to brag about",Bengaluru,,,
2.0,20 Apr 2023,Don't expect anything new to learn.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75681347.htm,Graduate apprentice trainee,"Former employee, less than 1 year",,,Bengaluru,Tag of working in a navratna.,Lack of training and support from staff.,Show more
5.0,9 May 2023,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76250921.htm,Contract engineer,Former contractor,Best for freshers to work.. defense related,Salary incentives. Shift timings.. posting,Chennai,,,
1.0,14 May 2023,Don't join as contract engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76410776.htm,Contract engineer,"Former contractor, more than 1 year",,,Bengaluru,Bus facility Food not bad,Less salary Discrimination No learning No support from manager/management Work like an office boy High security,Show more
4.0,14 Mar 2023,Learning Experience as an intern interested to learn about networking.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74496802.htm,Internship,"Former intern, less than 1 year",,,Ghaziabad,Very supportive seniors. Hands-on experience on their existing application. Independently created an application - Network Management Sytem- Bandwidth Monitoring.,Expected more exposure to latest tech stacks and better infrastructure.,Show more
4.0,2 Apr 2023,Grateful for the opportunity,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75128873.htm,Cost accountant,Former intern,,,,"Good Working command over SAP, healthy working environment, lot of things to learn in a single room.",Canteen food was not up to the mark,Show more
5.0,14 Apr 2023,GAPP Trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75511285.htm,Apprentice,"Former intern, more than 1 year",There is a lot we can learn as a graduate straight out of college.,So far nothing to mention.,Bengaluru,,,
1.0,4 Jun 2023,Bad review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW77055823.htm,Senior engineer,"Former employee, more than 5 years",,,Ghaziabad,Chilled life if u have decided not to do anything,"Strict timings, disrespectful work, maltreatment by seniors and customers, election duty",Show more
3.0,24 Mar 2023,BEL REVIEW,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74863569.htm,Deputy manager,"Current employee, more than 8 years",,,Ghāzia,Not many. Just being a PSU office,"Stagnant growth, no proper job, no planning at work at all",Show more
4.0,25 Apr 2023,WORK AS TRAINEE,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75842064.htm,Anonymous intern,"Current intern, less than 1 year","Work life balance , Friendly Environment",Will gain limited know ledge,Panchkula,,,
5.0,19 Apr 2023,Great Company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75656821.htm,Software engineer,"Current employee, more than 3 years",>Basic facilities >Team > Work-life balance,>Not Applicable everything is awesome,Bengaluru,,,
4.0,26 Mar 2023,experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74893619.htm,Software development engineer (sde),"Former intern, less than 1 year",it is a govt company they have good mentors,there is no stipend. i got intern through campus. Not sure if they provide otherwise,,,,
4.0,15 Apr 2023,review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75517733.htm,Intern,"Former intern, less than 1 year",friendly staff industry knowledge workplace culture electronic equipment,no cons as such .,Noida,,,
4.0,11 Apr 2023,Facilities,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75402475.htm,Project engineer ii,"Current contractor, more than 1 year",Good facilities for learning into electronics field,Please provide the learning opportunities for trinaiess,Bengaluru,,,
5.0,12 Apr 2023,Great work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75429225.htm,Deputy manager,"Current employee, more than 10 years",Great work profile. Interesting works,Some issues with Saturdays being working,Ghaziabad,,,
