review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
3.0,31 May 2021,Learned a lot while working on different projects.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW47679595.htm,Graduate apprentice trainee,"Former intern, more than 1 year",Good work life balance and company culture,No use of giving genuine feedbacks,Kotdwāra,,,
4.0,13 Jun 2021,good company for electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW48269713.htm,Contract engineer,Current employee,you can feel proud yourself for working in defence,if you was mechanical engineer dont go,Panchkula,,,
3.0,17 Jun 2021,Good work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW48476271.htm,Exchange administrator,Current employee,Job security and medical benefits,"Learning is very slow and growth is stagnant, not recommended for freshers",Noida,,,
4.0,21 Jun 2021,Best Work Life Balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW48622661.htm,Deputy engineer/product design engineer,"Current employee, more than 3 years",,,Bengaluru,"1.Work Life Balance
2. Interaction with Defence Forces Officials
3. Stable job",1. Growth is slow and steady,Show more
4.0,6 Jul 2021,Bharat Electronics Limited,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW49381581.htm,Anonymous employee,"Current employee, more than 5 years","Work Life balance, Good medical facility","No flexibility in timing , strict timing need to be followed",,,,
4.0,16 Jul 2021,good oppurtunity to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW49878146.htm,Associate trainee engineer,Current employee,learn mechanial design softwares efficiently,not permanent and no so much hike,Bengaluru,,,
5.0,31 Aug 2021,-,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW51926292.htm,Intern,Current temporary employee,Amazing Environment to work in,No cons as such but the workplace and the people don't often socialize,Bengaluru,,,
5.0,8 Sept 2021,best psu,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW52233973.htm,Deputy engineer,"Former temporary employee, more than 1 year",,,Bengaluru,"medical facility
Working environment
good start salary",employees should also work..only executives and contract engineers work there,Show more
3.0,14 Apr 2016,Good place to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW10267507.htm,Anonymous intern,Former intern,"Very good learn new things in production, quality and management level",Poor management and work path,,,,
5.0,27 Apr 2016,Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW10412703.htm,Intern,"Former employee, less than 1 year",,,Bengaluru,Good Work Environment. Talented R&D department.,No cons as far as I know.,Show more
3.0,28 Apr 2017,Bharat Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW14839091.htm,Anonymous employee,Current employee,"Secured Job, Great infrastructure, Good skill development training.",No big concerns as such regarding work at this company.,,,,
5.0,29 Jul 2017,Summer Internship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW16127178.htm,Anonymous intern,Former intern,,,,"Highly Sorted 
Well Managed
Secure\
Great Environment to work in",The location at times,Show more
3.0,9 Dec 2017,Purchase,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18277494.htm,Supply chain,"Current contractor, more than 3 years",,,Bengaluru,Good place to work and good environment,Contact has to do all,Show more
5.0,18 Jan 2018,Good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18801437.htm,Apprentice,"Former intern, more than 1 year","lot to learn, helpful and friendly managers and employees","not much, everything is good",Machilipatnam,,,
3.0,26 Jan 2018,Graduate Apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW18937292.htm,Anonymous intern,Former intern,,,"Indi, Karnataka",Lot of opportunity for the employer.,"Management is not so good. Employee and Manager difference.
Delay in product production.",Show more
5.0,12 Jun 2018,good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW20998710.htm,Anonymous contractor,Former contractor,good place to work and good learning opp,less pay and not good management,,,,
5.0,3 Aug 2018,Accounts officer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW21791299.htm,Anonymous employee,Current employee,,,,"Work life, good salary, office timing","Late promotion, all remaining good",Show more
4.0,11 Jan 2019,experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW24164550.htm,Anonymous employee,Current employee,,,,good company to work with,some time lengthy processes for any activity,Show more
3.0,22 Jan 2019,Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW24323175.htm,Anonymous intern,Former intern,,,,good exposure to the latest development,work culture is average . Not everyone is interested to work,Show more
4.0,15 Mar 2019,Contract engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW25185779.htm,Contract engineer,"Former contractor, more than 1 year",,,Bengaluru,"Good enviornment
exposure to defense 
highly secured 
best psu",Working enviornment in some departments are not good,Show more
4.0,9 May 2019,"Good working environment, good salary, less job satisfaction",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW26070491.htm,Anonymous intern,Former intern,"Good working environment, salary is good","Less job satisfaction, that's it",,,,
5.0,11 Sept 2019,i worked as apprentice at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW29158121.htm,Anonymous intern,Former intern,,,,"best working environment, cooperative co-workers",i don't think of any cons,Show more
3.0,29 Sept 2019,BEL internship review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW29512079.htm,Anonymous intern,"Former intern, less than 1 year",,,,"Can learn a lot of new things.
Good working hours","No phones allowed
They dont care much for interns",Show more
5.0,26 Nov 2019,Fine working environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW30582222.htm,Electronics engineer,"Former contractor, less than 1 year",Best PSU experienced at this CHENNAI unit,As contractors we will be working more time,Chennai,,,
5.0,14 Dec 2019,Design engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW30868023.htm,Design engineer,"Former contractor, more than 3 years",,,Bengaluru,"1st Electronics industry in India.
Defence core company with best employees.",Best company to get core knowledge,Show more
5.0,2 Apr 2020,No burden on interns,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW32579372.htm,Anonymous intern,Former intern,lunch in bel is very good,employees are too busy to interact with you,,,,
4.0,18 May 2020,Graduate Apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW33229779.htm,Gapp trainee,"Former employee, more than 1 year",,,Bengaluru,"Working time
Food
Work culture
Lots to learn",Never sit simply. Always engage in some work with your reporting head.,Show more
5.0,23 Jun 2020,Temporary engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW33852193.htm,Temporary engineer,"Former employee, more than 3 years",,,Ghaziabad,"Govt job , got chance to work for defence sector.","Contractual job, so fixed salary.",Show more
3.0,9 Aug 2020,none,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW34735392.htm,Summer intern,"Former intern, less than 1 year","great learning experience , vast knowledge is imparted","very strict security , no mobile phones and strict dress code",Bengaluru,,,
5.0,29 Sept 2020,Really good experience as intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW36504499.htm,Student intern,"Former intern, less than 1 year",Get to learn a lot with hands-on experience.,Restricted to only one department,Bengaluru,,,
3.0,6 Oct 2020,Work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW36815503.htm,Deputy engineer,"Current employee, more than 1 year",Good work life balance. Good salary for fresher,Travel most of the time. Should use new technologies,,,,
5.0,20 Oct 2020,Internship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW37369875.htm,Anonymous intern,Former intern,Got to witness some of the best projects in Electronics,It seems to be a monotonous environment,,,,
4.0,26 Oct 2020,Great company to sit and work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW37613038.htm,Contractor,"Current employee, more than 1 year",no pressure and immediate workload,company culture is old and politics is rampant,New Delhi,,,
4.0,17 Nov 2020,Opportunities and experience at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW38415171.htm,Intern,"Former intern, less than 1 year",,,Bengaluru,"Learning exposure , culture, work life balance","Work style, technology, opportunities for growth",Show more
5.0,25 Dec 2020,working environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW39800706.htm,Anonymous employee,Former employee,work life balance and good learning opportunities,"compensation, job profile , office timming , location etc.",,,,
4.0,18 Jan 2021,trainee engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW40913116.htm,Trainee engineer,"Former employee, less than 1 year",it is a good opportunity good scope for learning and grows.,payscale is very low for trainees,Bangalore Rural,,,
3.0,22 Jan 2021,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW41228291.htm,Software engineer,Former intern,An opportunity to work for our country,They don't use lastest cutting edge technology but revolve around old methods.,Bengaluru,,,
5.0,4 Feb 2021,Good exposure and knowledge base,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW41953665.htm,Deputy manager,"Current employee, more than 8 years",,,Chennai,Good package and work life balance,Project deadline and execution pressure .,Show more
5.0,5 Feb 2021,xyz,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW41997703.htm,Contract engineer,Current employee,good to be gain knowledge in the all stream project,better improvise the planning of working activites,,,,
5.0,15 Feb 2021,Great experience as intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW42497197.htm,Internship,"Former intern, less than 1 year",,,Bengaluru,"food
location
there are much to add this as pros",i didn't find any cons here,Show more
5.0,28 Feb 2021,Great company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW43238989.htm,Internship,Former intern,Will get the opportunity to work with highly talented people,I haven't seen any cons here,,,,
4.0,16 Mar 2021,Good work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW44059598.htm,Deputy engineer,Current employee,Good work life balance in BEL,Sometimes gets boring due to same type of work,,,,
5.0,14 Apr 2021,Graduate engineer trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW45530441.htm,Management trainee,"Current intern, more than 1 year",,,Bengaluru,Good work life culture learn,Low salary and work exposure,Show more
4.0,11 Oct 2021,It  was a good experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW53852875.htm,Anonymous intern,"Current intern, less than 1 year",Supportive employees with good knowledge and skills,"Boring environment ,no place to chill.",,,,
3.0,27 Oct 2021,Working structure of Bharat electronics limited,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW54554133.htm,Deputy engineer,"Current employee, more than 3 years",Good working life and nice environment,Perks and salary is good.,Bengaluru,,,
4.0,3 Nov 2021,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW54895969.htm,Deputy engineer,Current employee,Good company to work for freshers,Only sunday is a holiday for the company,Bengaluru,,,
4.0,8 Dec 2021,Good opening,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW56390520.htm,Purchase executive,"Current intern, less than 1 year",,,Bengaluru,Best experience for future career,Maintenance is good from the production side,Show more
3.0,9 Dec 2021,Not for the ambitious,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW56489379.htm,Deputy engineer,Former employee,,,,"Job security
All facilities that come with a govt job","Company culture is regressive
HR is unprofessional
Slow growth",Show more
4.0,21 Dec 2021,It's good to learn new technologies,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW56977255.htm,Apprentice,Former contractor,Good environment to learn new thing,There are nothing cons in this company,,,,
5.0,2 Jan 2022,GOOD,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW57314872.htm,Graduate apprentice trainee,"Former intern, more than 1 year","You can learn softwares like SAP, SOLIDWORKS, UG NX with practical knowledge.",Stipend is very les s.,,,,
3.0,24 Aug 2012,My Expecerience is good in this Company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW1881575.htm,Senior engineer,"Current employee, more than 5 years",Good balance in Professional and Personal Life,Opportunity for growth is Limited.,Ghaziabad,,,
3.0,10 Dec 2012,BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2195341.htm,Member research staff,"Current employee, more than 3 years",Work is good. Like what I work on.,Everything else is bad. except job security.,Ghaziabad,,,
4.0,26 Jul 2013,Good environment and peaceful serene atmosphere,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2861563.htm,Deputy engineer,"Former employee, more than 3 years","Good work life balance, good salary",slow decision making by senior maagement,Bengaluru,,,
4.0,23 Aug 2013,Excellent Work Culture And Excellent Work Environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW2969006.htm,Software engineer,"Current contractor, more than 3 years",,,Bengaluru,Best Place to work over.,Slow Pace of Career Growth,Show more
4.0,13 Mar 2015,"Nice organisation to work,Good salary ,Fixed timing,Nice location",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW6109333.htm,Anonymous employee,Former employee,"Good timing,Nice senior management,Good working environment.",Few opportunities to learn,,,,
5.0,30 May 2015,Graduate Apprentice Trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW6747556.htm,Graduate apprentice trainee,Former employee,One of the best public sector..,Nothing to say about this to this company,Bengaluru,,,
3.0,13 Nov 2017,Senior Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW17873133.htm,Senior engineer,"Current employee, more than 5 years",,,Bengaluru,"Freedom to explore
Good work life balance
Pleasant campus
Good place to learn","Less recognition to contribution
Less competitive 
Moderate pay",Show more
5.0,4 Mar 2018,Simulation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW19523407.htm,Simulation engineer,"Current contractor, more than 1 year",Good environment and nice place to learn,You will not get any recognition for your work,Bengaluru,,,
4.0,18 Jul 2018,Opportunity to work with Indian Defense,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW21537707.htm,Anonymous contractor,"Former contractor, more than 1 year",,,Ghaziabad,"Work timings are favorable.
Work and life balance.","Too much hierarchy.
Growth is stagnant.",Show more
5.0,20 Jul 2018,Industrial Training at Bharat Electronics Limited,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW21566581.htm,Anonymous intern,Former intern,Very good and disciplined environment.,Not all the details are shared.,,,,
4.0,22 Sept 2018,Contract Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW22605422.htm,Anonymous contractor,Current contractor,"Time slots are very comfortble, very organized",Salary is not good and very bad work culture,,,,
