"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","10 Jul 2019","Manager operation","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW27906145.htm","Anonymous employee","Former employee","","","","Good in working culture no late sitting appraisal are good and no high work pressure good opportunity to learn in transition phase of company","Not so good for mid- high management , very very traditional management specially in plants, lack of early growth for young leaders or we can say not so good for millinials ......","Show more"
"4.0","21 Aug 2019","Deputy Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW28774127.htm","Deputy manager","Current employee, more than 3 years","Calcutta","","","Good Brand, on time salary, 5 days working in week.","Huge work pressure, cost cutting pressure on employee benefits, low job security for average performer.","Show more"
"2.0","21 Apr 2021","Toxic work culture. Don't Join","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW45847259.htm","Software engineer","Current employee, more than 1 year","Bengaluru","","","1. Latest Tech stack
2. Product Ownership","1. Below industry standards pay
2. Promotions and hike for boot lickers
3. Favourites will always be kept above in all cases no matter how good you are.
4. HR sits in Noida and does whatever he wants and has no manners or sense to talk to people.
5. If you are third party contractor you will treated like untouchables by the HR.","Show more"
"1.0","10 Jul 2020","Working with Havells is completely Pathetic","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW34166459.htm","Product head","Former employee, more than 1 year","Ahmedabad","","","Not found any positive things in the company culture.","completely ruthless company, it is just like butcher House, No Job security at all, Employee has no freedom to share any feedback for the betterment of the company as well as individual, the Management carries a mindset to drive the business they donot want to change their old mind set. Working with Havells is just like working in some LALA's SHOP wher no professionalism is there.","Show more"
"2.0","8 Mar 2017","Decent place for learning, bad working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW14092630.htm","Anonymous employee","Former employee, more than 1 year","Baddi","","","1. You will be given good responsibilities 
2. Working hours 
3. Near to Chandigarh(I was in Baddi plant)","1. Bad working culture(people are really bad at communication)
2. No recognition of work 
3. No awards","Show more"
"1.0","10 Oct 2018","Worst work culture in IT industry","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW22879709.htm","Senior executive","Former employee, more than 1 year","Noida","","","Good place for freshers to learn multiple new technologies 
Fixed Timings at HO i.e. 8:30 am to 5:30 pm
8-12% yearly hikes","Unfriendly HR policies especially for new joiners 
Worst work culture , Zero events (Only Diwali pooja and after pooja lunch)
Inexperienced managers (mostly have been working from their childhood )
Aggresive work timelines, Technical team possess no value to the higher management","Show more"
"3.0","6 Nov 2016","Good Company with great vision..","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW12582777.htm","Anonymous employee","Former employee, more than 3 years","Hyderābād","","","Learning Opportunities.
Good Processes.
Career Growth.
Family Environment.
Employee Friendly Policies.","Some people are sitting in the wrong places which is creating issues. too much pressure on imagined numbers... reports/targets changes everyday and the worst part is more and more and more meetings... 
No personal life.
Employees get humiliated and insulted.","Show more"
"3.0","31 Mar 2016","A true Learning Hub","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW10107681.htm","Anonymous employee","Current employee","","","","Good exposure for beginners, supportive  management , Helpful collueges","extremely orthodox  in monetary matters, lotz of cost cutting not at all employee friendly. A true LALA company .no employee benifits.  not for high aspiring professionals","Show more"
"3.0","18 May 2017","Sales Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW15110189.htm","Sales manager","Former employee, more than 5 years","Nāgpur, Maharashtra","","","Good systems in place. Good brand name","Groups of people indulge in creating wrong impressions about fellow employees in order to get better appraisals.  
HR believes in raiding and hiring employees  from competitor companies instead of trying to grow people from ranks.","Show more"
"4.0","3 Oct 2018","Nice working infrastructure and they pay good...","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW22777717.htm","Management trainee","Former employee, more than 1 year","Noida","","","Good Place to learn, working culture and management is supporting, They pay good salary as compared to the industry.","Working in Finance is a bit harsh. very laid back attitude in finance team which results in increasing working hours in evening and very often on weekends.","Show more"
"2.0","10 May 2019","Looking after standard wire mcb","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW26083267.htm","Management trainee","Current employee, less than 1 year","Surat","","","Handsome salary, Good Brand Image","Poor management, Non sense people at top management, illogical managers","Show more"
"4.0","16 Sept 2021","Professional lighting","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW52645513.htm","Senior engineer","Current employee, less than 1 year","","","","Havells has huge product range in overall.Growth structure is great if you r perfomer. Team work is the strength. The best thing which I like is that company is working nicely with sales drive software, eventhough you can claim all expense by app only without paperwork.","You have to do integrated work with all the division for few project.","Show more"
"2.0","8 Mar 2015","In one word it is a production company. Not an electrical company. Long work hours and 6 day week. Sunday may be off","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW6072923.htm","Anonymous employee","Current employee, less than 1 year","Baddi","","","Life at Head office is better","Working culture is bad; Long Work hours; Will be asked to work on Sunday; No serious R&D projects going on; high production pressure","Show more"
"2.0","24 Aug 2019","Company benefits","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW28828767.htm","Anonymous employee","Current employee","","","","Fixed compensation structure, all Saturday off","high employee attrition, no flexi working - 8:30 to 5:30 job, owner driven uni directional vision, lack employee centricity and development need of employees.","Show more"
"2.0","3 Jun 2012","A company with focus only on the sales figures","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW1553712.htm","Assistant manager","Current employee, less than 1 year","Eranakulam","","","A company that gives good remuneration,incentivesand gives opportunity for sudden growth,educational qualification is not a barrier for your growth","looks at sales figures only,working enviornment is very bad,hire and fire practices is very common,need quick results ,not all concerned about the employees,no professionalism.","Show more"
"3.0","6 Jul 2017","Challenging and learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW15769966.htm","Anonymous employee","Former employee","","","","- market reputation 
- visionary management
- decent salary and incentives
- learning opportunities are vast","- tooooooooooooo much dealer oriented and less concern about employees. Sometimes employees get confused that whether they are working for the company or for the dealers. Pathetic sometimes!!!","Show more"
"3.0","14 Apr 2018","Good COMPNY","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW20151278.htm","Manager","Current employee, more than 3 years","Ahmedabad","","","Good pay highest pay master in electric industry.
Compny culture is very supportive.
17 different product vericle
Five days a weak culture","To much process oriented
Nothing like hirearchy if you are manager or senior manager or a or dgm you treated as salesman and typical feriya.
To much politics","Show more"
"3.0","18 Oct 2010","Designer","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW687551.htm","Industrial designer","Current employee","New Delhi","","","Working atmosphere is productive, managers doesn't compel or force or overload the employees.","Interactions with others is less except your own team. Hands-on on on-going is less except visualization of the concept.","Show more"
"4.0","28 Jan 2021","Review of a CRI Noida engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW41578468.htm","Engineer","Current employee, more than 3 years","Noida","","","You have the freedom to work and approach your seniors freely. Appraisals are better as compared to contemporary companies.","One can easily get into a comfort zone which can somehow hamper your growth. but then that may vary person to person. Product development sometime seems to be marketing team driven.","Show more"
"3.0","15 Jan 2021","MBA graduate experience from Top tier college","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW40756352.htm","Management trainee program","Former employee, less than 1 year","","","","1. Good initial training (in management trainee period)

2. Freedom to chose product lines","1. Pathetic work for Tier 1 MBA graduates

2. No reporting structure post completion of MT period. You have to keep working as FOS (Feet on street) salespeople","Show more"
"4.0","8 Apr 2014","challenging work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW4027619.htm","Research and development engineer","Current employee, more than 1 year","Noida","","","timings are very good you will be free in evening and can spend time with your family.","handling each an and every thing by your own","Show more"
"3.0","30 Jan 2016","SBU HEAD, NATIONAL PRODUCT HEAD & SALES MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW9396070.htm","Sbu head, national product head","Current employee, more than 5 years","Noida","","","HAVELLS is a great place to work & learn. it give ample opportunity & space to think & do big. the environment is employee friendly. its being 6 year & the feel is like home.","Holiday are less. Company should must think over it","Show more"
"5.0","12 Jun 2017","Best platform for learning.","https://www.glassdoor.co.in/Reviews/Employee-Review-Havells-India-RVW15432695.htm","Business development","Current employee, more than 1 year","Hyderābād","","","Opportunity to work in 18 verticles even if u fail in one","Pricing of the products as well as targets are  too high.so serviving in present competitive world is tough","Show more"
