"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","7 Dec 2022","Best Company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71682210.htm","Manager","Current employee, more than 1 year","","","","Mālād","Overall good corporate experience. Colleagues are very helpful.","There are no Cons as far as i have observed. Great company to grow your career."
"5.0","10 Dec 2022","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71755668.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Good opportunity to earn more growth by earning and developing skills.","dissatisfied with manager, manager always don't encourage the new FSC's and think in negative approaches.","Show more","Banjara Hills","",""
"5.0","2 Jan 2023","Best insurance company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72246503.htm","Front line manager","Current employee, less than 1 year","Good place to work under","There is absolutely nothing as a cons","Show more","Kollam","",""
"5.0","2 Jan 2023","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72266150.htm","Senior manager","Current employee","","","","New Delhi","Good exposure to groom myself","Nothing as of now from my side"
"4.0","5 Jan 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72338787.htm","Sales manager","Former employee","","","","","Good company to start your career","Work load is there. Depends how you manage"
"5.0","10 Jan 2023","Good platform","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72482923.htm","Financial sales consultant (fsc)","Current employee, more than 1 year","","","","","Very good place in prudential","I like the working vibes"
"4.0","1 Nov 2022","I really enjoy with working ipru","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW70669585.htm","Senior fsm","Current employee, more than 3 years","I grow here financially and professional,I learn sales here.","I don't like customer service here very slow and not setisfy with that","Show more","","",""
"5.0","26 Dec 2022","Working as a Business Trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72134842.htm","Business trainee","Current employee, less than 1 year","","","","Angul","Opportunity to grow and utilize your skill set.","ICICI PRUDENTIAL don't have any downsides"
"5.0","17 Sept 2022","good environment no work pressure on senior and boss","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW69159811.htm","Assistant financial services manager","Current employee, more than 1 year","a very best company and work environment is very positive, senior support for all time","nothing is negative in this company and my boss is also support me to my bad time and good time also so I'll miss my job and my senior and colleague","Show more","Lucknow","",""
"5.0","31 Dec 2022","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72221880.htm","Akrm","Current employee, more than 3 years","Good place for work , Carrier growth","Nothing only banka channel not run with support","Show more","Patna, Bihar","",""
"5.0","1 Dec 2022","Relationship manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71534768.htm","Deputy relationship manager","Current employee, more than 1 year","This organisation is well managed with seniors and work process. I have learnt so many things during this time interval.","This organisation is very helpful for starting carrier","Show more","Patna, Bihar","",""
"4.0","2 Jan 2023","Overall experience is very good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72243078.htm","Anonymous employee","Current employee, more than 1 year","","","","Durgapur, West Bengal","Icici pru has Good working culture","Not as such cons over here"
"5.0","2 Jan 2023","nice working cultrure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72243630.htm","Sales","Current employee, less than 1 year","","","","","good company good culture best support by senior","na na na na na"
"5.0","19 Oct 2022","Great working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW70326403.htm","Fsc manager","Current employee, less than 1 year","I am very glad to worked in icici Prudential life insurance. This is the best experience in life. I have To much learned from my superior manager Mr rakesh shama, thank you for the best journey.","All is good in there.","Show more","","",""
"4.0","3 Jan 2023","working","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72268316.htm","Sales manager","Current employee","","","","","good working competition at its best","work life balance no time to think about yourself"
"5.0","4 Jan 2023","Overall Great Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72315854.htm","Financial services consultant","Current employee, more than 1 year","Great Great Great Great Great","No No No No No","Show more","","",""
"5.0","31 Dec 2022","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72222104.htm","Afsm( asso financial services manager )","Current employee, more than 1 year","Knowledge Best industry Increments Flexibility Humanity","Best in industry and good support to manager","Show more","Ahmedabad","",""
"5.0","3 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72272731.htm","Afsm( asso financial services manager )","Current employee, less than 1 year","","","","","Good salary package and good environment","No downsides this company otherwise good company"
"5.0","5 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72368677.htm","Fsc level i","Current employee, less than 1 year","Very good culture and behavior","Nothing it is very good company","Show more","Pipariya","",""
"5.0","15 Dec 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71884018.htm","Financial services consultant","Current employee, more than 1 year","Good environment great future will benefits are given this organisation","Late time meetings , and not much data for calling","Show more","Hyderābād","",""
"5.0","21 Dec 2022",".","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72058852.htm","Associate finance manager","Current employee, less than 1 year","Good opportunity as a fresher","No cons since it's a nice place to work","Show more","Mulund","",""
"4.0","7 Nov 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW70852137.htm","Fsm","Current employee, more than 1 year","It was my first company to work& overall it was great experience.","It totally depends on your manager how they shows you in front of top management.","Show more","Hisār","",""
"5.0","27 Dec 2022","Good Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72156537.htm","Manager","Current employee, more than 3 years","best salary and compensation Best company","work life balance No other cons","Show more","Hyderābād","",""
"5.0","2 Dec 2022","Resignation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71561600.htm","Unit manager","Current employee, less than 1 year","Icici company is good to work","Culture of regional manager isnot able us to work","Show more","Jūnāgadh","",""
"5.0","4 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72322768.htm","Unit manager","Current employee, more than 1 year","Good company to work with","Lesser salary for employee Overall good","Show more","Srīnagar, Jammu and Kashmir","",""
"5.0","11 Sept 2022","Best experience in icici prudential","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW68943908.htm","Financial advisor","Current employee, more than 1 year","As per my experience in icici prudential it's best and they taking care of staff and they give opportunity to grow and they give opportunity to fresher in this organization.","In icici prudential Andheri West office operation team are not supporting to sales Staff.","Show more","Andheri","",""
"3.0","21 Nov 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71271173.htm","Asm (area sales manager)","Current employee, more than 1 year","Best reason to work for ICICI prudential is great opportunity.","No authority, Lack of support and ownership","Show more","Mumbai","",""
"5.0","29 Nov 2022","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71491783.htm","Unit manager","Current employee, less than 1 year","Homely atmosphere As a fresher in sales you can join ipru without thinking it's a good platform for growing","Salary is not upto the mark","Show more","Ahmedabad","",""
"4.0","3 Jan 2023","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72299057.htm","Sr financial services manager","Current employee, more than 8 years","Good support given by the company","Not any down side way","Show more","","",""
"5.0","5 Jan 2023","Icici","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72370175.htm","Financial services consultant","Current employee, less than 1 year","","","","Ghātkopar","Supportive environment with colleagues and team.","Gossips and various unnecessary rumours"
"5.0","21 Dec 2022","Best Organization","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72040503.htm","Financial sales consultant (fsc)","Current employee, more than 1 year","Best Organization to be in","Supports employees in every step","Show more","Srīnagar, Jammu and Kashmir","",""
"5.0","23 Dec 2022","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72096663.htm","Sales manager","Former employee, more than 3 years","Good place to work overall.","Salary is low compared to other companies","Show more","Pune","",""
"5.0","30 Dec 2022","Good company to grow","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72212568.htm","Sr financial services manager","Current employee, more than 1 year","","","","Mumbai","Good company to grow professionally.","None to think of cons."
"5.0","31 Dec 2022","good working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72222412.htm","Senior agency manager","Current employee, more than 1 year","","","","Jaipur, Rajasthan","Good support from branch manager","too much working pressure in agency"
"5.0","9 Dec 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71741081.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Good experience, this organisation very well","Icici prudential Life insurance is a great place to work","Show more","Sambalpur, Orissa","",""
"5.0","1 Jun 2022","Best Company in an Industry to work For","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW64948293.htm","Unit manager","Current employee, more than 1 year","ICICI PRUDENTIAL LIFE INSURANCE is a company which know for its high standards of values and ethics when its comes to deal with Customers and Employess. I am very grateful that I have got an opportunity to work here and get to know and learn how successful organisation really works and grows.","As of Now I am extremely satisfied with the working of Company and as its my Personal reason to go for higher studies, Only downside That I felt is quite low payscale at Initial level.","Show more","Surat","",""
"5.0","27 Dec 2022","Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72157072.htm","Unit manager","Current employee, less than 1 year","Listed in India's top insurance company","We have to work hard","Show more","Jīnd","",""
"3.0","2 Jan 2023","Over all good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72249411.htm","Sr financial services manager","Current employee, more than 1 year","","","","","Good Working culture and friendly environment","Extreme Pressure No out timing"
"5.0","4 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72335688.htm","Fse i","Current employee","","","","","Good team management and collegue","Nothing all is good here"
"4.0","9 Dec 2022","Very good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71754484.htm","Fsc","Current employee, more than 1 year","Work friendly environment. Security of good career","Company should look after their issuance part of the product","Show more","","",""
"5.0","13 Dec 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71842411.htm","Regional sales manager","Current employee, more than 1 year","","","","North West","Salary on time Leave benefits Allowance Better job Job security","Poor work culture Toxic environment Politics Work life balance Poor"
"5.0","15 Dec 2022","It’s was great honour to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71908332.htm","Sr sourcing analyst","Current employee, more than 3 years","","","","Hyderābād","5 stars It’s great honour Satisfied Employee Satisfaction Good","Good Good Good Good Good"
"5.0","23 Dec 2022","Great work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW72092533.htm","Deputy sales manager","Current employee, more than 3 years","","","","Navi Mumbai","Great working environment in the company","Everything is good here in the company"
"5.0","17 Nov 2022","Banca insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71190965.htm","Financial service manager","Former employee, less than 1 year","Dear team I already pay my recovery amount 26677 please check and send me my reliving its urgent","All good experience no problem there","Show more","","",""
"4.0","16 Dec 2022","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71915678.htm","Development manager","Current employee, more than 1 year","Very good payout and incentive","Slow promotion and work life balance","Show more","New Delhi","",""
"5.0","29 Nov 2022","Great company in my whole life","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71491297.htm","Associate financial services manager","Current employee, more than 1 year","","","","","Ipru is one of the most brand company really it's good company.","Great opportunity here in ipru working environment is great."
"5.0","1 Dec 2022","Good profile","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71531902.htm","Business development manager","Current employee, less than 1 year","Ipru company is the best company for employees, company environment is like a family.","Nothing any downside reason. All policy is good.","Show more","","",""
"4.0","3 Dec 2022","WORK REVIEW","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71588294.htm","Financial service consultant","Current employee, more than 1 year","*Good Organization *Good environment *Good hierarchy *Work place in home town","*High Pressure *LOW SALARY * Work life not balanced","Show more","","",""
"5.0","13 Dec 2022","excellent place to learn ,supportive team","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW71844581.htm","Associate regional manager","Current employee, less than 1 year","very good company to work .","no such any disadvantages in the company","Show more","Chennai","",""
