"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"1.0","13 Jul 2023","Mental harrasment of MBA graduates","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW78242631.htm","Management trainee","Current employee","Easy interview. They pretty much hire everyone, because nobody wants to work in Insurance.","In times when companies are offering work from home and hybrid setup, ICICI Prudential doesn't even allow employee leaves. My manager has mentally harassed me. I am home sick, I barely get to meet my family. I literally cried in front of my manager but he didn't allow me to take a leave - This is the work culture of ICICI Prudential. My mental health has taken a dive. My strongest suggestion is DONT JOIN ICICI Prudential. And even if you've joined, quit at the earliest. God swear, you'll thank me later. Insurance is very difficult to sell and managers shout and abuse at you if you don't sell. Even after 1 year, you won't learn anything except for sales and switching to another company or industry will become extremely difficult because of NO Learning. So quit at the earliest!","Show more","","",""
"5.0","4 Feb 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW84052894.htm","Sr. fsm sourcing","Current employee, more than 3 years","Good Work Culture in office premises","No down side in company","Show more","","",""
"5.0","31 Jan 2024","Nothing to review","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83905441.htm","Business unit manager","Current employee, less than 1 year","","","","Patna, Bihar","Good support from the team and the superiors.","A bit of pressure but it's acceptable."
"5.0","6 Feb 2024","Nothing","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW84102467.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Good environment 
Well treated
Giving scope 
Understanding
Giving proper training","Nothing
Nothing
nothing
nothing
nothing","Show more","Mahatma Gandhi Rd","",""
"5.0","2 Jan 2024","icici pru is a best company and my manager  is also very best  .","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82968059.htm","Unit manager","Current employee, more than 1 year","best working environment and good leadership and time flexibility","we dont have any lead to work","Show more","Bhopal","",""
"5.0","20 Jan 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83548256.htm","Data science intern","Current intern","Very good and create very good memories with icici","ICICI bank can’t have any cons but Mumbai is very expensive","Show more","Navi Mumbai","",""
"4.0","4 Jan 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83035862.htm","Associate","Former employee, less than 1 year","Company is good, working culture and environment is also good","Some above level person have no sense to talk with their subordinates . They have big Ego. And they they force to do some unauthorised work.","Show more","","",""
"3.0","31 Jan 2024","SALES JOB","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83910450.htm","Financial consultant","Current employee","","","","","friendly enviorment , good company , best mentor","a lot of pressure , not good enviornment"
"5.0","31 Jan 2024","Best company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83938353.htm","Unit manager","Current employee","","","","","Salary and other benefit o","N o t h u n"
"1.0","4 Mar 2024","ICICI","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW85001313.htm","Sales associate","Current employee, less than 1 year","Even freshers can grow here.","No proper support was provided.","Show more","New Delhi","",""
"5.0","30 Jan 2024","Great work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83898446.htm","Sales trainee","Current employee, less than 1 year","","","","","Good work culture and environment","No disadvantages as i didn't suffered any"
"5.0","31 Jan 2024","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83933279.htm","Avp-sales","Current employee, more than 10 years","Good culture nice organization amazing people","No cons observed so far","Show more","Mumbai","",""
"5.0","1 Feb 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83942909.htm","Agency manager","Current employee","","","","","Working culture and employee behavior is good","I have no problem in this branch"
"5.0","1 Feb 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83946063.htm","Sales manager","Current employee, less than 1 year","Good organization...good company.and good atmosphere","Good organization organization senior are very good","Show more","Calcutta","",""
"3.0","10 Dec 2023","Decent company to start your career with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82482616.htm","Senior hr manager","Current employee, more than 1 year","-Learning is inevitable here
-Fair promotions, comp and other HR policies
-Talented and resilient leadership","-Orthodox mindset- doesn't value new generation ideology 
-Not the industry pay masters
-Leadership's unwillingness to change","Show more","Prabhadevi","",""
"5.0","9 Jan 2024","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83189518.htm","Sr. field sales manager","Current employee, less than 1 year","It's the place to learn a lot more than a pay or job to do","No cons atall it is best place to work","Show more","Prabhadevi","",""
"4.0","30 Jan 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83895776.htm","Associate financial services manager","Current employee, less than 1 year","Fantastic job with the relationship","Cons not applicable for me","Show more","Erode","",""
"4.0","29 Aug 2023","One of the best place to word","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW79583232.htm","Area manager","Current employee, more than 10 years","Good growth opportunity, transparences, very good HR policies, the work culture is very good, continuous learning and development process for the sales team, strong product support, strong process support and many more good reasons are there why one should join and continue the job for long term in ICICI Prudential Life Insurance","After Manager grade you will not have any Incentives, you have to totally depends on rating and if you are not getting desire rating then your hard work for entire year is of no use. Those are joining as MT or from out side of the company the are getting better package than a employee who has been promoted internally","Show more","Calcutta","",""
"4.0","31 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83941380.htm","Financial services consultant","Current employee","","","","","Working Culture is Very good","As of now no cons found."
"4.0","25 Jan 2024","Nice working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83712252.htm","Associate level-1","Current employee, less than 1 year","Good staff
Good environment
Good opportunities","In our company there is hectic schedule for employees","Show more","Shimla, Himachal Pradesh","",""
"5.0","31 Dec 2023","This role is not suitable for my profile","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82946094.htm","Unit manager","Current employee, less than 1 year","I learn so many things like how to handle customer & communication skill.","work environment is not good","Show more","Vadodara","",""
"4.0","16 Jan 2024","Great learning curve even greater pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83397275.htm","Asm (area sales manager)","Current employee","","","","","Geat learning experience . Maybe one of the best in market","No work life balance. Absolutely zero"
"4.0","12 Jan 2024","Best company to learn skills","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83322057.htm","Financial sales consultant (fsc)","Former employee, more than 5 years","","","","Udaipur, Rajasthan","Best seniors to help you grow in your career","If you can’t handle pressue this company is not for you"
"5.0","21 Jan 2024","Better opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83587784.htm","Fls - retail sales","Current employee, more than 1 year","","","","Rohtak","Good experience best work place best","Not provide self asset and better culture icici Prudential"
"5.0","17 Jan 2024","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83444695.htm","Sales manager","Former employee, less than 1 year","knowledgebase, sharp, ethical, customer centric, good","strict, long work hour, sales pressure, far away from home","Show more","Pune","",""
"3.0","31 Jan 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83938949.htm","Management trainee","Current employee","","","","Mumbai","Less learning and less growth","Good work culture and environment"
"4.0","18 Jan 2024","better environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83498235.htm","Sales manager","Current employee, less than 1 year","better workplace and brand name","there is lesser chance to explore more in different areas.","Show more","New Delhi","",""
"4.0","11 Jan 2024","Very Good Company to start Career as Mba Gard","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83257440.htm","Business trainee","Current employee, more than 1 year","Good Work Culture
Strong and Transparent HR policies","Sometimes Sales pressure will be huge depends upon the channels","Show more","Bengaluru","",""
"5.0","15 Nov 2023","Good Company to work and Positive Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW81856893.htm","Senior fsm-sourcing","Current employee, more than 1 year","Very well Knowledgeable Senior management, always Supportive, Gain Deep Knowledge about Financial sector , Positive environment to work .","Not Major Cons , but as i faced there are some disconnect between Service and Sales team.","Show more","Andheri","",""
"5.0","17 Jan 2024","Culture And Enviroment Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83439295.htm","Unit manager","Current employee, less than 1 year","Working Culture And Enviroment Good","Cafeteria Size is too small","Show more","Rānchī","",""
"5.0","18 Dec 2023","Learned alot","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82705569.htm","Financial services consultant","Former employee, less than 1 year","Company manager are so lovable and helpful and any kind off Thanku so much for educate me","I didn't think so any way","Show more","Mumbai","",""
"4.0","28 Jan 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83798637.htm","Financial consultant","Former employee","Flexible Time
Supportive Managers
Good incentives","Lot of Travelling
And min Salary increment","Show more","Bengaluru","",""
"4.0","28 Jan 2024","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83803986.htm","Unit manager","Former employee, more than 1 year","","","","Cooch Behar","company training program very well","work environment not good ."
"5.0","1 Jan 2024","Good company and good employees","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82947894.htm","Front line manager","Current employee, more than 1 year","Icici prudential Life insurance company no 1 company in insurance company and good benifits company brand","Software old and not supported","Show more","Mysore Road Tolgate","",""
"5.0","1 Jan 2024","FSC","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82959972.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Had good experience with company and learnt good things about business","Need more training classes, employees wants some time to get business and to settle itseems","Show more","Bengaluru","",""
"4.0","15 Jan 2024","Great Employer","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83393174.htm","Executive key relationship manager","Current employee, more than 5 years","Best worklife balance to work with the employer","No cons as of such","Show more","Calcutta","",""
"5.0","18 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83477772.htm","Sales manager","Current employee, more than 1 year","Employee orientation company 
And culture","No words to say this","Show more","Vadodara","",""
"5.0","9 Jan 2024","Give good wishes and sign off","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83214007.htm","Associate financial services manager","Current employee, less than 1 year","","","","New Delhi","It is a good option to built your career","I had to leave due to personal reasons"
"4.0","25 Jan 2024","Work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83711364.htm","Business trainee","Current employee","","","","Thiruvananthapuram","Sales exposure you can gain","Work life balance is not great"
"5.0","12 Jan 2024","Positive","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83304014.htm","Financial service consultant","Current employee, less than 1 year","Company is having good brand name in insurance Market","Premium value is high in comparison with peer company","Show more","Alwar","",""
"5.0","17 Jan 2024","Great Company to work with.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83443804.htm","Development manager","Current employee, more than 1 year","","","","","Great support from Management and seniors","Nothing so far to share"
"3.0","9 Jan 2024","Push yourself to sell as many policies","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83181678.htm","Financial analyst","Former employee, less than 1 year","","","","Mumbai","Great party atmosphere either Birthday or policies sellout","Need to work day and night to acheive targets"
"5.0","14 Jan 2024","Best Company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83358266.htm","Unit manager","Current employee, more than 1 year","","","","Sītāpur, Uttar Pradesh","Not So much pressure. job is secure.","very much difficult to find out active advisors ."
"5.0","12 Jan 2024","All good atmospere","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83293958.htm","Financial services consultant (fsc)","Current employee, more than 1 year","Best product as well great work in this company","I am expecting more salary now","Show more","","",""
"5.0","5 Jan 2024","Good organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83067739.htm","Unit manager","Former employee, less than 1 year","Very good organisation in industry","Opened some branches in other districts","Show more","","",""
"5.0","16 Jan 2024","Good work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83435163.htm","Bussiness development executive","Former employee","Income +incentive life balance and grwoth","Very challenging work and adviser recruiting","Show more","Gorakhpur, Uttar Pradesh","",""
"1.0","5 Jan 2024","Worst company to ever work.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83088528.htm","Relationship manager","Former employee, less than 1 year","Salary is always on time.","Worst managers. Worst team. No helping hands. No trainer for new joinie. Worst work life. Worst HR no support from them at all. Always force ypu to resign. Plays with mental health. Abuses employee every day. No one should join this company.","Show more","Pune","",""
"4.0","5 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83095951.htm","Business development manager/business unit manager","Current employee, more than 1 year","Its a super reputed company","High target, have managerial problems","Show more","Kalpetta","",""
"4.0","19 Jan 2024","Unit manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83520873.htm","Anonymous employee","Former employee","","","","","Hr policies are very good","Work pressure mainly in agency channel"
"5.0","9 Jan 2024","Good organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83177120.htm","Anonymous employee","Current employee, more than 3 years","","","","Ahmedabad","Excellent working environment and endless support from seniors","I didn't face any issue regarding cooperation and work environment"
"5.0","2 Jan 2024","Very good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82968469.htm","Unit manager","Current employee, less than 1 year","The company has very good product","They give very pressure and do not care about goal sheet","Show more","Balasore","",""
"4.0","6 Jan 2024","Worked as Sales Manager for 2+ years.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83114703.htm","Sales manager","Current employee, more than 1 year","","","","Pune","Best Co. in the field of Life Insurance.","Need to prioritise work life balance."
"5.0","6 Jan 2024","Good career opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83114942.htm","Anonymous employee","Former employee, more than 1 year","Good work place for your smooth journey","Time management is the main concern hear","Show more","North Tripura","",""
"5.0","11 Jan 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83290454.htm","Senior financial service manager","Current employee, more than 1 year","","","","Thrissur","Great support from managers and good job atmosphere too","Nothing to say about cons"
"5.0","2 Jan 2024","All good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82965221.htm","Agency manager","Current employee, more than 1 year","Great experience while working in ICICI PRUDENTIAL,learn lot of things","No cons for me .","Show more","Vāshi","",""
"4.0","18 Jan 2024","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83478031.htm","Senior financial services manager","Current employee, more than 3 years","","","","","Good environment overall great working experience","Nothing as such to mention"
"5.0","8 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83173494.htm","Unit manager","Current employee, less than 1 year","Best company in private sector","No cons for this company","Show more","","",""
"5.0","9 Jan 2024","Best Company to work in","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83214749.htm","Anonymous employee","Current employee, more than 3 years","Great Work standards
Good R n R","Nothing to say
Everything at Par","Show more","","",""
"2.0","18 Jan 2024","Unit Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83511274.htm","Unit manager","Former employee","","","","Bengaluru","Nothing much to add here","Targets are difficult to achieve"
"4.0","10 Jan 2024","Best company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83241705.htm","Regional sales manager","Current employee, more than 1 year","Nice culutre people friendly coaching mentoring","No not at all HR is concern","Show more","Mumbai","",""
"3.0","16 Jan 2024","lOW PACAKAGE","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83397719.htm","Unit manager","Current employee, more than 1 year","","","","Surat","Incentive structure is very attractive","Slow growth and low fixed package"
"4.0","31 Dec 2023","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82941262.htm","Chief manager ii","Current employee, more than 3 years","Flexible timings, promotion, learning, good culture","Facility for drop off required","Show more","Mālād","",""
"4.0","31 Dec 2023","Everything is alright","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82942429.htm","As a unit manager","Current employee, less than 1 year","Good for working culture in office.","Nothing else and not to do everything","Show more","","",""
"5.0","1 Jan 2024","Ipru is best company in insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82949565.htm","Development manager","Current employee, less than 1 year","","","","Bharatpur, Rajasthan","Ipru is the best company of life insurance","Nothing downside of ICICI PRUDENTIAL life insurance"
"2.0","7 Oct 2023","Sales Management Is good but HR departments are very bad","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW80744576.htm","Sales manager","Current employee, more than 3 years","Upper Management Supporting and developing team for growth","HR departments not doing them work. From hiring to onboarding they are not taking follow up and when I try follow up them they not reposnse my call on my joining date. And when I try to exist for better growth they not accept my resignation and pressure me for continue in job nighter they terminate me. And end of the day they did it.","Show more","Ahmedabad","",""
"5.0","12 Jan 2024","Good caompany","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83294382.htm","Business trainee","Current employee, less than 1 year","","","","Jaipur, Rajasthan","Reputation and value of the company","It is the good company"
"5.0","10 Jan 2024","Great job","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83234071.htm","Financial sales consultant (fsc)","Current employee","","","","Pune","Great learning opportunity to learn","It’s better Insurance company of India"
"4.0","9 Jan 2024","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83213507.htm","State head","Current employee, more than 5 years","","","","","Environment support flexibility knowledge center","Nothing as such to comment"
"5.0","3 Jan 2024","GOOD EXPERIENCE","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83002210.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","Good experience with my manager and good work culture","I have nothing to say","Show more","Rājkot, Gujarat","",""
"3.0","3 Jan 2024","Too","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83027939.htm","Senior financial services manager","Current employee, more than 3 years","Working culture is good 
Digital Infra","Maximum pressure to low level employees","Show more","Mumbai","",""
"5.0","3 Jan 2024","good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83029006.htm","Business trainee","Current employee, less than 1 year","","","","Ahmedabad","good working culture and supportive environment","need some more interaction from HR team"
"4.0","9 Jan 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83178714.htm","Business trainee","Current employee, less than 1 year","","","","","Great for some looking for stability and growth.","Can improve in the management"
"5.0","10 Dec 2023","One of the best Corporate","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82486757.htm","Relationship manager","Former employee, more than 1 year","Good employee benifits and other benefits","Getting a good manager is your luck","Show more","","",""
"4.0","21 Dec 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82790464.htm","Front line manager  vintage level 3","Current employee, more than 1 year","Brand name of the company","Not something special t ha I will say","Show more","Jammu, Jammu and Kashmir","",""
"4.0","6 Dec 2023","Good working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82375671.htm","Financial services consultant","Current employee, more than 1 year","Good environment and so much motivation and supportive manager","Few downside phase come every insurance sector but that is positive changes of my opinion","Show more","Sultānpur, Uttar Pradesh","",""
"5.0","19 Dec 2023","Better experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82711337.htm","Fsm","Current employee, more than 1 year","Feel proud because because I am good work please","Nothing no reason for my side","Show more","Faizābād, Uttar Pradesh","",""
"3.0","2 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82962345.htm","Financial sales consultant (fsc)","Current employee, more than 1 year","This is the best company","Holidays very less .but comapny is very very good..","Show more","Hyderābād","",""
"5.0","19 Oct 2023","Anyone looking for a career in IPru Life, then you can join this career Journey. You will enjoy it.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW81081442.htm","Business trainee","Current employee, more than 1 year","1. Healthy Working Culture 2. Employee Policy 3. HR Support 4. Continuously Training and grooming sessions through the Saksham app. 5. Medical facilities for Self and Family","1. In Banka Assurance channels dependency for business on third parties is very high. 2. Slow Reimbursement system. Need to improve.","Show more","Pune","",""
"5.0","3 Jan 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83008218.htm","Agency development manager","Current employee, more than 1 year","","","","Bhīlwāra","The company policy for employees is very good.","The Company given the relocation."
"5.0","20 Nov 2023","ALL GOOD","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW81952258.htm","Operation executive","Current employee, more than 3 years","Great Environment to Work
ICICI Prudential provides Resounding Learning Platform when we come as a fresher.","As per my experience No particular downside, i have Enjoyed my Tenure of Working with ICICI PRU.","Show more","Una, Himachal Pradesh","",""
"4.0","30 Nov 2023","It was great experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82232874.htm","Financial sales consultant (fsc)","Current employee, less than 1 year","The atmosphere is very good, amazing employees","Some time feel very demotivated","Show more","","",""
"5.0","2 Jan 2024","Job resignation","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82963835.htm","Anonymous employee","Current employee, less than 1 year","","","","Mumbai","Work culture is the best in ICICI prudential","Not having any such downsides"
"5.0","1 Dec 2023","work performance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82258392.htm","Unit manager","Current employee, more than 1 year","i was learn so many things in our Organizacion and i got a lot of knowledge in our products and our co employees also co-operate good to me","no down word things in our Organizacion","Show more","Ongole","",""
"2.0","31 Dec 2023","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82946998.htm","Financial services consultant (fsc)","Current employee, less than 1 year","Will get opportunity to get the knowledge of two organizations","Will get heath issues, pressure","Show more","Hyderābād","",""
"4.0","3 Dec 2023","It is a good organisation .","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82280100.htm","Fsc","Current employee, less than 1 year","This company is very good for improve carrier.","As a fresher l felt pressure at here .","Show more","Bhadrakh","",""
"5.0","2 Jan 2024","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82966765.htm","Financial services consultant","Current employee, more than 1 year","Great place to work. I love it","Good company,
Good maneger,
Good team","Show more","Bhīmavaram","",""
"5.0","3 Jan 2024","very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82993226.htm","Unit manager","Current employee, less than 1 year","","","","","claim settlement ratio is good","no comment in this metter"
"5.0","3 Jan 2024","Good management","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82993391.htm","Financial services consultant","Current employee, less than 1 year","Good management
Good staff
Good culture","Do better service
Do maintenance","Show more","Banjara Hills","",""
"3.0","8 Jan 2024","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83138281.htm","Manager","Current employee","","","","Mumbai","Better good amazing best dull","Best good amazing better full"
"5.0","3 Oct 2023","I have good working experience with ICICI prudential life insurance.","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW80615580.htm","Financial services consultant","Current employee, less than 1 year","ICICI prudential life insurance is one of india's leading life insurance companies, Known for it's financial stability and a strong presence in the industry.","Depending on the position, employees may need to work irregular hours, including evenings and weekends, too accommodate customer needs and Sales efforts.","Show more","Gurgaon, Haryana","",""
"5.0","30 Nov 2023","Sharing an experience work with ICICI Prudential Life Insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82208463.htm","Asso. financial services mgr.","Current employee, less than 1 year","","","","Alwar","I had a great work experience here with lots of learning, I got supportive seniors who guided me very well.","slow career growth. less learning new things."
"5.0","14 Dec 2023","It was a good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82592219.htm","Unit manager","Current employee, less than 1 year","Very good staff good experience","No negative downside about ICICI prudential Life insurance","Show more","","",""
"4.0","29 Dec 2023","Great work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82924419.htm","Business trainee","Current employee","","","","","Flexible to work at ICICI","lots of travelling to achieve the target"
"5.0","5 Dec 2023","Good Company with Worst Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82333831.htm","Premier relationship manager","Current employee, more than 1 year","The company is a brand with good management staff
Salary is good for Initial Level","Some Branches have a worst environment for working
Some managers are not good","Show more","Pune","",""
"1.0","28 Jan 2024","Work life is pathetic. They would ask stay for 13 nd sometime 14hrs","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW83800862.htm","Finance manager","Current employee, less than 1 year","","","","Mumbai","Salary gets credited on time","Overtime with same salary and traveling on field"
"5.0","1 Dec 2023","It was a pleasant experience","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Prudential-Life-Insurance-RVW82236383.htm","Unit manager","Current employee, more than 1 year","The dedicated efforts of ICICI Prudential for the overall development of its employees is really appreciable.","Inadequate work-life balance is a problem.","Show more","Hoshiarpur","",""
