"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","26 Mar 2020","Best company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW32499013.htm","Qa executive","Former employee, more than 1 year","Indrad","Best for work and growth.","Love the place. The way they maintained is so good. Highly professional and highly recommended."
"5.0","6 Oct 2020","Employee friendly company with very slow and detailed work process","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36770753.htm","Scientist ii","Former employee, more than 3 years","Gāndhīnagar, Gujarat","Good work culture and employee benefits","Very slow and detailed work process"
"4.0","30 Nov 2020","Great company to work in with employee friendly policies","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW38865645.htm","Software developer","Current employee, more than 10 years","Ahmedabad","",""
"3.0","8 Jun 2016","good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW10854550.htm","Assistant manager","Current employee","Ahmedabad","",""
"4.0","30 Jul 2021","Transparency","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW50506885.htm","Manager, quality assurance","Current employee","Gangtok","Integrity , Passion of excellence , Participating Decision making , Transparency , Fairness with care","Excellent company with great HR policies"
"3.0","12 Jan 2013","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW2274712.htm","Senior sales excituve","Current employee, more than 1 year","New Delhi","",""
"3.0","25 Jan 2015","good environment and good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW5772789.htm","Anonymous employee","Former employee","","",""
"4.0","13 Jun 2015","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW6895013.htm","Purchase executive","Current employee, more than 1 year","","",""
"4.0","15 Nov 2015","I was working for three years","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW8646740.htm","Anonymous employee","Former employee","","very nice company to work good package and annual increment","nothing negative only marati dominated"
"4.0","27 Jun 2016","Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW11056884.htm","Assistant manager","Former employee, more than 10 years","Ahmedabad","",""
"4.0","17 Jul 2018","Great Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW21525486.htm","Anonymous employee","Former employee, less than 1 year","Chhatrāl","",""
"4.0","18 Aug 2019","Project Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28700710.htm","Anonymous employee","Current employee, more than 5 years","","Good exposure to all markets and dosage forms","Majority  of the operation is in Oral solid dosage form"
"5.0","29 Nov 2019","Research and Development in Pharmaceutical Field","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW30623756.htm","In corporate quality assurance","Current employee, more than 8 years","Ahmedabad","Great working culture in the organziation","Not many really. It is a systemized organization"
"3.0","25 Apr 2019","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW25837031.htm","Product development","Former employee, more than 5 years","Ahmedabad","Good learning opportunities, exposure,good office","Not very good culture, no work life balance, politics at work,lack of leadership"
"4.0","11 Nov 2020","Decent Company with good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW38225256.htm","Anonymous employee","Former employee","","Good compensation, Great policies for women employees, Good staff","Some processes are very stringent"
"3.0","24 May 2021","Good company but with slight adjustment","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW47360342.htm","Scientist ii","Former employee, more than 3 years","Ahmedabad","",""
"5.0","28 Dec 2019","Scientist II","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW31038221.htm","Scientist packaging","Former employee, more than 3 years","Gāndhīnagar, Gujarat","Will be ablento manage good family life","Personal growth is very slow due to hierarchy system."
"5.0","17 Sept 2020","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36056930.htm","Executive","Current employee, more than 1 year","Gāndhīnagar, Gujarat","Best place to work,nice environment,supporting teammates","No cons no cons no cons no cons"
"5.0","17 Dec 2020","Great organization for long tenure employees","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW39578964.htm","Senior finance manager","Current employee","Ahmedabad","",""
"4.0","26 Feb 2021","Good Corporate Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW43177554.htm","Assistant manager","Current employee, more than 1 year","Bharūch","Good corporate culture with very supportive working environment","Don't pay good salary as per your profile."
"3.0","11 Mar 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW43843975.htm","Anonymous employee","Current employee, more than 3 years","Dahej","Good, excellent,work life balance, Extra curriculum activities, Employee friendly","Overall no cons, living cost high comparison to pay off."
"3.0","25 May 2021","A great start for fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW47431693.htm","Qc analyst","Current employee","Baddi","",""
"4.0","3 Jan 2022","A company with good culture!","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW57369164.htm","Manager supply chain","Current employee","Dahej","Good learning opportunity to understand robust systems","minimum grades among bottom to top hirarchy"
"5.0","1 Jan 2022","Best job ever","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW57292363.htm","Trainee scientist","Former employee, less than 1 year","","",""
"3.0","27 Nov 2017","Attendant","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW18076422.htm","Attendant","Current employee, more than 5 years","Baddi","",""
"4.0","19 Jul 2019","Good comapny","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28131558.htm","Anonymous employee","Current employee","Ahmedabad","Employee frendly company with lot of benifits","Slow culture and need to adopt with new changes"
"3.0","5 Nov 2019","Good but slow","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW30219753.htm","Anonymous employee","Current employee","","",""
"5.0","2 Aug 2020","Good to start career with it","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW34565438.htm","Executive trainee","Current employee","","Good work ethical culture and disciplined","Yet to experience with that"
"3.0","11 Sept 2020","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW35870342.htm","General manager","Former employee, more than 5 years","","",""
"5.0","25 Aug 2020","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW35270138.htm","Executive assistant","Former employee, more than 3 years","Āgra, Uttar Pradesh","",""
"5.0","9 Dec 2020","Regarding work culture and exposer","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW39266869.htm","Executive","Former employee, more than 3 years","Ahmedabad","Good work life balance among other pharma","Less scope for higher designation"
"5.0","23 Dec 2020","Best company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW39753507.htm","Manager-hr","Current employee","Calcutta","",""
"3.0","20 Jan 2021","Assistant manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW41065975.htm","Assistant manager","Current employee","Ahmedabad","good company, culture, dress code, timing, safety","poor increment, no work related to the brand, limited growth"
"5.0","28 Jan 2021","management","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW41599854.htm","Qa officer","Current employee","Bharūch","",""
"3.0","21 May 2021","Average","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW47297709.htm","Scientist ii","Current employee, more than 3 years","Gāndhīnagar, Gujarat","",""
"4.0","7 Dec 2021","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW56341365.htm","Assistant manager","Current employee, more than 1 year","Ahmedabad","Good work life balance. Job security","professional and personal growth hampered due to politics"
"4.0","10 Jul 2017","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW15828501.htm","Project engineer","Current employee, more than 1 year","Ahmedabad","",""
"5.0","12 Jun 2018","MR","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW21016583.htm","Anonymous employee","Former employee, more than 3 years","Surat","because of sir i wan to work in mnc company","nothing to any downside reason"
"4.0","5 Apr 2019","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW25532981.htm","Anonymous employee","Current employee","","",""
"5.0","10 Feb 2019","Quality Assurance","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW24627348.htm","Quality assurance","Current employee, more than 10 years","Dahej","",""
"5.0","17 Nov 2019","Good experience in torrent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW30417869.htm","Qc executive","Former employee, more than 1 year","Ahmedabad","Superb Team unity in torrent pharma","Good  experience In torrent pharma"
"4.0","21 Jun 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW48637727.htm","Medical representative","Current employee","Aurangābād, Maharashtra","",""
"3.0","17 Nov 2014","Work culture is good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW5392424.htm","Senior accountant","Current employee, more than 1 year","Ahmedabad","",""
"3.0","17 Aug 2015","Friendly ... increment is not that good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW7610791.htm","Executive","Former employee, less than 1 year","Ahmedabad","work in friendly a environment.","increments are not that good"
"4.0","29 Jan 2018","Good company for fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW18962605.htm","Anonymous employee","Current employee, less than 1 year","","Good balance life, Good working enviornment","salary is less compared to others"
"5.0","27 Jul 2018","Employee friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW21677724.htm","Assistant manager","Current employee, more than 1 year","Gāndhīnagar, Gujarat","",""
"5.0","28 Nov 2018","Nice workplace","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW23598812.htm","Administrative assistant","Current employee, more than 3 years","","Good stuff & work culture","Good for all fresher. Learn lots of things"
"4.0","7 Jun 2019","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW26533480.htm","Manager","Current employee, more than 8 years","Ahmedabad","Great learning experience very good for female","Nothing as such.. All well"
"4.0","21 Aug 2019","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28752305.htm","Medical sales representative","Former employee, less than 1 year","Pune","",""
"4.0","20 Sept 2019","Software engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW29361563.htm","Anonymous employee","Former employee, more than 3 years","Ahmedabad","Company is good with work life balanced.","But not pays upto the market standards."
"3.0","7 Oct 2019","Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW29654007.htm","Executive in instrumentation","Current employee, more than 3 years","Indrad","",""
"4.0","29 Sept 2019","A good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW29512583.htm","Anonymous employee","Former employee, less than 1 year","Ahmedabad","Amazing facilities and good people.","Work is a little slow sometimes."
"5.0","8 Oct 2020","Good comapny","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36916194.htm","Formulation scientist","Former intern, less than 1 year","Ahmedabad","professional, best work-life balance, hard-working team","Sometimes too much work, dependent on seniors"
"2.0","26 Jun 2021","Partiality in employees by management","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW48937335.htm","Quality assurance","Current employee, more than 8 years","Gāndhīnagar, Gujarat","Good quality culture...Near to my home town ...","Policy are not good......poor management....."
"3.0","12 Jun 2012","Good Place to work.","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW1590206.htm","Human resources","Current employee","Ahmedabad","Association with Brand, Good working culture","Career progression seems to be slow"
"4.0","22 Oct 2012","its good working with torrent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW2072316.htm","Sales","Current employee, more than 3 years","New Delhi","good envirment to work here","not financial appriciation growth here"
"5.0","12 Oct 2016","Very Good Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW12276976.htm","Executive","Former employee, more than 1 year","","Work Culture is very good.","pay scale is very less."
"5.0","27 Aug 2019","Wonderful","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28865321.htm","Anonymous employee","Current employee","","Good environment better opportunity hike in post","I dont know about very well"
"3.0","7 Feb 2020","Executive Maintenance Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW31749556.htm","Executive engineer","Current employee, more than 1 year","Bharūch","",""
"2.0","16 Sept 2020","good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36054942.htm","Executive","Former employee","","good work culture, work life balance maintained","Management not good at all, Less salary"
"3.0","27 Mar 2021","sales manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW44658002.htm","Associate consultant","Former employee","Indore","great company with leadrship brands","salary need to much better than the industry peers"
"5.0","11 Jun 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW48229107.htm","Graduate apprentice trainee (gat)","Former employee, more than 1 year","Dahej","Good company, clean and organized","Does not confirm after the GAT period"
"4.0","14 Jul 2021","Good job for local one's","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW49746933.htm","Anonymous employee","Current employee, less than 1 year","Dahej","Stability , no work pressure","Traveling time and shifts time"
"5.0","11 Sept 2021","Positive","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW52399706.htm","Supply chain planner","Current employee","Ahmedabad","",""
"4.0","12 Oct 2021","Good work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW53855317.htm","Research scientist","Current employee","Ahmedabad","Supportive staff and work flexibility","No bonuses are given . Less increment."
"5.0","29 Dec 2021","Administration officer","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW57191652.htm","Administration officer","Current employee, more than 3 years","Ahmedabad","Good working environment and job security","Strict Timings to be in office."
"2.0","28 Nov 2017","Not good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW18098027.htm","Graduate engineering trainee get","Former employee, more than 1 year","Ahmedabad","",""
"2.0","20 Nov 2019","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW30495527.htm","Anonymous employee","Former employee","","Good plants and other assets, elaborate system","False committments by HR, tough working environment, politics"
"4.0","12 Jan 2021","Overall job experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW40539887.htm","Executive","Former employee, more than 3 years","Ahmedabad","",""
"3.0","6 Mar 2021","Great learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW43568453.htm","Regulatory affairs specialist","Current employee","Ahmedabad","Nice exposure, work friendly, good cupture","Low salary, low promotion, lack of training"
"5.0","10 Mar 2021","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW43811407.htm","Graduate engineer trainee","Former employee, less than 1 year","Dahej","It has a good and supportive culture","No cons as such found"
"5.0","20 Aug 2021","Survey","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW51413283.htm","General manager","Current employee","Ahmedabad","Well positioned in pharma industry","slow diversification in biologicals and complex generics"
"3.0","25 Dec 2021","Very good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW57081255.htm","Manufacturing production executive","Current employee","Ahmedabad","Best working culture and stability.","Salary is comparatively low and nothing else."
"5.0","30 Dec 2017","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW18524521.htm","Anonymous employee","Current employee","","Employee oriented ......good company to work","Salary .....need to improve structures"
"2.0","24 Jul 2018","Marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW21634036.htm","Anonymous employee","Former employee","","",""
"4.0","22 Oct 2018","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW23060577.htm","Intern - monthly","Former intern, less than 1 year","Ahmedabad","Good and healthy work environment","Interns do not get bus facility"
"3.0","22 Aug 2019","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28796639.htm","Anonymous employee","Current employee","","It pleasure to work with torrent","Politics are measure concern to work here"
"4.0","14 Oct 2019","Great environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW29799915.htm","Medical sales representative","Current employee, more than 5 years","Udaipur, Rajasthan","Equal value of each individual","Kindly enhance opportunity for older people."
"5.0","16 Sept 2020","No","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36042483.htm","Purchasing specialist","Former employee, more than 1 year","Ahmedabad","",""
"5.0","5 Oct 2020","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW36758875.htm","Qms manager","Current employee, more than 5 years","Kalol","",""
"4.0","26 Oct 2020","Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW37610101.htm","Executive","Current employee, more than 1 year","Ahmedabad","Good company culture and absolutely life balance.","Should not have Dress code."
"1.0","17 Jan 2021","Pathetic company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW40867138.htm","Executive","Current employee","Ahmedabad","",""
"3.0","5 May 2021","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW46543446.htm","Regulatory affairs","Current employee","Gāndhīnagar, Gujarat","Good for freshers to learn new things","Nothing to say cons for Freshers"
"3.0","29 Dec 2021","Good learning for trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW57222492.htm","Good work culture","Current employee, more than 1 year","Gāndhīnagar, Gujarat","Food and culture was good.","Very less salary for trainee"
"3.0","19 Nov 2015","Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW8690243.htm","Assistant manager","Former employee, more than 3 years","Mumbai","Small teams, easy to coordinate","Very traditional and risk averse management"
"4.0","24 Jul 2016","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW11336860.htm","Anonymous employee","Former employee","","",""
"4.0","19 May 2018","Medical representative","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW20663264.htm","Anonymous employee","Former employee, more than 3 years","Ahmedabad","Good company. Good work culture","Getting dealy approval from manager"
"3.0","7 Dec 2020","None","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW39203870.htm","Executive","Former employee, less than 1 year","","",""
"4.0","25 Jan 2021","Learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW41361823.htm","Scientist ii","Current employee","Ahmedabad","For learning this is best company","Salery growth is slow in"
"5.0","12 Feb 2021","Devey","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW42429775.htm","Research scientist","Former employee, more than 3 years","Ahmedabad","Good, environment, food, buses, dress","Time, no, no, no, no"
"5.0","12 Jul 2021","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW49676657.htm","Anonymous employee","Former employee","","Best, best,best, best,best, best, best","No cons, no, no, no"
"5.0","5 Sept 2021","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW52129951.htm","Internship","Current intern, less than 1 year","","over all good for internship","timing was not good enough"
"3.0","21 Oct 2021","stockist","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW54282848.htm","Stockist","Former temporary employee, less than 1 year","Gurgaon, Haryana","good company all businees is good","companys culture is little bit strict"
"2.0","25 May 2015","Salary vs work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW6693957.htm","Anonymous employee","Current employee","","Owner thinking for revolutionary change","salary difference at every level"
"4.0","19 Jan 2021","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW40993938.htm","Anonymous employee","Current employee","","More Perks, Policies and stability","Less Salary hike, more strict"
"3.0","21 Sept 2021","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW52847378.htm","Assistant manager","Current employee, more than 1 year","Morādābād","Employees friendly company as of now","Not applicable as of now"
"3.0","4 Dec 2017","average","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW18183022.htm","Anonymous employee","Former employee","","work life balance is good","no challenging work, no benifits"
"1.0","28 Jul 2019","Worst company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW28286244.htm","Anonymous employee","Current employee","","",""
"2.0","27 Sept 2021","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW53138443.htm","Anonymous employee","Former employee, less than 1 year","","Good for learning for fresher","The working hours can be"
"1.0","30 Oct 2021","Awesome company 👌 but there is partiality","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW54705920.htm","Executive","Current employee, more than 1 year","Dahej","",""
"1.0","26 Oct 2021",".","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW54503584.htm","Pharmacist","Former employee","Bhopal","",""
"1.0","14 Feb 2020","Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW31877728.htm","Executive","Current employee","Ahmedabad","Job security. No other pros","Everything rest that you possibly can think of comes under cons ... everything!!!!"
"1.0","22 Aug 2021","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW51460298.htm","Anonymous intern","Current intern","","It is a good company for freshers","Workload is there still a good experience"
"3.0","19 Aug 2024","Indian company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW90218819.htm","Medrep","Former employee, more than 5 years","Manila, Manila","Big incentives, the management is flexible","Low annual incease, low salary offer, toxic management"
"1.0","12 Aug 2024","Go elsewhere","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW90010076.htm","Analyst","Current employee","Basking Ridge, NJ","",""
"5.0","20 Apr 2024","TPL Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW86504942.htm","Intern","Former intern","","good working environment, with great team and beautiful location","no downsides that i experienced during my short tenure as an intern."
"3.0","22 Feb 2024","Experience with Torrent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW84643704.htm","Finance","Former employee, more than 5 years","Basking Ridge, NJ","Good exposure to different responsibilities, quiet office, moderate pace.","Work in office daily, salaries below market value, small staff may result in an unpleasant work load."
"1.0","29 Mar 2024","Run faster","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW85818991.htm","Lab technician","Former employee, less than 1 year","Elizabeth, NJ","Some nice coworkers and ...nothing else","Run faster and don't look back"
"4.0","26 Apr 2023","Very considerate company","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW75861282.htm","Medical representative","Former employee","","",""
"1.0","7 Jan 2024","Horrible","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW83122311.htm","Customer service representative (csr)","Current employee, less than 1 year","Basking Ridge, NJ","",""
"3.0","11 Sept 2023","No Advancements","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW79958470.htm","Manufacturing technician","Former employee, more than 1 year","Levittown, PA","",""
"5.0","7 Sept 2023","Best Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW79865630.htm","Project manager","Current employee, more than 1 year","São Paulo, São Paulo","very diverse and friendly work space","there is no down side of working at torrent"
"4.0","14 May 2023","Nice place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW76423337.htm","Anonymous employee","Former employee, more than 8 years","","Nice place to work and settle.","Nothing are cons to work there."
"2.0","9 Feb 2023","Disappointed","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW73481890.htm","Manufacturing associate","Former employee, less than 1 year","Levittown, PA","",""
"5.0","22 Dec 2022","Working at Torrent Pharmaceuticals Ltd.","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW72072752.htm","Administration","Former employee","","",""
"1.0","14 Feb 2023","Stay Away","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW73624468.htm","Contractor","Former contractor","","There are no pros to this company","I would not work in this environment"
"3.0","8 Nov 2022","Good place for career start","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW70898541.htm","Procurement engineer","Former employee","","A lot of opportunities to learn","Not a lot of support for career advancement"
"1.0","7 Apr 2022","DO NOT WORK HERE","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW62451586.htm","Staff accountant","Former employee, more than 3 years","Basking Ridge, NJ","",""
"5.0","11 Oct 2022","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW70012872.htm","Indirect procurement","Former employee","","Absolute well organized discipline culture and atmosphere. Great learning opprrunities.","Minimize travel time to plant location."
"2.0","13 Jul 2022","Disappointment","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW66643277.htm","Manager","Former employee, more than 1 year","","",""
"3.0","11 Jul 2022","Torrent review","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW66552558.htm","Quality control","Former employee","","",""
"1.0","27 May 2022","Worst Company I Should Have Never Worked For","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW64776916.htm","Qc chemist","Former employee, less than 1 year","Levittown, PA","",""
"1.0","18 Sept 2022","Don't go there!","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW69187117.htm","Contract","Former employee","","",""
"2.0","11 May 2022","Not somewhere to grow if you are not Indian","https://www.glassdoor.co.in/Reviews/Employee-Review-Torrent-Pharmaceuticals-RVW63976112.htm","Supply chain manager","Former employee, more than 1 year","Crawley, West Sussex, South East England, England","",""
