"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","20 Jan 2023","nil","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72828611.htm","Sr engineering officer","Current employee","Cochin","Job security, high initial pay, medical facilities","high job pressure, no work life balance, frequent transfers","","",""
"3.0","17 Jan 2023","Apprenticeship in iocl","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72702274.htm","Apprenticeship","Former intern, more than 1 year","Mathura, Uttar Pradesh","You learn some practical things","It is a apprenticeship not,after 1 year you leave iocl","","",""
"5.0","24 Jan 2023","Satisfactory","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72926273.htm","Assistant manager","Current employee","","Good environment, however tedious at times.","Growth in salary is time bound.","","",""
"4.0","10 Dec 2022","Oil and gas","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW71755858.htm","Technical apprenticeship","Former intern, less than 1 year","Mumbai","","","Good industry to work for fresher as well as experience candidate","safety is most important part of the industry such like oil and gas","Show more"
"5.0","23 Jan 2023","Great!","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72917492.htm","Software engineer","Current employee","Mumbai","Amazing work life balance !","In my opinion no cons","","",""
"5.0","15 Nov 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW71099748.htm","Operations officer","Current employee, less than 1 year","","","","Exposure to lot of technical things","We have a lot other works to look that we don't give importance to actual technical development","Show more"
"4.0","9 Jan 2023","Good Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72445664.htm","Trade apprenticeship accountant","Former contractor","","","","Great Work Culture Employees Centric HR Policy Best Pay Scale","Bureaucratic mindset towards office work","Show more"
"5.0","9 Jan 2023","Trainnee","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72459837.htm","Anonymous intern","Former intern, less than 1 year","","","","Good working culture Good behaviour","Nothing to write except smell","Show more"
"2.0","7 Sept 2022","Compensation, Work Culture, Work Life Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW68798040.htm","Senior materials officer","Former employee, more than 3 years","Chennai","","","1. Freshers will get good compensation","1. Work culture is not so good 
i. Asking for leave will be like climbing mount, Everest.
ii. Gender Bias for women which demotivates Male Employees
iii. Redundant people who do nothing and get along the hierarchy with time.
2. PSU is not a 9-5 job, you might get calls at midnight also and you might have to work for long hours even then you will not be recognized.","Show more"
"4.0","9 Jan 2023","Employee Friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72435973.htm","General manager","Current employee","","","","Large organisation with big market presence","HR not too employee friendly","Show more"
"3.0","13 Jan 2023","normal","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72611078.htm","Financial analyst","Current temporary employee","Mumbai","good country good people and enviroment","the salary could be more than it","","",""
"5.0","26 Dec 2022","Very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72119447.htm","Technician apprentice","Former employee, more than 1 year","Nāgpur, Maharashtra","Over all good in providing services to employees","Located at very congusted area","","",""
"5.0","3 Jan 2023","Good pay","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72276815.htm","Manager","Current employee, more than 8 years","New Delhi","job security, social recongistion, hike at joining","you will be transferred every 4-5 years","","",""
"4.0","10 Jan 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72473953.htm","Civil engineer","Former employee","","Nice pay and perks to all.","no con of company as such.","","",""
"4.0","9 Jan 2023","manager teshnical","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72437539.htm","Manager","Current employee, more than 10 years","","","","work culture, salary and benefits","indecision , refinery shutdowns, transfers","Show more"
"5.0","28 Dec 2022","Learning opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Indian-Oil-RVW72164678.htm","Apprentice","Former contractor, less than 1 year","Durgapur, West Bengal","Administration is excellent. Many more to learn if you interested.","food is not so good","","",""
