"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","6 Jul 2018","TRADE FINANCE OPERATIONS OFFICER","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW21355847.htm","Anonymous employee","Current employee","","It teaches work to the freshers as well as experienced in a way like dropping a person into well and to learn how to swim...Its hard to learn but bottom line its the only way to learn quick. It teaches discipline, punctuality, etiquette etc...!","Organisational hierarchy is not actually in an organised structure......For example the super boss doesn't know what difficulty facing by an end user which is employee of specific team.","Show more","",""
"4.0","5 Sept 2018","Regional Collection Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW22327119.htm","Regional collection manager","Current employee, more than 3 years","New Delhi","Good bank to work till Retirement those want to work long, i did work in four bank  my best experience to work in ICICI. Very good & strong HR policies, specially for girl .  Job security..","salary low, hike in salary low actually its in your boss hand.  for promotion  require atleast 4 yrs.","Show more","",""
"1.0","20 Oct 2018","Branch Managers","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW23044210.htm","Branch manager","Former employee, more than 5 years","Bhopal","Bank is good to learn new things.HR Policies are strong at icici bank.
Bank has a process to solve for all the query for customer as well as employee. 
In short I have spent more than 4.5 yrs with a highly Tech friendly bank.","Worst place to work if you are not good in sales. Senior management always talk about sales.
Your personal life would go to hell as you will have to attend con call till 8:30 pm.
Your RM ZM will talk you like labour.
Leave self respect before joining the bank.","Show more","",""
"3.0","31 May 2015","RM elite trade relationship group","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW6753883.htm","Anonymous employee","Current employee, more than 5 years","","1.Good learning 
2.exposure to different Forex products
3.proper hand holding for new joiners ample training sessions","1.lengthy working hours
2.no parity in compensation ,some earning 12 lacs per annum and some one earning 4 lacs per annum.
3.taking leaves is difficult","Show more","",""
"2.0","7 Jul 2015","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW7136452.htm","Manager","Former intern, more than 3 years","Mumbai","Largest trading floor for fixed income and currencies among any Indian bank. Also promotions are merit based and not political in nature.","The old guard is yet in control who don't think out of the box and can't be creative in handling teams and building consensus. No global vision at all.","Show more","",""
"5.0","2 Apr 2016","RELATIONSHIP MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW10133644.htm","Relationship manager","Former employee, more than 1 year","Hyderābād","I Completed my graduation from jawaharlal nehru technical university in hyderabad in stream of ELECTRONICS AND COMMUNICATION ENGINEERING WITH THE PERCENTAGE OF 78% .i.e first class with distinction.and i'm very intrested in banking field.","I have learnt so many skills in banking and i came to know the various products  and terrm of the bank. and  I'm very confident about my work  that it gave me like nice experience.","Show more","",""
"5.0","30 May 2017","A good bank to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW15256047.htm","Cmog","Current employee, less than 1 year","Ahmedabad","Best HR policy among all other banks, even it is the top leading bank in Private Sector, Leave Benefits are good enough. If you wish to work in banking sector, work with ICICI bank. I am describing only for ICICI as a whole not for any specific department","Pressure Will be there, but its common in private sector banking.","Show more","",""
"5.0","5 Sept 2017","Retail Infrastructure Head","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW16669136.htm","Retail infra head","Current employee, more than 8 years","Jaipur, Rajasthan","An excellent organisation to work at. It is very dynamic and provides opportunities to grow and learn. It tests your capability to stretch , cooperate and collaborate. Managing change is the keyword. One learns to be strategically agile.","Not an organisation for those who resist change. Anyone who is looking for a steady and cushy job better not apply for this organisation. We prefer people with lot of passion for work.","Show more","",""
"5.0","26 Nov 2017","Wonderful Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW18064979.htm","Area debt manager","Former employee, more than 5 years","Bhubaneshwar","Employees are treated with respect, groomed for bigger roles and entrusted with big things.
Lateral movement allowed within organisation, thus advantage of learning the entire business spectrum is given.
Responsible hierarchy which has been trained in listening & resolving concerns in the team.
Effective employee grievance addressing mechanism which strengthens belief of an employee in system.","Almost nothing. The bank is one of the best employers in financial industry.","Show more","",""
"1.0","6 Feb 2018","'Worst Ever Employer""","https://www.glassdoor.co.in/Reviews/Employee-Review-ICICI-Bank-RVW19098641.htm","Anonymous employee","Former employee, more than 3 years","Mumbai","Unlimited Sick Leave - Paid and Other Paid Leaves. Best Other benefits","Dirty Politics that you have never seen ever. Just for sake as per HR Policy Management gives some Liberty but at the time of Appraisal only Politics works no Hard Work....Atleast 10 Hours working .. No Job security once you become enemy of your Boss.. they give u Consecutive Lowest Rating then you have to move to other location in other state or Resign.","Show more","",""
