"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"2.0","18 Jul 2017","Job security","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW15952368.htm","Acquisition manager","Current employee, more than 1 year","","","Calcutta","Nothing as such,only zonal office are decroative.","Less number of branches, MCLR is very high, lack of recogination","Show more"
"3.0","17 Oct 2018","CUSTOMER SERVICE REPRESENTATIVE","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW22993119.htm","Customer service and technical support representative","Former employee, more than 1 year","","","Mumbai","Fixed shifts,Attractive incentives,bankpayroll job
dayshifts for females,night allowancesfor
males in night shifts","Appraisals are not upto the mark,
sales targets","Show more"
"3.0","26 Mar 2019","Trade Forex - EXIM CA","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW25357776.htm","Relationship manager","Former employee, more than 1 year","","","","*Good Pay
*Flexible working environment
*In-depth knowledge of the role","*Communication gap between supportive channels.
*Multiple channels have similar roles and KRAs.","Show more"
"3.0","18 Nov 2019","DM","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW30441309.htm","Dme","Current employee, more than 1 year","","","Aurangābād, Maharashtra","Peacefully atmosphere friendly great growth chance","Politics old and new employs and hr not ever respond to mail or solve or guide any quiry","Show more"
"4.0","19 Jul 2020","Fastest growing company","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW34309814.htm","Talent acquisition manager","Current employee, more than 3 years","","","Pune","Freeof nature ,company support employees","Backend credit department is processs low","Show more"
"2.0","7 Aug 2020","Overall medium experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW34692414.htm","Service delivery manager","Former employee, less than 1 year","","","Vadodara","- Positive Environment 
- Adopt holistic approach to give exposure of financial service industry 
-Helpful peers","- Poor Management 
- Low salary 
- Corporate Politics","Show more"
"4.0","9 Sept 2020","na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW35787021.htm","Relationship manager","Former employee, more than 1 year","","","Hyderābād","Good place to work for experienced people","Too slow and cumbersome processes","Show more"
"1.0","25 Nov 2020","Bad working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW38752626.htm","Anonymous employee","Current employee","","","Barwāni","No one can fire you.. If you want a job where too much pressure on you and no one can fire you evan you are a non performer.","Bad working hours (9:30 to 8:00) 
Cheap Salary (after working 2 years, my salary is just 10k)
Very bad and slow increment process
This organization is 10 years behind from others
Leave issues..","Show more"
"4.0","17 Dec 2020","Transaction Banking Group CMS Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW39582683.htm","Cms sales specialist","Current employee, more than 1 year","","","New Delhi","Good work life balance. Systemic and good controls and well defined processes","Poor Compensation growth. Poor health care and employee benefits.
Resistance to change.","Show more"
"2.0","19 May 2021","Not a good place to work. Very unorganised poor IT infrastructure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW47192716.htm","Relationship manager","Current employee","If targets done then good incentives","Unorganised and poor IT infrastructure very hard to work with different teams pe","","","",""
"4.0","27 May 2021","Good company to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW47537363.htm","Project manager","Current employee","","","Mumbai","If you are a open to learning this is good company to learn banking products","Less focus on IT infrastructure","Show more"
"5.0","3 Jul 2021","Job @ Indusind Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW49281173.htm","Senior deputy manager","Former employee, more than 8 years","Place where you will know what is professional life, it's the best organization filled with experienced bosses.","Very low packages in the industry","Hyderābād","","",""
"4.0","24 Jul 2012","very good experiance","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW1764832.htm","Back office support","Current employee, less than 1 year","","","Cochin","bank job is a good job","shortage of bank branches and  A T M","Show more"
"2.0","17 Sept 2014","Worst bank to work for...","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW4984945.htm","Anonymous employee","Current employee","","","","nothing. nothing.. nothing... nothing.... nothing.....","Everything. Everything.. Everything... Everything.... Everything.....","Show more"
"1.0","19 Aug 2015","Bad experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW7643819.htm","Customer service executive","Current employee","","","Bengaluru","can get job easily, good to work if you are thick skin, hard to tell 5 pros","Too much sales pressure, treat every employee as slave, no respect for any position csm, rm, bm etc all are sales men.","Show more"
"3.0","15 Sept 2015","Good platform to the Indusind Bank Jobs","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW7954417.htm","Associate sales manager","Current employee, more than 1 year","","","Patna, Bihar","Best platform for new careers.","Only depending on third party products.","Show more"
"4.0","24 Oct 2015","Experience as of now is good.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW8415567.htm","Customer service manager","Current employee, less than 1 year","","","","Promotions,appreciation thrugh award ,outdoor trips","No focus on customer service.","Show more"
"3.0","29 Dec 2015","relationship manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW9021857.htm","Relationship manager","Former employee, less than 1 year","","","New Delhi","Learning environment.... Didnt find any thung positive...","Pressure... Targets.. Management was not supportive... And low hikes ..no bonuses","Show more"
"2.0","6 Jan 2016","Indusind Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW9092489.htm","Anonymous employee","Former employee, less than 1 year","Being a small organization, its easy to create visibility in the system.","Lack of career progression, poor pay master, don't pay much attention to employees","New Delhi","","",""
"1.0","8 Oct 2016","Associate Relationship Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW12233528.htm","Anonymous employee","Current employee, less than 1 year","","","Mumbai","Good Colleagues, Simple documentation, choice Account facility.","Back end process is very poor infact it's worst.T hey won't even care for the employee voice or e-mail.They will not respond to any body not even Top level boss.","Show more"
"5.0","10 Dec 2016","acquisiton manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW12960321.htm","Aqm","Current contractor, less than 1 year","","","Hyderābād","good salary and perks, low pressure","provides its services little late comparing to other banks","Show more"
"3.0","22 Sept 2017","Not a great company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW16967052.htm","Cem","Former employee, more than 1 year","","","Mumbai","Good for a freshman","Too much hierarchy, too much reporting, self induced pressure, no clear guidance,","Show more"
"3.0","30 Oct 2017","Ok To Work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW17631150.htm","Operations executive","Former employee, more than 1 year","","","Mumbai","Team is good
On Time Salary
Good Leave Structure","Work Load is too much 
Management decision making is very slow
Old Technology","Show more"
"4.0","17 Nov 2017","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW17961317.htm","Marketing officer","Former employee, more than 1 year","","","Sohna","Good work life balance, no politics","Salary,cla on commission basis, not on commission","Show more"
"3.0","30 Dec 2017","Indusind Bank is first private sector bank in india","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW18525634.htm","Anonymous employee","Former employee","Good banking products and customer friendly","This bank is not doing retail loans and more focused  on Insurance","","","",""
"2.0","4 Jan 2019","Honest review of Indusind bank as per me","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW24064390.htm","Management trainee","Former employee, less than 1 year","","","Noida","They Give chance to freshers","Employees are not treated well","Show more"
"5.0","13 Jan 2019","Associate service delivery Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW24184056.htm","Anonymous employee","Former employee, more than 5 years","","","Noida","Enhance my skills and knowledge in banking sector","Sometimes I got delayed 😒","Show more"
"5.0","14 May 2019","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW26142817.htm","Anonymous employee","Current employee","","","","Good work culture, work life balance is good","Incentive and appraisal process takes time till July","Show more"
"5.0","8 Sept 2019","assistant vice president","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW29095612.htm","Asm (area sales manager)","Current employee, less than 1 year","Good work -life balance. A good organization to learn different products","I didn't found anything negative so far.","New Delhi","","",""
"2.0","28 May 2020","Not a better place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW33404493.htm","Chief general manager","Current employee","Salary gets credited on 25th of every month","Totally outdated, employee policies are poor, not a good place to work. Totally biased bosses.","Chennai","","",""
"3.0","1 Aug 2020","Good growth in sales but not in operation","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW34555970.htm","Relationship manager-trade finance","Current employee","working culture is good and job security","process is not good, you need to get into each and every thing","Mumbai","","",""
"5.0","8 Sept 2020","Iam a teller handling all branch banking operations like customer relationship.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW35724566.htm","Teller","Former employee, more than 1 year","","","","Improves communication skills and customer handling","Banking itself is a challenge","Show more"
"3.0","21 Sept 2020","Key Account Manager Indusind Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW36180273.htm","Key account manager","Current employee","","","","1) High Salary
2) Growth
3) Benefits","1) Too much Pressure
2) Unrealistic Targets
3) Abusive Culture
4) If targets not completed makes you sit back till late","Show more"
