review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
3.0,14 Sept 2019,Challenging work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW29230347.htm,Assistant manager,"Current employee, less than 1 year","Mundra, Gujarat","1. Nice maintained township, 
2. Good salary
3. Gives opportunity to less experienced person.
4. Learning","1. HR policies are unorganised.
2. Job security is lower.
3. Safety is not a big concern for this organization.
4. Stressful work culture.
5. No work life balance.
6. Mundra location is very very remote. 
7. Poor connectivity.",Show more
2.0,14 Dec 2021,Toxic work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW56663212.htm,Senior engineer,"Former employee, less than 1 year","Mundra, Gujarat",Not much pros over here,"Treats like slaves, Engineer means labour, Local politics, worst work culture, too much difference between operation and maintenance team. Operation team will be treated as gods, rest room, leasure hours, production incentive every thing will be provided for operation team. Maintenance team treated as slaves, no place to relax , will not be permitted to sit in office, no production incentive, have to work even in sunny, rain or storm no one cares,",Show more
4.0,9 Jul 2019,Operations Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW27888423.htm,Operations officer,"Former employee, more than 3 years","Mundra, Gujarat","Job security, Accomodation,Brand name,HR activities","Daily monotonous job, Favouritism for local state people, Interior Location",Show more
4.0,30 Sept 2017,"APSEZ,  Mundra is the heaven of knowledge. Leaders are made at Mundra.  Sky is the limit to learn. Safety is sacrosanct.",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW17106346.htm,Head occupational health and safety,"Current employee, more than 1 year",,"Senior Leadership Team is energetic, focussed on goals. & targets. People work as Team as they know - Together We Can Achieve More""",One has to travel 60 Km to shop or purchase items and carry out vehicle servicing. Air lift during critical emergencies may be difficult.,Show more
3.0,27 Sept 2021,A place where your potential will be identified,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW53137221.htm,Assistant manager,"Current employee, more than 5 years","Mundra, Gujarat","1. Trust on employee
2. Gives opportunity for internal movement of role
3. Provides you flexibility to swtich to its other business
4. Accomodation in remote location","1. From last two years Job security is a major concern.
2. IT infrastructure is horrible.
3. Unnecessary hierarchy for approvals",Show more
4.0,20 Apr 2020,Good organization to work with and good opportunities to learn & implement,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW32804209.htm,Manager - talent management and learning & development,"Former employee, more than 3 years",Ahmedabad,"- Standardized Policies and Procedures
- Friendly working atmosphere
- Good leadership from Top Management
- Organization where you can implement your past company learnings
- Freedom to take decisions",- Slow decision-making process at management levels,Show more
4.0,26 Nov 2012,Its a great place to work in and I am very much satisfied with this company.,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW2162229.htm,Project manager,"Former contractor, less than 1 year",Mumbai,"Nice work environment, Good salary package, Senior people are really supportive, There is a good balance between personal and professional life.",Few HR Policies should be revised. New Equipment should be maintained.,Show more
5.0,2 Jun 2021,One of the Best Places to Work in India,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW47810209.htm,Marine engineer,"Former employee, more than 1 year","Mundra, Gujarat","Industry Leader in South East Asia, Timely Salary and Perks, Best in Class Marine Infrastructure, Presently the Best Minds in India are undoubtedly in Adani, Work Life Balance, Excellent Behaviour of HODs",Staying away from Home is the only Con I could think of,Show more
3.0,4 Feb 2021,Mixed Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW41947285.htm,Senior engineer,"Former employee, more than 3 years",Dahej,"Steady Job
Decent Pay
Perks for Employees
Opportunity to move around","Complex Organizational Structure
Less autonomy
Sometimes overstaffed in certain places, leads to lesser opportunity for growth
Job success depends on which in which location you were working, for example Dahej location doesn't present much career growth",Show more
4.0,12 Jun 2019,"If you're an enthusiastic engineer who wants to explore deep into engineering skills ,this is the place you are looking.",https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW27197616.htm,Senior engineer,"Current employee, more than 3 years",Chennai,Hands on experience. Friendly upper management.,"No further growth available here. Once you enter here as an senior engineer whether you get promoted to higher level or not , your job  roles will be same .",Show more
2.0,1 Jun 2021,No growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW47748121.htm,Senior officer,"Current employee, more than 3 years",Ahmedabad,"Good work culture,
Professional at higher level
Time flexibility
Great exposure","Low salary to lower management
Annual growth is less than inflation rate
Slow promotion
Lala company",Show more
4.0,3 Jul 2021,Adani Ports a good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW49264708.htm,Associate manager,"Current employee, more than 10 years",,"Pays well. More cross functional assignments and exposure to various levels
One of the best and growing companies in India. Indias largest private port operator.","Don't give market corrections w.r.t competitors.
Low chances of improving profile for individual growth and profile building",Show more
4.0,24 Feb 2021,Good place to learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Adani-Ports-and-Special-Economic-Zone-Limited-APSEZ-RVW43067400.htm,Internship,"Current intern, less than 1 year","Mundra, Gujarat",A lot of opportunity to learn; Good mentors; Live operations; Practical knowledge,If you are in general shift then it's ok but if you are in roaster shift then your personal life and sleep is very much affected; Very little social life outside workplace.,Show more
