"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","13 Apr 2023","Good for learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75453703.htm","Manager","Former employee, more than 5 years","Angul","","","","Endless opportunity to learning through action","Location remote and not very developed"
"3.0","8 Apr 2023","Maintainenec engg","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75304243.htm","Mechanical engineer","Current employee, less than 1 year","Angul","","","","Job security is there Accommodation is good","Long working hours Environment is not great"
"3.0","8 Apr 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75306101.htm","Assistant manager","Former employee, more than 1 year","Sohar","","","","Good for learning and as a career start","Bad salary increment and less promotion"
"5.0","30 Mar 2023","Great strategy","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75032888.htm","Dgm finance","Current employee","","","","","Leadership principles are guiding force behind organization","Salary is too low across levels"
"5.0","28 Jan 2023","Planning & maintenance of Caster","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW73075404.htm","Steel plant mechanical maintenance manager","Current employee","","Best Learning facility , Grown up with one thing , Know your Strength and Weakness","Future growth of Employee is poor , Maximum duty hours 12 without any Extra wages","Show more","",""
"1.0","17 May 2023","Poor","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW76525011.htm","Operations manager","Former contractor, less than 1 year","Bhiwāpur","Nothing to share in jindal","Every thing is poor in this company","Show more","",""
"3.0","28 Mar 2023","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW74947693.htm","Gradute engineer trainee","Current employee, less than 1 year","Angul","","","","Good salary Fixed and secure job","Negative environment inside the comapny"
"1.0","16 Apr 2023","Poor Management, low increments","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75533154.htm","Assistant manager","Former employee, more than 3 years","Raigarh","one have good learning opportunities,","politics is there everywhere, No personal and professional growth, long working hours, non supportive colleagues","Show more","",""
"3.0","14 Feb 2023","Developing Steel Industry","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW73633655.htm","Graduate engineer trainee","Current employee, less than 1 year","Angul","1. Great Township and good cleanliness","1. Very polluted 2. Inefficient management 3.’ Not so great work culture 4. Poor connectivity to the city 5. High deductions","Show more","",""
"5.0","12 Mar 2023","Excellent company","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW74447889.htm","Supervisor","Former employee, more than 1 year","Ludhiana","","","","Perfect place to learn. Good management.","Nothing.evertyting is perfect. Love to work"
"4.0","19 Nov 2022","Standard of work, Management structure and Job Satisfaction","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW71234202.htm","Agm-projects","Former employee, more than 10 years","Raigarh","Work assignment for each post is well defined. Management structure and hierarchy is very systematic, Job satisfaction is excellent for hard workers and continuous learners.","Employees have great opportunities for self development by attending professional & motivational trainings, studying and sharing engineering knowledges with seniors and juniors.","Show more","",""
"4.0","22 Feb 2023","Good township","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW73877133.htm","Junior manager","Former employee, more than 3 years","Angul","","","","Very well established township with all facilities","Work life balance can be improved"
"1.0","25 Apr 2023","Manager Logistics","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW75806928.htm","Manager","Former employee, more than 10 years","New Delhi","Salary Work life Balance. Promotion","Politics No Job define Owner driven","Show more","",""
"4.0","24 Jan 2023","Good package to GETs","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW72925475.htm","Graduate engineering trainee get","Current employee, more than 1 year","Angul","","","","Good package for entry level Can be a valuable experience","Plant Locations are disconnected with major cities"
"4.0","13 Jan 2023","Quality Assurance || SMS & MILL","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW72586293.htm","Quality assurance","Current employee","","","","","Timely salary Training Accomodation is best Friendly HR INFRASTRUCTURE","Policy Employee hierarchy & Their Salary structure Fooding Should give Bonus"
