"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","30 Jul 2015","Development and Freedom","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW7399728.htm","Anonymous employee","Current employee, less than 1 year","Kalyan","","","Overall exposure in the role, opportunity to work with cross functional team. Loads of learnings","No Cons as such with Marico","Show more"
"3.0","23 Dec 2017","Good company to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW18463417.htm","Manager","Current employee, more than 5 years","Mumbai","","","1. Early empowerment
2. Flexible working hours
3. High salaries","1. Short term Approach
2.  Work life balance
3. Favouritism","Show more"
"4.0","25 Mar 2020","Great organisation to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW32484103.htm","Asm (area sales manager)","Current employee, more than 1 year","","","","1. Autonomy to take decisions
2. Set systems and processes
3. Huge business to be handled","1. Crests and trough in business","Show more"
"5.0","11 Jan 2022","Great learning opportunities and a caring employer","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW57774800.htm","Manager commercial","Current employee","Mumbai","","","Great organization and work culture
Competitive salaries
Learning & Development programs","Flatter team structures which mean long gaps between promotions to next levels.","Show more"
"5.0","8 Apr 2012","Very challenging and rewarding","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW1432859.htm","Summer intern - consumer products","Former employee","Mumbai","","","- Given huge project from the get go
-Supervisor/mentors very helpful","- Office environment boring
- No induction/orientation","Show more"
"5.0","26 Jul 2016","Executive","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW11359920.htm","Supply chain","Current employee, more than 1 year","Mumbai","","","Good environment and culture. Work is process and system driven.","Less growth opportunity for executive level.","Show more"
"4.0","14 Feb 2017","Great Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW13774024.htm","Anonymous intern","Former intern","","","","Good culture, professional people who are willing to help out","not that I came across. good place to work","Show more"
"5.0","30 Jan 2018","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW18994912.htm","Operations excellence","Former employee, more than 3 years","Mumbai","","","Great work culture
Independence to work","Seniors should participate in cultural activities (All work and no play will make Jack a dull boy :)","Show more"
"3.0","10 Jun 2019","Job review","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW26566264.htm","Anonymous employee","Current employee","","","","Takes care of employees' food and travelling","Behaviour towards junior employees is not appropriate. Work life balance is not there. They do not stick to their promises.","Show more"
"3.0","10 Jun 2019","Too much alignment towards IIT, IIM not merit.","https://www.glassdoor.co.in/Reviews/Employee-Review-Marico-Limited-RVW26572543.htm","Anonymous employee","Current employee","","","","Transparency, openness, Feedback taken from juniors","Lack of Promotion, Stagnation, poor Increment","Show more"
