"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"3.0","8 Feb 2021","No proper channel","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW42167007.htm","Sn business development executive","Former employee, more than 1 year","Kottayam","Quarterly incentive is good.
Nothing good apart from that","Huge pressure, 
Dont even allow you to sleep during night.
Will call you even if you are on leave to know about the business status.","Show more","",""
"5.0","13 Apr 2020","Excellent Organization","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW32713554.htm","Area manager","Current employee, more than 5 years","","Employee friendly,  customer oriented , vision and mission is clear .","Nothing  at all , no cons .","Show more","",""
"2.0","5 Apr 2021","Good work culture but nothing new to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW45020966.htm","Pmo lead","Former employee, more than 1 year","Navi Mumbai","","","","Work timing, work pressure, plenty of leave and other perks. Manageable work life balance","Old achool process of working, nothing new to learn, work life too slow"
"5.0","12 Jul 2020","CREATED GO GETTER ATTITUDE","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW34182405.htm","Insurance sales agent","Current employee, more than 5 years","Āsansol, West Bengal","They teach you and support you in doing and understanding Business and very cooperative","Hardwork and dedication with self belief development","Show more","",""
"4.0","27 Sept 2020","Insurance Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW36413262.htm","Channel manager","Current employee","Mumbai","- Brand Name
- Strong Base
- Trusted network","- Heavy Top Management
- Slow adaptation to the technology","Show more","",""
"5.0","9 Dec 2021","Nyc place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW56456978.htm","Business development manager","Current employee, more than 1 year","","","","","relation building. Nyc incentives. Foreign trips. Good bit of knowledge about banking and insurance.","travelling long distance. new places might be difficult for new employees. Transferable job."
"2.0","1 Jun 2021","worst experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW47765498.htm","Senior associate","Former employee, more than 5 years","Calcutta","Salary credit on time.Job security.","In operations extended hour of working everyday without any facility.No weekly off on month end.Working on festivals though it was a official holiday.Low amount of salary.","Show more","",""
"2.0","21 Dec 2020","Working Culture is not good in SBI Life Insurance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW39702615.htm","Agency manager","Former employee, more than 5 years","Meerut","Brand Image and Good Product","Working Culture is very bad they exploit your personal life with intensive work pressure.","Show more","",""
"3.0","18 Feb 2020","To sell insurance in SBI banks","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW31937549.htm","Sales executive","Former employee, less than 1 year","Visakhapatnam","Good Pay and Benefits
Positive response from customers since you will be promoting through banks","No Team play
Extended hours even though your work is completed","Show more","",""
"3.0","17 Sept 2020","Best and worst both in Life Insurance industry","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW36095506.htm","Manager","Former employee, more than 3 years","Mumbai","Highest customer base in industry
Strong brand name
Good growth opportunities","- No work life balance
- Culture shift needed
- Systems still a little archaic","Show more","",""
"2.0","21 Oct 2020","Old school and not a youth friendly organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW37417450.htm","Manager","Former employee","","","","","Job security, Brand Value and few HR policies like Sabbatical","Politics, biased culture, stretched working hours , work load and limited growth opportunities"
"3.0","20 Nov 2020","Pretty chilled","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW38553604.htm","Investment accounting","Current employee, more than 1 year","Mumbai","","","","office amenities are good, good place to work if you don't want to change your job anytime soon","no performance based promotions, average age of organization is high"
"5.0","14 Dec 2020","Wonderful","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW39470261.htm","Business development manager","Current employee, more than 1 year","Bengaluru","Brand value and customer satisfaction","Provide proper service time to time and continue the good relationship with all clients","Show more","",""
"3.0","29 Apr 2021","""Good company to join at a higher grade""","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW46248835.htm","Assistant manager","Former employee, more than 1 year","Mumbai","Good work life balance compared to other companies in insurance sector","Limited learning opportunities at work.","Show more","",""
"5.0","5 Oct 2021","Nice working location, training every time improve new skills,goods support for employess","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW53533648.htm","Agency manager","Current employee, more than 3 years","Warangal","Nice working location. Good support for new skills improve","Improve sales,motivation for employess,nice working location","Show more","",""
"4.0","22 Oct 2021","Amazing organization to work with. Healthy environment and good colleagues to work with.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW54367950.htm","Associate","Former employee, more than 3 years","New Delhi","","","","Career Opportunities, Super Friendly Hierarchy","Extended working hours and sometimes you have to work on Holidays"
"5.0","8 Aug 2020","A company with good environment to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW34726287.htm","Sales manager","Former employee","Noida","","","","They provide Salaries on time always.","Work pressure is so much that one can face problems while dealing with it."
"3.0","5 Nov 2021","Operations, Customer Service, Policy Servicing,Data management,KYC analyst.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW54956783.htm","Operations","Current employee, more than 5 years","Mysore","Job security , friendly Nature","Lack of career growth, Domination","Show more","",""
"5.0","10 Apr 2020","Very good company & very good people to work with.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW32681213.htm","Software developer","Current employee","Mumbai","","","","Flexible Time, Good Environment , Very Good People","No cons to work with this company"
"2.0","26 Feb 2021","MTs- think before joining","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW43175488.htm","Assistant manager","Current employee","Mumbai","You will get your pay on time.
I personally like the HR.","Experience matters entirely on the kind of manager you get.
Zero work life balance.","Show more","",""
"4.0","27 Jun 2021","Good services","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW48967886.htm","Adviser","Current employee","Lakhīmpur","The best insurance company in all over india top services top palne's etc..","If you want happyness then love your work","Show more","",""
"5.0","9 Sept 2021","Hardworking and have always delivered whatever my job role  demands","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW52344866.htm","Assistant manager","Current employee","North East","","","","SBI Life is an employee friendly organization","Insurance industry itself is the biggest challenge"
"4.0","10 Jan 2021","Nice Company with good worklife balance.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW40366973.htm","Associate","Former employee","Navi Mumbai","worklife balance
nearby station
good peers
training is good
nice management","Salary is less than normal industry std but they do provide bonus","Show more","",""
"5.0","5 Jul 2020","Review is as per the performance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW34059454.htm","Bdm","Former employee","New Delhi","","","","Nice and easy going environment","Sales driven organization so you need to be always on your toes"
"3.0","27 Jan 2021","Associate","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW41501450.htm","Anonymous employee","Former employee","","","","","Stable job, they don't fire easily","Less salary, you need to work even on holidays just to please your boss and without any appreciation"
"4.0","3 Mar 2021","Great top level management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW43389830.htm","Management trainee","Current employee, less than 1 year","Lucknow","Great top level management 
Supports the employees in difficult times like covid","None of the cons i can find","Show more","",""
"4.0","27 Nov 2021","Life at Sbi Life","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW55920024.htm","Sales manager","Current employee, less than 1 year","","Good working environment.Company name legacies","Sales target and pressure.You have to work really hard.","Show more","",""
"5.0","19 Sept 2020","Best in the industry","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW36146015.htm","Senior business development executive","Current employee, less than 1 year","Guwahati","High potential as there is exposure to ultra hni customers","There is no such cons.","Show more","",""
"4.0","12 Jan 2021","Good products","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW40580323.htm","Business development manager","Current employee, more than 3 years","Rājahmundry","Easy to sell customer satisfaction","Service not good improve and get good business ... Operations team not respond","Show more","",""
"5.0","6 Feb 2021","Great working experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW42051616.htm","Area manager","Current employee","Bhīmavaram","Best Life insurance company among private insurance companies in India","Customer service areas needs improvement","Show more","",""
"4.0","16 May 2021","Job opportunity at HDFC LIFE","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW47000055.htm","KEY NOT FOUND: reviews.self_employ-anonymous","Currently self-employed","Bhilai","","","","Dedicated , Hard worker, Motivated, Trust worthy , Result oriented","Newly appointed; Less work experience, Intial employment fear,"
"5.0","2 Sept 2021","I have Done MBA in Finance","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW52015231.htm","Sales support associate","Current employee","Wardha","","","","Better Leadership And Problem Resolving Problems","Easy to find my work And handle in better manner"
"2.0","22 Nov 2021","Best in insurance sector","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW55721235.htm","Sales support associate","Current employee","Bhubaneshwar","","","","Great company to work with.","Work timings are pathetic, you can only come in time but can't go in time. Never"
"5.0","14 Dec 2021","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW56670038.htm","Territory manager","Current employee, more than 3 years","","Good Environment for carrer growth and most branded","Need Time for recruit IAs","Show more","",""
"5.0","11 Jun 2020","SBI Life","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW33642330.htm","Dy regional manager","Current employee","Mumbai","","","","Excellent Employment and Opportunities along with security of JOB","Less innovative, less agressive and upto some extent old fashioned"
"5.0","10 Dec 2020","Heading the SBI BANK BRANCH OF 20 BRANCH'S","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW39328667.htm","Bdm manager","Current employee, more than 3 years","Tirupati","","","","Best Life insurance company to work with BRAND","Sbi life insurance company limited"
"5.0","11 Feb 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW42370408.htm","Sales manager","Current employee","Hyderābād","Good to work in sbi life insurance company Ltd","Very good environment in working place","Show more","",""
"4.0","15 May 2021","Nice company to work ...employee retention is good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW46982972.htm","Sales and support generalist","Current employee","Bengaluru","Good working environment , leading brand","Less pay scale and less growth opportunities","Show more","",""
"2.0","17 May 2021","Decent place to work.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW47026435.htm","Assistant manager","Current employee, less than 1 year","Calcutta","","","","Job Security is granted.In sales, growth is a given.","Not an employee friendly organisation although they claim to be one."
"3.0","7 Aug 2021","Work pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW50806976.htm","Agency manager","Current employee","Jaipur, Rajasthan","Timings are flexible in sales","Too much work pressure for business","Show more","",""
"4.0","18 Aug 2021","Good company to start off your career","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW51288895.htm","Assistant manager","Current employee, less than 1 year","","","","","Best in terms of work culture and job security","They can improve on IT infrastructure"
"4.0","26 Aug 2021","good if it is a permanet job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW51668116.htm","Insurance agent","Current contractor","Srīnagar, Jammu and Kashmir","","","","even in covid times they were recruiting","work pressure is hectic even off work hours"
"5.0","11 Sept 2021","Good environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW52390388.htm","Customer relationship executive","Current employee","Warangal","","","","Nice to work in SBI","I'm hard working and efficient to do any work under supervision of my heads"
"5.0","8 Sept 2020","I had a very good experience.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW35752661.htm","Summer intern","Former employee, less than 1 year","","Very supportive and helpful throughout.","Nothing much to mention here","Show more","",""
"3.0","25 Sept 2020","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW36368558.htm","Territory business manager","Current employee, less than 1 year","Hyderābād","Excellent culture and upper management is considerate","Too word strict and tree smart","Show more","",""
"3.0","19 Jan 2021","no personal life. have to work on weekends also without any pay.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW40989164.htm","Business development manager","Former employee, more than 1 year","","","","","Nothing coming into mind. NOTHING.","Total chaos. Pressure is unlimited."
"3.0","27 Jan 2021","For Management Trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW41479197.htm","Assistant manager","Former employee, more than 1 year","","Timely salary, apart from that no pros.","No work life balance,
Working on weekends
Not suitable for management trainees.
Toxic work culture","Show more","",""
"4.0","4 Mar 2021","Good company. Great hr policies","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Life-Insurance-RVW43472905.htm","Associate","Current employee, more than 1 year","Mumbai","Good scope for growth
Good team
Very organised
Good hr policies","Politics for promotion, Low pay, Can be rigid","Show more","",""
