review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
5.0,3 Jan 2022,Transparent senior management and open culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57331035.htm,Anonymous employee,"Current employee, more than 3 years",Pune,"The company undertakes quite a few initiatives to bring out the best in their employees; however, one needs to be a self-starter, identify these opportunities and capitalize on them.
The company is not hierarchical in its approach; though it has been around for a while, the culture is very young and full of energy. Everyone is very open about feedback and suggestions, and they have an open-door policy.
Overall, very transparent work culture; the sessions and meet-ups with the leadership team are a great way to stay connected.","You cannot afford to have a laidback attitude here, need to be geared up at all times.",Show more
4.0,21 Jan 2021,Excellent company if yiu want to learn and earn,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW41183739.htm,Senior lead - key accounts,"Former employee, more than 5 years",Pune,"Excellent pay.
Highly entusiastic teams.
Too many things to learn.
Company pays for certifications from esteemed universities like IIMs, ISB and International Universities.
One is exposed too much pressure and trained to perform in extremely adverse conditions..
Fast growth if you perform.",Work cuoture cab be a little harsh to those who are expecting pampering in jobs roles. This company is meant only for those whi can handle extremely high work pressure . Its not at akk meant for the faint hearted.,Show more
3.0,6 Jul 2021,Digital Product manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW49389346.htm,Anonymous employee,"Current employee, more than 1 year",Pune,"1. Digital product company.
2. Start up culture - lot of work and things to learn.
3. Exposure to latest technologies.
4. Young team to work with.","1. No work life balance.
2. Unrealistic expectations and too much work load.
3. Annual Hike will be 8-12% annually which is lower than parent company Bajaj Finserv.
4. HR has no decision making power. 
5. Work pressure is trickle down effect (top management has workoholic ideology so its passed on to employees) 
6. 3 months notice period.
7. Alternate Saturday working.
8. Expect calls/mails on Sundays and late night. (that's normal here)",Show more
2.0,7 Mar 2017,Work Life Balance- Forget It,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW14075288.htm,Sales manager,Former employee,Pune,"thry are good paymaster : incentive structure is really good and you can earn as much as fixed salary through it.
they provide good growth
they also provide Good opportunities in terms of IJPs and autopromotions","work life balance = zero
Mid management with whom you have maximum interaction are not supportive and understanding
High Pressure from everywhere especially in sales 
Unorganized process and work flow
Their processes are so faulty that you will be continuously harassed by customers if you are the point of contact with them.",Show more
3.0,20 Nov 2016,-Bit a more pressure in IT solutions. Can go for Salesforce Testing. Deputy Manager (QA),https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW12736365.htm,Deputy manager qa,"Current employee, less than 1 year",Pune,"- A much scope in Salesforce Testing.
- Good pay-off.
- Food coupons. Can redeem as well.
- Work timing from 8AM.
- Appreciation Bonus.
- Default permission after 16 months.
- Good for mid career.","- 25% of variable which will be paid as a performance bonus and divide in 4 quarters.
- work pressure.
- 1st and last month's Saturday is working.
- Manager driven.
- No onsite opportunity.
- comparatively less leaves.",Show more
4.0,20 Dec 2019,Very nice Pay but no work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW30959949.htm,Product manager,"Former employee, more than 1 year",Pune,"Intensive Career growth,  Very nice Pay and bonuses. You don't require much qualification, it gives opportunity to of role workforce. Just be bit political.

Very nice international tours and variable incentives of you are business side are massive. IT is considered cost but opportunity to get on-role.","No work life balance. Only one Saturday is off.
3 month notice period.
Bring your own device. Laptops aren't provided it needs to be purchased.
Not much respect, culture is like master slave.",Show more
2.0,8 Mar 2017,NO WORK LIFE BALANCE,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW14093783.htm,Area manager,"Current employee, more than 3 years",Chennai,"1. Good in incentives and contest.
2. Transparent IJP process for internal jobs
3. Process oriented and highly system driven.","1. Major problem in the company is No work life balance.
2. No leaves are given and almost all Sunday are working. 
3. Pathetic faulty process and every issue falls on sales to follow and address the issue.
4. Customer support is also not upto level addressing the customer.
5. Too much extension on month closure. Month end extends upto 5 or even 6th of next month.",Show more
5.0,27 Jan 2018,Love to work with. Bajaj,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW18945115.htm,Sales executive fos,"Current employee, less than 1 year",Mumbai,Bajaj finserv is the toughest challenger for the competitor,Down side is there are two 1st and important the fos insantive salab is become a bad from 1st. December and the 2nd and most important that is i didn't got my salary on time actually my December salary now i have received but the insantives are still pending,Show more
2.0,4 Dec 2019,Only Money Minded - BHFL Employee.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW30700392.htm,Assistant credit manager,"Current employee, more than 1 year",Bengaluru,You can earn money like anything in this company through incentives and also fixed pay scale is good compared to other finance sector.,"No employee concern at all.
Over time work more than 12hrs
Late night stretch even till 3am or 5am
No work life balance
Work even on Sundays
No work life balance
Health issues due to long working hours",Show more
5.0,22 Dec 2021,"Like-minded, passionate people",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56981701.htm,Database architect,"Current employee, more than 1 year",Pune,"If you're into tech/AI/ML, you'll have a lot of fun
Culture of innovation, creativity is rewarded and acknowledged
People on the floor are very helpful and experienced, you can easily find good mentors
Fast-tracked career growth if you perform well. They pay very well for performance (over and above incentives)
HR policies are okay, pay is good.
What I find impressive is they also offer Covid policies like covering all medical expenses. In case of death, the spouse gets employment and child education gets funded up to the age of 21. Very thoughtful policy indeed.",Work culture here is good.,Show more
2.0,23 Feb 2018,Not good for IT peop1,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW19388293.htm,Manager,"Former employee, more than 1 year",Pune,"Salary part is ok , they give monthly and quarterly incentive to team depends on business","Worst higher leadership
Pressure on sales team to give number which give pressure to IT support services
No such process or methodology is being considered
Full desi company
Too much aggressive and abusive work environment
Pathetic IT skills most of work is given to vendor
No new learning at all",Show more
1.0,31 Oct 2020,Worst Nightmare most unhuman company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW37852734.htm,Sales manager,"Current employee, more than 1 year",Pune,"Salary on time 

Hard to find chalo will say you will learn to work 365 days 17 hours a day","Work life balance zero
Working hours 16 to 17 hours in a day.
Holiday whats day any bajaj employee know whats sunday.
Threats from management.
Overtime or holiday working pay zero.
Suck blood in name of few penny incentives.
Do your own business
Buy laptop though you have one that too at 10000 premium price than market will debit from salary.
Incase you leave company pay remaining of laptop amount from FnF.
If you deny working on sunday no promotion max 2 months you will be tortured to put downpapers.
If you are married avoid this company 
If any heart issue you will definate get a heartattack",Show more
3.0,4 Jul 2015,LEARNING INSTIUTTE,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW7109001.htm,Anonymous employee,Current employee,Mumbai,Do more earn more is the concept in Bajaj Finserv. For the people doing more they will earn more. Can get recognised easily with top level management. Employee engagement is top notch. Can win at least 3 Foreign Trips in a year.,Work life balance needs to improve. Sitting in office till 9 o'clock or 11 o'clock at night doesn't mean that the team is working hard. If the office closing time sets at 7 o'clock the same work can be finished by 7 o'clock. Set the end time so work can be done fast.,Show more
1.0,15 Feb 2019,"Poor working culture, managers' use abusive language day in and out,  wrost work life balance",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW24725056.htm,Manager sales,"Current employee, more than 1 year",New Delhi,"If you can give 14-15 hours of your 24 hour (no payout for overtime) , then you can complete your targets and earn good incentives","7 days working, working on national holidays like independence day and Republic day (no payout for working on holidays) , leave management in place but when employee takes leave he has to listen inappropriate words from manager. I feels like jail.. Even jails are better",Show more
5.0,17 Dec 2021,I like the diversity,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56834969.htm,Software development engineer,"Current employee, more than 3 years",Greater Noida,"Tech-driven workspace
Processes are transparent 
Good pay and standard working hours
Inclusive workplace with people from all backgrounds who get to collaborate on exciting projects
Decent opportunities to work across functions
HR policies are great. They pay very well for performance (over and above incentives). Plus, they also have a unique and high paying incentive policy (in some cases, 100% incentive payout is also considered on the lower end of incentive earned)and employee benefits are also good",Long commute to the office,Show more
3.0,2 May 2012,Learning time to working job in Bajaj Finance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW1483157.htm,Officer in home loan,Current employee,New Delhi,Incentive slabe's are very good for sales excutive and overall minimum TAT for self employed comparesing ather bank or NBFC's in market.,When we gave rate of interest waver or processing fee waver for customer  in home loan then DSA and raferel payout's are deducte.,Show more
5.0,28 Mar 2021,Complete Business & innovative oriented Organizations,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW44671586.htm,Asm (area sales manager),"Former employee, more than 1 year",Pune,"I worked in both BFL & BHFL

BFL management is 1000% good  BHFL

Salary & Incentive structure 

Have humanity  to understand  situation of sales drop.

But in BHFL worst management by sinors 

Higher Fire culture","But Only work life no family time 

Pressure as same as sales organization",Show more
5.0,10 Dec 2021,Career and personal growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56492395.htm,Anonymous employee,"Current employee, more than 3 years",Pune,"1) Bajaj Finance is the best in BFSI space for career & personal growth
2) Young & dynamic leadership who imbibes continuous change and always be market first
3) Joined Partner Platform team and it is the best solutioning experience to build a product from scratch","1) There are peak and trough times in a year as far as a project or operating plan is concerned
2) Madness and magic run hand-in-hand within the company",Show more
3.0,10 Oct 2021,Very orthodox in nature - traditions approach,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53783227.htm,Senior data engineer,"Current employee, more than 1 year",Pune,If Finance is your field of interest lot to learn,"5 day week, no proper office hours so no work life balance, performance based quarterly incentive (huge chunk of you CTC) so people tend to work overtime to impress their boss and gain extra incentive. Very little scope for growth in IT as most of it out sourced.",Show more
2.0,20 Jan 2021,Don't Join IT - find another offer if you can,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW41080639.htm,Senior unit manager it,"Current employee, more than 1 year",Pune,You get more than 100% of your variable pay.,IT team is pathetic. No process in place. No technical leadership team. People can't leave their job after being here for more than 2 years because they are technically paralyzed - they don't have any technical skills to complete in market. On top of that here is 6days work pus you will find yourself on seventh day as well. So end note- find another offer if you can.,Show more
5.0,1 Jun 2017,Confidential,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW15289056.htm,Anonymous employee,Former employee,,"Empowerment, Entrepreneurial mindset, Space to innovate, Its alright to fail provided you learn from it and ensure it doesn't repeat, High level of challenges which gets you to push your boundaries of capability. Very capable leadership team. BU Heads are competent businessmen and know how to make profits and grow the organization. The culture is 'Direct', 'Open' and 'Performance Based'",Don't approach the Organization for a role if you want a 9 to 5 set and planned job schedule,Show more
4.0,4 Aug 2014,The best employer among NBFCs with some great HR policies,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW4710117.htm,Anonymous employee,"Current employee, more than 3 years",Pune,The company rewards performers and has a very approachable management. It has a unique quarterly incentive policy across the organization which helps keep employees motivated and delinks the annual appraisals from the bonuses. Majority of the HR policies are employee friendly.,Professionals not keen to spend a life-time in the NBFC sector should not join the company as shifting from this industry to Banking or any other industry is very difficult.,Show more
1.0,28 Apr 2015,Manager Sales- Salaried Personal Loans,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW6460317.htm,Manager sales- salaried loans,"Former employee, less than 1 year",Hyderābād,"Good salary and incentives
Nothing else I know","1. No work life balance: Every day you have to stretch for minimum 13-14 hours
2. Whenever you will get any national holiday like Diwali or Holi, you are asked by top management to come on Sundays
3. You have to give money from your pocket to customers so that they could take loans from your company with such a high processing fees. RSM and ZSM's also promote this indirectly
4. Very bad culture: Every body in the company could be heard saying bad words to subordinates for making them get the business
5. HR department is not good for anything. Once you are selected, they will call you every day but once you are onboard, they will forget you and will not even pick your call. They will take side of management
6. Once a customer takes Personal loan from Bajaj Finserv, he will never take it again. 5% on loan amount, insurance is charged. Means, if a customer has taken loan of 10 lakhs, he has to pay insurance of Rs.50000
7. They hire management Trainees from various institutes of repute and give them very tough assignments and put them in very difficult tasks/Responsibilities. And if they don't perform, they put them in Performance improvement plan and ask them to leave
8. Below E3 Level, they hire contractual  employees. They are hired with salary of Rs 16000 per month and are in contract basis. If they dont achieve their targets within 3 months, they are considered as dead log and asked to leave. So, a manager is only recruiting, training, motivating and again recruiting for whole year. And mark it, this hiring work is done by manager, no support is provided by HR department. I had personally spent thousand of rupees to give ads in Deccan Chronicle and Times of India to hire candidates
9. Manager has to achieve 1.5 crores of target per month. If he does not achieve this target within 6 months, he is put in Performance improvement plan and asked to resign",Show more
4.0,28 Dec 2021,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57150551.htm,Manager - it project manager,"Former employee, more than 1 year",Pune,Vast opportunity to learn and switch within the organization. The vision of the organization is very ambitious and helps the employees to grow and perform at a very fast pace. Rewards and recognition are also duly given to the employees and the company offers good remuneration as well. Being the leader in the industry truly contributes to the experience.,Culture is a bit different and not too professional sometimes. One must be ready for long work hours when needed.,Show more
3.0,7 Feb 2015,working with bajaj finance is a good experience. but company provides less benefits to their employees.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW5868724.htm,Sales representative,Current employee,New Delhi,working the bajaj finance is a good experience. but company provides less benefits to their employees.working with bajaj finance is a good experience. but company provides less benefits to their employees..,working with bajaj finance is a good experience. but company provides less benefits to their employees.,Show more
4.0,1 Aug 2020,Bajaj Finance Limited,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34564771.htm,Sales manager - lifestyle finance,"Current employee, more than 3 years",Trichy,"Very good company to develop skills & main thing bajaj will make us to wrk in any type of pressure situation,They pay well and above industry standards,Team work, work hard good skills,Good pay and incentive structure.","Balance work life and personal life,No time for personal life,Half hazard work flow and structure",Show more
4.0,6 Nov 2014,"Amazing work culture, every finance professional must work here atleast once in their career",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW5326621.htm,Corporate finance intern,"Former intern, less than 1 year",Pune,"Great company values, learning opportunities, ample space to grow, most people have been working there for atleast 3 years minimum which is unheard of in the insurance sector where employee turnover is high","No cons noticed, opportunities given both to newcomers and experienced professionals, only particular con would be that the company needs to open more offices pan India... still very localized in Maharashtra",Show more
4.0,24 Mar 2016,Nice company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW10037548.htm,Anonymous employee,"Current employee, more than 3 years",Pune,"1- Nice infrastructure - can work from anywhere in building
2 - Adapts technology faster
3 - Nice Paymaster - Do More - Earn More
4 - Nice HR with transperent policy and many employee centric functions.
4 - Fast growing company means long hard work hours and high growth",1 - Fast growing company means long hard work hours and high growth -- can pro for some and con for some :),Show more
3.0,28 Nov 2016,Good salary no work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW12810488.htm,Sales manager,Current employee,Cochin,Offer good leadership roles trusts their employees highly driven and aggressive in sales . Leaves no opportunities to curb business . Innovative and dynamic products,"24/7 working , u won't get any time for yourself 
Any time u can be asked to serve  senior management very aggressive in sales",Show more
1.0,23 Feb 2018,Join at your risk,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW19394633.htm,Credit risk manager,"Former employee, less than 1 year",Pune,"nothing positive except variable pay, but that you will get when you will work like dog in morning and night","1) work life will not be there
2) no meaning of Saturday and Sunday, you will get message on mobile for work
3) use abusive work at high level meeting as well as low level
4) unstructured , need to contact so many teams for data
5) unethical behavior
6)Employee like Ox
7) going at 9 am is fixed, but when you come in the night is not fixed.",Show more
4.0,14 Sept 2021,"Having good experience working with the Bajaj family, teaching a lot of things in my career",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW52564119.htm,Trainee sales manager,"Former employee, more than 3 years",Hyderābād,For a good career & for a good salary +much incentives,"Need to do work from early morning to late nights every day, ready to face a different challenge every day.",Show more
4.0,15 May 2017,"Flat organisation with focus on performance or output, rapidly growing organisation",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW15074545.htm,Manager,"Current employee, less than 1 year",,"Exposure to work, you will be given opportunities to presentation your ideas to higher management, salary above market standards and incentives are good and paid out quarterly","Zero work life balance, Saturday is working as well, no work from home policy, lack of processes or systems, more focus on outcome rather than on creation of full proof systems",Show more
4.0,6 May 2021,Good for freshers,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW46591933.htm,Data collection executive,Current employee,,I am currently working as collection executive in bajaj finserv limited.good environment and our manager supports very well at tough times.they are motivate to me on everyday.Overall job was little tough at month day.otherwise it was good.,Cons:Salary was good but salary depends on ur performance .Fixed salary is very low in this field.but incentive is more than fixed.the salary was not credit on time.,Show more
4.0,23 Jul 2014,It was a fantastic experience at Bajaj Finance. Company had diverse Culture & excellent learning opportunity.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW4637767.htm,Assistant manager-hr business partner,"Former employee, less than 1 year",Pune,"Flexible work culture,Good HR Policies & procedure.","Compensation package best in the industry.Company is arranging lots of training Programme for employee self growth & development.
Only one major cons is that there is large difference in female and male ratio i.e 1:10.",Show more
2.0,3 Aug 2021,Bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50652855.htm,Sales manager,"Current employee, more than 3 years",Mumbai,Good incentive and growing opportunities good managers and great brand value decent salary and fair appraisals,"No work life balance you have to work on Saturday and Sunday also , 9-14 hours of work tremendous work pressure",Show more
4.0,24 Dec 2021,One of the best NBFC to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57060538.htm,Sales manager,"Current employee, more than 3 years",Mumbai,Bajaj Finance Ltd is a pioneer in lending business.If you're looking your career in asset vertical then this is the place to be in.This company gives you career & monetary growth if you're completely dedicated & commited to you're work.,No time for personal life.As of now if you're working for liability product then there is no growth.A bit of politics which common in every organisation.,Show more
1.0,22 Dec 2021,A stupid company full of imbeciles,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57018055.htm,Cluster manager,"Former employee, less than 1 year",Bengaluru,None. Such management and company should be dissolved,"1. No mental well-being.
2. Culture of using profanity across the company
3. All leadership and management is a group of undeserving imbeciles with no vision. Only profit-centric approach
4. Customers and employees are treated very badly.
5. In the name of incentives and money they make you work for 6 days which in the end makes no difference.
6. All leadership is lazy and stupid just waste time doing reviews and making people prepare ppts.
7. No innovation. No learning just living on organic numbers. 
8. List is endless...in short never ever join and refer such companies",Show more
5.0,23 Dec 2021,"Great pay, quick growth workplace",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57050035.htm,Database administrator - senior tech specialist,"Current employee, more than 1 year",Pune,"Great pay, great perks, yearly bonus makes me happy
Lots of opportunities for growth and promotion
I am encouraged to apply for positions that I am interested in
Flexible work hours
R&R is integral to BFL. They also provide opportunities like Excelsior where our family is also involved in our success","Fast paced work environment, need to catch my breath at times",Show more
1.0,12 Mar 2021,Company demands that you sacrifice every other part of your life in exchange for salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW43901434.htm,Team lead,"Former employee, more than 1 year",Pune,None whatsoever. Salary is competitive but not worth all the cons.,"1. ZERO work-life balance. Examples:
- You are expected to remain available 24x7, which means you will get calls at 5 pm on Sunday or at 11:30 pm on a weekday and you are expected to answer and do what you are asked. If you dont, your appraisal will be dinged.
- If someone calls you and you are unable to answer for 10-15 minutes for whatever, reason, that is enough time for someone to 'escalate' your 'unavailability' to your manager.
- By policy they 'allocate' you 36 leaves for the year. In reality you will be lucky to get 6. That too has to be earned though continuous overwork throughout the year.
- If you leave office before 7:30, you will eventually be scolded for leaving early very frequently.
- All saturdays are working. Not just that, you will be expected to work on a lot of sundays. You will be specifically assigned work on Saturday evening which is to be submitted Monday morning, to ensure that you work on sunday.

2. Toxic and abusive culture. Examples:
- Verbal abuse, bad language, expletives thrown about casually (and loudly) are very commonplace. HR is fully aware and powerless to change anything.
- Some of the seasoned bosses even make personal insults and vague threats.
- Get ready for either bad language or sarcasm for the smallest mistake.
- Most bosses / middle managers are either unwilling and unable to help you through tough situations.
- Getting work done from other departments is next to impossible and there are frequent arguments and blame games played over email. Expecting a reasonable amount of co-operation from co-workers is a bad idea.

3. Culture of overworking as a norm:
- You are always expected to be stretching. Your appraisal goals are set in such a way that you cannot achieve them by only working 9-10 hours a day for 6 days a week. You HAVE to stretch to achieve even your minimum passing metrics.
- If your superiors find out you are managing your given workload without too much stress or overworking, you will be rewarded with more work in the next quarter.
- If you are not visibly showing stress on your face, the default assumption becomes you do not have enough workload.

4. NO positive feedback whatsoever.....unless you resign and they realise it would be more difficult to train a replacement.",Show more
5.0,29 Sept 2021,RSL. RPL. AND RCD PRODUCT SALES,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW53307382.htm,Sales executive,Current employee,"Aurangābād, Maharashtra","Dear sir ...
 RSL RCD and RPL 2 year experience in Bajaj finserv ...",Currently job location .. Anjangaon Surji dist Amravati MH,Show more
3.0,20 Jan 2017,Not a easy company to work for..,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW13410018.htm,Manager,"Former employee, more than 3 years",Pune,"1) Incentive .. if you achieve ..
2) Very Transparent IJP Policy .. which actually works.","1) Work Life Balance
2) Managers with short term vision: somehow wanting to achieving targets
3) Too much pressure, it becomes totally unbearable at most of the times",Show more
2.0,6 May 2017,LALAJI No,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW14943588.htm,"Senior manager, risk analyst","Current employee, more than 1 year",Pune,"Senior management are supportive.
Job Security","Worst Work life balance
Tremendous work pressure
Till now we were getting adequate incentive but not expected further due to cost cutting
Very aggressive in funding without much risk protocols.",Show more
5.0,6 Oct 2012,Very good experience with Bajaj Finace since my joint,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW2024350.htm,Senior exe - sales,"Current employee, more than 3 years",Calcutta,"Friendly Culture 

Career Opportunities

Compensation & Benefits

Work/Life Balance

Senior Management","BFL’s capital profile is healthy, as reflected in its Tier I capital adequacy levels. The company’s capital adequacy ratio (CAR) stood at 21.2%, the highest among non-banking
financial companies (NBFCs) as on date. BFL’s healthy capitalisation enhances its ability to absorb.
potential losses in its portfolio.",Show more
3.0,15 Jun 2016,"Demanding , Aggressive organization",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW10929112.htm,Relationship manager,"Former employee, more than 1 year",Chennai,"Money, Rewards, small organization, easily accessible senior leadership, aggressive sales force",There is no life. Have to work even Sundays mostly. Target pressure is huge. Lots of politics. No following processes. Rules are broken as per convenience.,Show more
1.0,11 Nov 2021,"Caution! Do not put your mind, soul and health at risk.",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW55243714.htm,Senior unit manager,"Current employee, more than 3 years",Pune,Financial compensation is competitive but it comes at the cost of your mental and physical health. I did not get it anyway but I have seen my colleagues from other teams earn it well. Just spare yourself a horror and DO NOT JOIN THIS COMPANY!,"Your immediate boss can bash your image on smallest mistakes at work upto the level that you won't get paid your quarterly incentives (everybody in Bajaj gets paid this component, except my team) and when you decide to move to another team they won't absorb you with that broken image. I have gone through it all. In my initial months of joining I was loaded with 3 people worth of work which made me do mistakes at work sometimes (even an expert would fall sometimes). With no clear instructions and understanding of work expectations from the boss you tend to commit small mistakes which doesn't go well with him followed by slur of abuses and me being tagged as non competitive.
You report to your skip manager about this after repeated tiring episodes and your immediate boss, engulfed in his anger goes after your career from that day on.
After working my mind off for 14-15 hours daily including weekends I was offered PIP.
No matter however you fare in your work if your boss wants to revenge you, it will be served cold.

After that no senior leadership listens to you and you are stuck wherever you are with no promotions, accelerations, incentives in sight for good.

 Have given my 3 years to this company and they have smothered it well and strangled my advancement. I would have earned a lot, grew well but a single guy with unquestionable authority and power restricted my growth illegally

Had my family to feed, take care of my old parents, my loans but it all got tossed away in the drains. The single biggest mistake I did was to stick to this team and company and did not fight it back aggressively.

HR is virtually non-existent and mere threads of senior leadership.

I have left the company on a very bad note. A lot of people could have assisted me, guided me but they did not as they were good friends with the boss and the empolyee policies are not employee friendly but only on papers. Hence I just did not leave the bad boss but also the bad company which could have used me in so many ways as an asset but failed badly in doing so. I blame everybody for wasting my 3 precious years, restricted my growth, broken me financially, and damaged my self esteem and morale which will take time to heal. Waiting for a good company to join now and will slap all the awards I shall earn in Bajaj's face one day.

Non competitive and callous people run this bad show who micromanages your life and not just work.

You imagine when employees were called to the office during the COVID peak, and we used to get daily mails of employee's demise after contracting Corona since the leaders think an employee is just napping at his home and business is getting hampered as you ofcourse don't trust them anyway. This is pure heartless.",Show more
1.0,5 Mar 2016,Bajaj Sucks - never work for them,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW9810432.htm,Anonymous employee,"Current employee, more than 3 years",Pune,"pays well for hard work, the more you work the more you earn","there is no structure, anybody and everybody gives you orders, there are 36 leaves that you are eligible for but most people only take 12 days of leave. NO WORK LIFE BALANCE what so ever.
unhealthy work environment with people screaming and abusing on the work floor. Not to forget they loot their clients.",Show more
2.0,31 Jul 2021,Average company for IT people,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW50520181.htm,Data scientist,Current employee,Pune,Monetory growth is good here.,"1. since Covid 19, it had been really tough for Bajaj to cope with financial aspect. As consumer business is down, and profits are lowered it has been direct impact to employees.
2. Only 1 Saturday is off which affect work life balance 
3. No process or agile work here. Requirements come and have to finish in tight timelines.",Show more
3.0,14 Dec 2016,"BFS is sales driven, growing company but largely unfocused towards its process and employees",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW13006722.htm,Assistant manager,"Current employee, more than 1 year",Pune,"If you land up in growing product portfolio, it's good for your growth with this type of growing company.
Many verticals with lots of financial products.","Processes are not at par with the help of technology and software.
Too much manual treatment to the data.
You will end up having excessive working hours.",Show more
5.0,10 Aug 2017,Great place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW16304619.htm,Sales manager,"Former employee, more than 3 years",Puducherry,Good company and company give the good communication knowledge.thank you bajaj I love youuuu.....i don't forget this company my life long,"Good pressures and good earn to money awesome place....i love u MORE AND more 
I think am fully growths for this company",Show more
1.0,30 Nov 2017,Worst Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW18134707.htm,Anonymous employee,Current employee,,"The incentives and the learnings, particularly in complex products like Mortgages","Everything else!
The culture is the worst. There's absolutely no work-life balance, to the point where it becomes inhuman! The pressure, the abuses, the cuss words are all celebrated and boasted about. The HR department is non-existent. The people here are oblivious to good management practices and live in a bubble of their own, extracting as much as possible from their employees to a point where they break the employees' morale. Pathetic place to work!",Show more
5.0,3 Jan 2018,Area Credit Manager for Salaried Loans,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW18569832.htm,Area credit manager,"Current employee, more than 3 years",Calcutta,"Company offers Good Pay, gives Good Growth to all Employees, Good Responsibilities entitled basis position and good promotion policies and good incentive structures","Work life balance is the most deficit issue in this company, many people leave this company on this basis only besides the top notch pressure on every individual",Show more
5.0,6 Dec 2019,GYLP Summer Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW30737106.htm,Anonymous intern,Former intern,,Group Young Leadership Program (summer intern) is well managed to shape the incoming students from premier B-schools across India. Lots of support to understand BFSI industry by the leading NBFC of India.,2 months time provided to an intern is short to understand various businesses under Bajaj Finserv umbrella.,Show more
