"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","28 Jul 2021","It is a good company to gain work experience. For school leavers","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW50378964.htm","Medical sales representative","Former employee, more than 3 years","Lagos","","","There is a good opportunity for a work-life balance. They also provide training on the job on a regular basis providing up to date product knowledge","Gross lack of communication between business unit and leads to inefficiencies in carrying out activities.
Remuneration is way below industry standard and is just too small to provide a good standard of living.
Human Resource is a sham and they do not look after the interest of the employee at all.","Show more"
"3.0","10 Oct 2017","Senior executive Quality assurance","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW17270310.htm","Quality assurance manager","Former employee, less than 1 year","Guangzhou, Guangdong","","","They want to turn existing designs on their head and challenge what’s possible. And the cool thing is, a lot of them are so talented, that they can do it","Loss of connection with employees.Bad culture.","Show more"
"3.0","13 Mar 2013","Experience was not completely rewarding","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW2458756.htm","Intern","Former intern, less than 1 year","Cranbury, NJ","","","The people are all friendly, and willing to help if it's in their ability. The company is very understanding if their are any personal/family needs.","Management needs to communicate better with their employees, and need to be more approachable. There is no need for someone to be in constant fear of their own job.","Show more"
"3.0","30 Mar 2015","Chemist","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW6228257.htm","Chemist","Current employee","Cranbury, NJ","","","job stability, good friendly atmosphere , opportunity to learn new skills, have always big budget to spend on raw materials and equipment","Illogical decision making, old technology, low salary, poor management,  lack of resources to perform the tasks, always in rush in making any conclusion","Show more"
"1.0","22 Mar 2016","Lack of communication","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW9997365.htm","Qa inspector","Former employee, more than 5 years","Detroit, MI","","","Nice people with a nice working environment.  Management had open door policies,  Clean and organized work environment,  Very good IT group.  Very good maintenance group.  QA personnel very knowledgeable.","Not very transparent and no clear communication between different locations or different levels of management.  HR personnel were give too much authority and didn't allow supervisors or managers take care of their people.  A lot of favoritism.","Show more"
"1.0","12 Sept 2017","Director","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW16784477.htm","Anonymous employee","Former employee, more than 1 year","Cranbury, NJ","","","Company has brought in good, talented people.","They can't keep their good, talented people.  Indian owned and operated, and does not embrace US work cultures.  Micromananged.  Terrible communication.  Does not provide tools for success, but provides unrealistic  expectations and deadlines.  Cost saving measures always lead to headcount reduction, never process improvement.  For every 2 steps forward they take, they take 5 steps back.","Show more"
"4.0","12 Feb 2018","Great Company Overall, but HR needs work","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW19207055.htm","Anonymous employee","Former employee","","","","Overall atmosphere is employee friendly and productive.","It's HR's responsibility to understand the dynamic of the organization and work in a manner and fashion in the company's best interest, and to remember the Human in their department's title. Although the entry level HR employees seem to embody that spirit, it seems that the people who control policy are far too busy playing politics.","Show more"
"1.0","15 Jun 2018","Don't. Just don't.","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW21064995.htm","Anonymous employee","Former employee, more than 1 year","Cranbury, NJ","","","At this juncture for the company, virtually none.","Cliff Notes: One of the phrases I'd repeatedly hear while working there was along the lines of ""compared to the rest of the pharma industry, Sun is awful. I don't know how they get away with this.""

85-90% of the employees at this site are Indian/from India. If you're not Indian (like me), working here can be tough. Most of them speak in Hindi (English to Hindi is about a 30:70 split); even if you're with coworkers discussing work that directly involves you, they'll communicate to each other in Hindi around you.

Management is incredibly dictatorial. Some of the most unprofessional people I've ever met - they yell and scream at their employees and tend to breathe down their necks. They make decisions without their employees in mind and aren't completely honest with them. As an employee, I felt as though I had absolutely no voice in my role - a sentiment that had since been echoed by several others. Certain managers are shamelessly nepotistic based on race, leading to incredible inefficiencies and unqualified individuals being put into positions of power.

The culture is terrible as well. There's no feeling of teamwork throughout the site, no regard for fellow employees, no enthusiasm, etc. It almost feels like a cloud is hanging over everyone's heads

Employees are being transferred out of the site with no say, hiring has stopped, resulting in more and more tasks being absorbed by the last ones standing. 

Lastly, there is zero career development with Sun. None at all. Yet, that's almost expected when you fail to develop your employees or compensate them enough to keep them around.","Show more"
"1.0","23 Mar 2018","Sr. Territory. manager Dermatology","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW19835588.htm","Senior territory sales manager","Former employee, more than 3 years","","","","Good pay, when they actually pay you on time. Flexible work hours in the field. They have messed up our commissions 3 times this year.","The company has zero leadership, HR is atrocious, home office won’t return emails or calls, compensation continues to change in favor of not paying representatives (mid-year changes) RUN! just ask someone who still works here if you can find them. 75% turnover in less than a year in my division. Or ask a dermatologist about their  oponion of Sun Pharma","Show more"
"3.0","14 Jan 2019","The environment is difficult but at least we’re all in it together","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW24200208.htm","Anonymous employee","Former employee","","","","Closes for about a week every winter between Christmas and New Years
People there are friendly and inviting","Middle management is suspect at best, some are fantastic while others are there just because they were the next man up.
People are constantly leaving for better opportunities and rarely replaced","Show more"
"2.0","15 Feb 2018","Still has a lot to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW19257462.htm","Anonymous employee","Current employee","","","","Some very bright individuals associated with the company
Entry into company is not hard
Sun has a very diverse portfolio of Dermatological branded drugs","Significant amount of turn over at ALL levels
Small company with large pharma goals and metrics
Lack of overall direction from management","Show more"
"1.0","30 Dec 2018","Dishonest management","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW24000278.htm","Anonymous employee","Former employee","","","","Location, friendly/supportive team members, events/celebrations provide good food, lots of different technologies to work with, pay is not bad","Managers can be verbally abusive, insulting, and dishonest. Whatever is told to you in the interview process regarding your hours, location and salary may be a lie. Whether they honor any agreement you made with them during salary negotiations depends on your manager. So you can accept the job under one set of conditions and they may have no intention of honoring. 

Compliance is a total joke. There are gmp violations often due to the way management pressures scientists, operators and supervisors. They may micromanage their subordinates to do things in a certain way, intimidate them into signing them and down the line will act like they were never apart of it.

Training is also not on par with the rest of the industry. If you've worked anywhere else, and then work here you will notice training is completely insufficient.

Benefits are poor but that is common to generic pharma.

 At the end of the day the question to accept a job here comes down to...are you desperate or are you just looking for a better opportunity? If its the former I suggest you insist on documentation for all conditions and not accept promises to be provided later (it won't come).  It's a personal choice on what you can tolerate and how long. For the latter, if you're generally happy where you are, I would not recommend Sun pharma.","Show more"
"1.0","17 Jan 2019","Do NOT apply unless you like being tortured by your manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Sun-Pharmaceutical-Industries-Inc-RVW24264456.htm","Associate, mstg","Former employee, more than 1 year","Cranbury, NJ","","","1. There are good products and processes to learn.
2. You learn few good things from those few good people.","The management doesn't provide the right tools or the time to make things happen. Top management doesn't care about people. Least concerned about work life balance. They care about their Project worksheets.
They have buffoons wandering around the site in the name of Associate Director.  Total waste of your precious years after graduation.","Show more"
