"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","21 Mar 2024","Big company big perks","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85576438.htm","Senior shopper marketing executive","Current employee, more than 3 years","Mumbai","","","","Good Culture, good talent and good perks","Career progression slow and salary moves up slowly"
"5.0","20 Mar 2024","Marketing Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85512291.htm","Marketing manager","Current employee, more than 1 year","Mumbai","","","","Best Environment to Grow & build a Career","Nothing as of now, all good."
"4.0","11 Feb 2024","Job security is real","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84281926.htm","R&d associate","Current employee, more than 3 years","Bangalore Rural","- Work Exposure
- Transparency
- Learning","- Slow promotions
- Increment on base pay
- Internal culture building & hierarchy","Show more","",""
"4.0","13 Mar 2024","Cross functional management training program","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85309481.htm","Uflp supply chain","Current employee","Mumbai","Work life balance
Impactful projects","Promotion may be slow
Hierarchy","Show more","",""
"5.0","7 Mar 2024","Knowledge house","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW85093775.htm","R&d engineer","Former employee, more than 3 years","Bengaluru","-Flexibility
-Work life balance.
-Opportunities to groom yourself.","Growth and salary is not great.","Show more","",""
"4.0","23 Feb 2024","I learn too much in this company","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84692954.htm","Product promoter","Current employee","","This company provide salary time to time","No not any cons in company","Show more","",""
"4.0","11 Jan 2024","Amazing place to learn as intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW83282438.htm","Intern","Former intern, less than 1 year","Bengaluru","A wonderful set of researchers with expertise in their field. Almost everyone is well-published and has had some sort of international academic exposure. All the mentors were supportive, great work-life balance, pretty campus.","Six months of internship is not enough time to fully understand corporate research. Low stipend.","Show more","",""
"4.0","23 Feb 2024","Good Company, with a decent work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84667597.htm","Management trainee","Current intern","","","","","Work culture and ethnics are very good","Time management is an issue here"
"5.0","12 Feb 2024","Mid level Manger Role","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84302411.htm","Field sales capability executive","Former employee","Belgaum","","","","Best Industry experience in-terms of Sales and system","Travel compensation are very low compare to industries"
"4.0","16 Feb 2024","Exposure","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84439708.htm","Human resources business partner hrbp","Former employee, more than 8 years","Mumbai","","","","Great global regional multi function, expertise exposure","Mid career recruits growth is slower than pedigree talent"
"5.0","15 Feb 2024","Kae gt","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84427504.htm","Key account executive kae","Current employee, more than 5 years","Jorhāt","","","","Park , medical ,incentives & bonus culture","As of nothing . All good"
"5.0","13 Feb 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84337073.htm","Senior associate","Former employee, more than 3 years","Mumbai","Friendly
Amicable
Growth oriented
Opportunities
Freedom to operate","Tough competition 
Performance pressure
Work life balance difficult.
Slow growth
Too operational","Show more","",""
"4.0","1 Jan 2024","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW82948545.htm","Sr. executive assistant","Current employee, more than 5 years","Mumbai","Best place to work good culture","No proper growth people with large experiences and good track records are not getting growth on time","Show more","",""
"4.0","1 Feb 2024","4","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW83953847.htm","Sales executive","Current employee","","","","","Process oriented company more learning","Career growth will great it's may vary to person"
"1.0","28 Feb 2024","Shift in culture, politics at C level","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW84819683.htm","Brand manager","Current employee, more than 8 years","Mumbai","","","","job stability, child care benefits","no salary increment, no value of talent, the good work culture is becoming toxic now"
"3.0","18 Jan 2024","HUL Company is Good But worst Management","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW83477181.htm","Territory sales officer","Current employee, more than 3 years","Thiruvananthapuram","Good Package will get if you selected","Bad Management Culture
Will Treat you like a slave","Show more","",""
"5.0","26 Jan 2024","Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Hindustan-Unilever-RVW83751166.htm","Anonymous employee","Current employee, more than 8 years","","","","","Super culture, great pay structure","Sometimes it becomes hierarchical in some function"
