"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"3.0","1 Feb 2023","Not a good company salary wise.","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73209838.htm","Assistant manager","Current employee, more than 1 year","Mumbai","Exposure to work . culture is good.","Salary is way too less.","Show more","",""
"4.0","6 Mar 2023","Jsw","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74234116.htm","Customer account manager","Current employee","Bengaluru","","","","Good learning’s from the company","Some might be there in a company"
"3.0","1 Mar 2023","deputy manager","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74117296.htm","Deputy manager- research","Current employee","Bellary, Karnataka","","","","Good seniors, they listen to your words","salary is less for non IIT people"
"5.0","4 Mar 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74184907.htm","Account manager","Current contractor, less than 1 year","Vasind","","","","good staff members good workplace","heavy machneries have to be concious"
"4.0","20 Jan 2023","Working as Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72826055.htm","Assiatant manager","Current employee","","Get good knowledge of Industrial Instruments and Safety. Training by skilled people in the field Supportive and Encouraging environment","You’re Not Paid Based on Your Performance","Show more","",""
"4.0","31 Jan 2023","Good place to work. Lot of apportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73160118.htm","Sr. manager, operations","Former employee, more than 10 years","Mumbai","Technical staff and management is good. Various role available.","HR is worst. No coperation no support to their employees.","Show more","",""
"4.0","6 Mar 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74257533.htm","Assistant manager","Current employee","Pen","","","","Job security Pay scale Exposure","Work life balance New Exposure"
"5.0","16 Feb 2023","Mechanical Maintenance Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73680577.htm","Assistant manager","Former employee","Pen","","","","Gain Knowledge about the steel making process","No worklife balance. Travelling time is very high"
"3.0","27 Feb 2023","It's ok","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74009060.htm","Graduate engineering trainee get","Former employee, more than 1 year","Angul","","","","Time to time salary Food is good","Work culture is very bad"
"3.0","21 Jan 2023","JSW STEEL","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72858579.htm","Graduate engineer trainee","Current employee, less than 1 year","Navi Mumbai","","","","Only for hard core MANUFACTURING INDUSTRY LOVERS. Good pay for freshers Good for eee,ece,cse candidates.","Harsh work environment from mechanical and metallurgy engineering students. No peace of mind Internal politics"
"4.0","14 Nov 2022","Nice Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW71047273.htm","Assistant manager","Former employee","","High Learning Opportunity. Always get something to prove your mettle.","Traditional Organisation. Promotions get delayed due to nepotism. Work Life Balance is not good.","Show more","",""
"4.0","27 Feb 2023","NPD","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74007536.htm","New product developer","Current employee, less than 1 year","Toranagallu","Cost of living is low","It is Very remote place.","Show more","",""
"3.0","11 Feb 2023","Assistant manager","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73528785.htm","Assistant manager","Current employee, more than 1 year","Navi Mumbai","Good for the freshers for learning","Bad for long terms ( more than 3 years )","Show more","",""
"2.0","27 Feb 2023","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74009680.htm","Assistant manager","Current employee, more than 3 years","Bellāre","","","","Good learning and development for employees","Low pay, promotion policies etc"
"3.0","1 Feb 2023","Good to Start your Career","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73213232.htm","Junior manager","Former employee, more than 5 years","Mumbai","","","","Supportive People, Good Transport, Good for Core Engineering, Exposure","Bad Politics, Stagnation in Growth, Old work methods"
"4.0","25 Jan 2023","Good for learning","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72968059.htm","Deputy manager","Former employee, more than 5 years","Bellary, Karnataka","","","","Learning environment, free to implement any good new project, supportive management","Average salary, high deductions, average work life balance"
"5.0","3 Feb 2023","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73289608.htm","Assistant manager","Current employee","Mumbai","","","","Excellent company to work for engineers.","No cons here , nothing as con."
"5.0","31 Jan 2023","JSW STEEL INDIA","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73172652.htm","Dgm it","Current employee, more than 3 years","Mumbai","","","","Good place to work in Mumbai","Slow in decisions and approvals"
"3.0","2 Feb 2023","Salary at JSW","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73249260.htm","Graduate engineer trainee","Former employee","Bellary, Karnataka","","","","OEM, Name, Best steel producer","less hikes, Plant job, Remote are"
"3.0","4 Feb 2023","Projects Management","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73309196.htm","Manager","Current employee, more than 5 years","","","","","Good company Culture good Good Township","Salary less Too much politics"
"4.0","24 Jan 2023","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72962579.htm","Senior engineer","Current employee","","it is largest steel industry","Trouble shooting points in maintenance","Show more","",""
"3.0","7 Jan 2023","Worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72400181.htm","Junior engineer","Current employee, more than 1 year","Pune","Both to best but just to gun some experience","All thing starting from policy to salary","Show more","",""
"1.0","2 Apr 2023","Bad","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW75115506.htm","Manager","Current employee, more than 3 years","Coimbatore South","Salary,relation,time,job,location, credibility, name,profile,culture, work life","Culture, salary,integrity, work life,culture, time,","Show more","",""
"4.0","5 Jan 2023","Junior engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72342323.htm","Junior engineer","Former employee, more than 3 years","Nāgpur, Maharashtra","High growth, leaves, average working environment,","No cons if you ready to work in steel plant","Show more","",""
"1.0","11 Feb 2023","Horrible work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW73530848.htm","Graduate engineering trainee get","Former employee, less than 1 year","Bellary, Karnataka","","","","JSW has 0 Pros from my experience. The salary may look good but the company gives horrible growth in post.","Poor work culture Poor atmosphere Bad Location Messy working hours No growth No skill development"
"4.0","4 Jan 2023","6 day working","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72314523.htm","Assistant manager","Former employee","","","","","You are in a good company, Your job is always secure.","Not focusing on employee mental health perspective."
"5.0","11 Jan 2023","Working at JSW","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72543939.htm","Account executive","Current employee","","1. Flexible timings 2. Work Life balance","1. None as of now","Show more","",""
"3.0","17 Jan 2023","IT in JSW","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72691526.htm","Head - it","Current employee","","","","","Good place to learn latest in technology","Work culture, work life balance"
"2.0","18 Dec 2022","Good company for experienced","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW71952042.htm","Graduate engineer trainee","Current employee, more than 3 years","Bellary, Karnataka","- Good township - Peaceful place","- Worst management - No internal job opportunities","Show more","",""
"1.0","7 Mar 2023","Electrical Maintenace","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW74298960.htm","Asst manager","Former employee, less than 1 year","Thāne","","","","On time salary, Housing Facilities, Recreation Clubs","Worst work ethics, Unskilled and Professionally illiterate mid- management, Heavy Deductions,"
"3.0","10 Jan 2023","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72496217.htm","Assistant manager","Former employee","Bellary, Karnataka","","","","Good work life balance n people","No social life n too much heat and dust"
"3.0","11 Jan 2023","Good and job security","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72545326.htm","Graduate engineer trainee","Former employee","VijayNagar","","","","Job security and good pay","No motivation and encouragement for innovation"
"3.0","13 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72615451.htm","Associate manager","Current employee, less than 1 year","Bellary, Karnataka","","","","Good learning opportunities and work culture","Less salary as compared to compitiors"
"1.0","23 Dec 2022","Unstructured, not suitable to recruit from B schools","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72086110.htm","Senior manager - sales","Current employee, less than 1 year","","None at all please skip to cons","Non- competitive salaries unstructured hiring / general processes powerless HR assuming everything will be fine by hiring from b schools chain of bad reviews for everyone with MBA because people in the organisation hate MBAs","Show more","",""
"4.0","4 Dec 2022","Good company to start with","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW71603363.htm","Assistant manager","Former employee, more than 3 years","Bellary, Karnataka","","","","Exposure to different machines, Great place to start.","Not good in terms of long term goal, career growth graph is almost linear"
"5.0","27 Dec 2022","GOOD","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72138271.htm","Production assistant","Current employee","Vijay Nagar","","","","I get a least possible number of working hours","Can't think of any cons"
"4.0","3 Jan 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72282364.htm","Procurement","Former employee, more than 8 years","Mumbai","","","","Good to start the career","Slow growth rate compared to market"
"4.0","3 Jan 2023","Big company","https://www.glassdoor.co.in/Reviews/Employee-Review-JSW-Steel-RVW72284562.htm","Anonymous employee","Former employee","","","","","Good for learning after graduation","Promotion not given on time"
