"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","9 Feb 2022","leaders all about their money","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW59426931.htm","Vice president","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"1.0","17 Feb 2022","Old fashioned company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW59832027.htm","Marketing","Current employee, more than 1 year","Gurgaon, Haryana","Stability
Timely salary
Office location good
Good bonus at the end of the year
Provided stability during covid","Management is too olad fashioned
Company culture not good","Show more"
"2.0","7 Jan 2021","SBI Cards working environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW40238463.htm","Senior manager","Current employee, more than 5 years","Gurgaon, Haryana","1. Office location
2. Good chances of promotion if know how to play cricket and deliver loose ball to CIO to hit sixes 
3. Great company for non IT people to work in IT department just by lobbying 
4. Great chances of progress if you know how to butter SVP level guy in IT
5. Great opportunity to learn to scapegoat practices from SVP Level guys in IT department
6. All credit goes to senior management but discredit goes to weakest team member who is not part of lobby
7. SVP level people in company for last 10-15 years but still behave like new joiners
8. Level playing field for all as no technical knowledge is required for promotions
9. Rest all is good with SBIC IT group","No cons as such because in IT dept there are not any processes or think tankers at higher level. Just a small CONS that all working just to impress apne upper waale ko.","Show more"
"1.0","27 Jan 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW58651947.htm","Graduate civil engineer","Current employee","Bengaluru","","",""
"1.0","11 Mar 2021","Worst company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW43828237.htm","Senior executive","Current employee, more than 8 years","Gurgaon, Haryana","It was very good and employee centric comoany when GE used to have venture with sbi cards.","There are many, trust me list is very long.
1. Managers rate their employees by seeing their buttering not the performance.
2. Politics are every level from AM level to Leadership level.
3. They are self proclaimed leaders and will do every thing and put pressure to you to leave job voluntarily when you are not good in buttering and please to your upline.
4. Growth is no where even if you perform top notch, this is my personal experience.
5. Internal surveys they do is useless and never work on suggestions.
6. Employee centricity is no where exist.
7. Employees having talent deserves retaliation and suffocation.
8. Even in lockdown period due to covid they forced employees to work from office.
9. Salaries, increments and annual bonus are for higher level senior and lower level employees gets in pennies.
10. At last, whatever positive reviews are there are from chamchas and from those who joined this organisation since beginning.

Note- when you try to approch HR or Compliance team to resolve conflicts then they route you to you respective managers. Useless people and worst culture.","Show more"
"5.0","7 Jul 2017","ADMIN & MIS","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW15794497.htm","Anonymous employee","Current employee, less than 1 year","Calcutta","SBI IS A VERY GOOD AND REPUTED COMPANY THERE HAVE BRIGHT FUTURE","   Checking KYC & Preparing Petty Cash.
   MIS Reporting by Using MS Excel& VBA (Macro) at Operational and Client level.
         Generate timely and Accurate Reports for analysis. Creating MIS/ Dashboard Report and Presenting it
            to the Concern Department
         Managing human resource information systems - with complete charge of HR-MIS.
         Develop Key Performance Indicators (KPIs) to Monitor Client-Specific Operations and Automate
      Reports
         Roll Out Different Reports i.e. EFFICIENCY, Collated Trackers, OPS Report, Work Flow Report,","Show more"
"3.0","19 Jun 2021","Credit Card Industry","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW48566157.htm","Senior sales trainer","Current employee","Mumbai","Working at SBI Cards means working with an autonomous institution like SBI and that helps a lot to explore yourself and find new dimensions of Work.","The company was good but the work culture was very loose. The team was very loose because People who work in it are from third party, then there is no job security and no benefits are available.","Show more"
"3.0","3 May 2019","Dirty Politics and favorite employees given better opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW25977798.htm","Anonymous employee","Current employee","","Good company to work
Work life balance will be there","Culture is getting changed with no importance to employees personal life
Too much authority used to down grade
Few location got worst HR who also involve in silly politics
More importance given on sales but quality is compromised","Show more"
"1.0","4 Aug 2021","Not a good organization to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50660996.htm","Analyst","Former employee, less than 1 year","","No pros as such. Just that the name is big in credit card industry. And the work place facilities are good.","Upper management is highly self centered and doesn't even talks properly. Too much politics in the organization. Managers lack technical skills. Vendors are doing most of the work. No increments. Heard that the company was good when GE was there but now it has degraded considerably. Typical Lala company. I left within a year. Maybe good for freshers but definitely not for experienced people. If you are planning to develop your tech skills, please don't opt for this organization. And never into data science and Analytics domain.","Show more"
"3.0","10 Jul 2021","Good for sales aspirants .the designation is purely sales oriented.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49584221.htm","Branch relationship executive","Current contractor, more than 1 year","Calicut, Kerala","Getting good pay good incentives .","Customer complaints can't be resolved in one click.","Show more"
"3.0","1 Jun 2018","Good work with low but increasing stress","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW20842175.htm","Anonymous employee","Current employee, more than 5 years","","Good work and exposure provided
Ownership provided
One can manage entire portfolio given in the role
One can do creative experiments","Stress is increasing 
Boss licking culture prevails big time
Slow and process oriented
Highly hierarchy oriented and junior employees are seen as if they are useless","Show more"
"4.0","21 Feb 2019","A great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW24810296.htm","Fraud analyst","Former employee","Gurgaon, Haryana","Good Company to start-up the carrier.","I really appreciate and thank you so much for all of the opportunities this company has provided me which has not only helped but, is helping me to grow technically, professionally as well as personally. I have learned so much in these past 1.6 years (and still learning from this great place), and will never forget the kindness of management and all of my colleagues.","Show more"
"4.0","16 May 2021","Sbi Card: Marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW47009198.htm","Manager","Current employee, more than 1 year","Chandigarh","So far it has been a nice company to work at. People here have vast experience and they are superb at domain knowledge. Professional attitude, employee friendly and good pedigree of people.","People have stayed here for as many as 10-15 years with the organisation. New suggestions are not much accepted. there is still some old school though process as well as style which might hamper one's growth in work as well individual value addition.","Show more"
"1.0","11 Aug 2018","Worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW21917622.htm","Senior sales executive","Current employee, more than 3 years","","At present there is no best moments to work with sbi card","Company start a pathetic project name shikhar in which they provide a chargeable card to selected customers 
At competition stage where Icici and Hdfc and others banks provide life time free credit card this company provide a chargeable card and there is no movitation from employer side 
Employer always demotivate their employees and sometimes they start use abusive language","Show more"
"2.0","15 Oct 2018","Working enviorment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW22969691.htm","Anonymous employee","Current employee","","Rbl only providing banking status thats it","There is no concept of wok life balance ...eventhough working on  sat n sun in roaster  instead of fixed off","Show more"
"5.0","30 Sept 2020","i really appreciated the opportunities gave me during my tenure at sbi card. good experience for my career","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW36564338.htm","Branch relationship executive","Former employee, more than 1 year","Eranakulam","sales is my favorite challenge i really focused on my product quality and grow up for my company","lot of competitors are there but i don't care im looking for my sales and i got it for achievement","Show more"
"2.0","1 Dec 2020","It was good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW38932512.htm","Customer service manager","Current employee","Bengaluru","Management expects a lot without proper training and plaining and not providing access tools never thinks about employees","When GE AND SBICARD Done excellent job Employees and customer satisfaction was excellent after GE exit values goes down","Show more"
"5.0","26 Jul 2021","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50302989.htm","Sales manager","Current employee","Pune","One can encash his team handling experience, this organization product are well acceptable in the market. Good tie ups done by organization to penetrate the market and the organization is growing like anything.","Monotonus job as they have single product, very limited hirarchy growth as they don't have multiple department options for sales person.","Show more"
"2.0","21 Nov 2021","Nice Company but supportable staffs","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW55650030.htm","Senior executive","Current employee, less than 1 year","Gurgaon, Haryana","Company have strict Rules and Regulations, Staff and Colleagues are good enough to feel a family, salary comes in time process or work related: manager's and am's are supprtive","Management Policy Regarding Employee Wellfare is null","Show more"
"2.0","2 Jan 2022","working experience","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57301344.htm","Underwriting assistant","Current employee, more than 1 year","","easily leaves given , WFH option is there,
got leaves during emergency, cheerful enviornment, good location.","low salry to freshers, sSundays can be wroking , instead of 5 days they can make u work 6 days, stretches are threr but without pay, NO EQUALITY between man & woman, for women no night shifts , no stretches aftr 7/7:30PM, butter licking is there to get promotion,","Show more"
"2.0","30 Mar 2021","Abusive work environment for men","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW44779026.htm","Auditor","Former employee, more than 1 year","Gurgaon, Haryana","Good perks in terms of company benefits","If you are a male, you have to come when they ask you to come. Management sucks, no proper work delegation. People are sitting for year's and getting promoted even though they don't have skillset to be a manager","Show more"
"3.0","24 Aug 2017","Nice to sell the product as the brand name sbi card attached alongwith but extreme politics.","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW16510089.htm","Branch relationship executive","Former contractor, less than 1 year","Raipur, Rajasthan","10:30 to 6 working hours.
Nothing much that i might think of","High pressure.
They Hire sales representative via third party... So neither the sbi card's office seems be the office you work at nor the bank.
No HR.","Show more"
