review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
5.0,25 Aug 2022,Fantabulous,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW68331518.htm,Engineering assistant,"Current contractor, more than 3 years","Good employment culture
Strong back up",No time to be with family,Show more,Cochin,,
5.0,9 Jul 2022,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66492049.htm,Anonymous employee,"Former employee, less than 1 year",I'm vishvaskoriya and I have no fresher I'm currently pass out from 2021,Production engineering I want like to work in production engineer,Show more,Jāmnagar,,
4.0,1 Aug 2022,Work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67416501.htm,Assistant manager,Current employee,,,,Cochin,Sweet PSU job and great work life balance,Working in shift may not be good for some
5.0,12 Aug 2022,Housing,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67854439.htm,Software engineer,Current employee,,,,,None my opinion regarding the issues,It's a good news to work
4.0,8 Aug 2022,Fortune 500 company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67661838.htm,Assistant manager,Current employee,"- PSU
- Fixed working hour","- Shift job
- Monotonous work",Show more,,,
4.0,2 Aug 2022,good place to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67428624.htm,Assistant manager,Former employee,,,,,Good place to learn unlike PSU,toxic boss and his rudimental outlook
4.0,30 May 2022,Thanks,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64839487.htm,Anonymous employee,"Current employee, more than 8 years",Dynamics in day to day world. Very realistic to the world and contacts,"Manager's determine your experience here. if you find a good one, you're saved",Show more,Mumbai,,
1.0,2 Sept 2022,Work conditions and professional growth,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW68642123.htm,Assistant manager,"Current employee, more than 5 years",The compensation is really good .,"No work culture
No work life balance 
Professional growth is too low 
Management hardly cares about employees 
Worst HR policies regarding training",Show more,,,
4.0,21 Jul 2022,Worked as hse advisor,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66972452.htm,Hse advisor,"Current employee, more than 1 year",,,,,Very nice people and great company for development,None I had no bad experience
5.0,8 Jul 2022,Good Working Exposure,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66468211.htm,Manager retail operations,"Current employee, more than 8 years","Diversified business in energy sector
Employee find good exposure in working different fields",Being PSU Decision making is limited.,Show more,Mumbai,,
4.0,21 Jul 2022,Got to learn alot,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67009559.htm,Research intern,"Current intern, less than 1 year",Scientists are great at their job,Not good working environment here,Show more,Greater Noida,,
4.0,25 Jul 2022,Sales,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67147690.htm,Retail sales officer,"Former employee, more than 3 years",,,,,Good learning and opportunities available,Nothing much but better work distribution can do
4.0,2 Jul 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66218176.htm,Anonymous employee,Current employee,"Cross functional experience 
Everything depends on boss
Good network","No transfer policy  very random
Poor decision makings of top management",Show more,,,
2.0,22 Jun 2022,It's just okay,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65888223.htm,Assistant manager,Current employee,"Salary structure is good 
Perks and medical benefits are good","No knowledge sharing 
Work life balance is not there 
Transfer take place frequently",Show more,,,
5.0,30 Jun 2022,"Good Environment to work, No workstress",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66137000.htm,Graduate engineer,"Current contractor, more than 3 years",,,,Nashik,Good culture and Team. Freedom work,Contract based job no facility and life
3.0,16 Jul 2022,Senior  Executive Assistant,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66769312.htm,Assistant manager,"Former employee, more than 10 years",,,,,"Career oriented, scope for Promotion","Less manpower, to much tasks,"
4.0,5 Jul 2022,Company review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66299037.htm,Apprentice,"Current intern, less than 1 year",,,,,Good learning Environment and Good Facilities,RLC Or HR Department is very pathetic
1.0,24 Sept 2022,Nice,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW69416323.htm,Anonymous intern,Former intern,,,,,Work expr good for carer,Pay low can better pay
3.0,4 Jul 2022,Good place,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66289133.htm,Operations manager,"Current employee, more than 10 years",Friendly work place you’ll enjoy,Politics can be a trouble,Show more,,,
5.0,29 Jun 2022,Rotary,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66102884.htm,Rotary engineer,"Current contractor, less than 1 year",,,,Mumbai,"Supportive management,team working,efforts Towards jobs,",Communication problem mobile is been not allowed
3.0,1 Jul 2022,Chemical Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66200198.htm,Executive officer,"Current employee, more than 5 years",,,,"Bīna, Madhya Pradesh",Ok nice environment in bina,Remote area working for city
4.0,10 Jun 2022,Great place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65386472.htm,Assistant manager,"Current employee, more than 3 years","Good pay
Work life balance
Scope for growth","Skill development
Job satisfaction
Abnormal shift timings
Night shifts
High cost of living (Mumbai)",Show more,Mumbai,,
5.0,14 Jun 2022,Work review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65548863.htm,Mechanical engineer,Current employee,,,,,Good company to do job.,Work environment is not proper and management is very week.
4.0,13 Jun 2012,Review based on my profile and experience only. Not applicable to all BPCL employees,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW1595891.htm,Assistant manager,"Current employee, more than 1 year","-People are technology friendly.Technology driven organization compared to normal PSUs.
-Still following the organization culture of Shell, it's parent company- professionel in most aspects.
-A solid support system involving channel partners and company employees across the country makes one feel at home, in any place within the geography of India.
-Entrusts lot of responsibilities on youngsters.
-Job involves lot of decision making and freedom
-Senior management have visionaries among them who have the ability to inspire and guide young people like us.
-Very approachable seniors. 
-Excellent training and a hand-holding during the initial days to get used to our jobs.
-Very challenging job profiles on offer.
-Of Course good money (satisfies Need, not Greed):)","-No HR role interactions at all especially for field staff.
-One might be posted in an up-country location wher one will be the only one posted.
-Most profiles involve a lot of travelling.
 -Strategic Planning while conduct of business seems to be lacking( my take after only over an year of experience which  may not be correct.)
-Growth not comparable to private MNCs but the experience is much more rewarding (I have experience of working in an MNC too).
-Very hectic job profiles as opposed to popular perception and result oriented appraisals keeps our anxiety levels high.
- Conservative superiors who may not be aggressive in their actions to survive in a competitive market makes us work within constraints at times.",Show more,Mangalore,,
4.0,14 Jun 2022,Managing Retail Sales,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65500619.htm,Retail sales officer,"Former employee, more than 3 years","Best Learning environment
Good leadership
Multiple roles over years",No cons as such . Overall Good,Show more,Bengaluru,,
4.0,25 Jun 2022,Goof,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65968517.htm,Team leader,Former employee,,,,,Good environment and support staff,Not bad for permanent work
5.0,5 Jun 2022,Best place to work for,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65121156.htm,Junior engineer trainee,"Current intern, more than 1 year",,,,,Great learning experience and grest future ahead,Working with highly heated machine
5.0,10 Jun 2022,Good exposure,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65374801.htm,Graduate apprenticeship trainee,Current contractor,"Flexible timings
Lot of networking
Good training",Absorbing after apprenticeship not done,Show more,Tiswadi,,
5.0,3 Jun 2022,A good PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65059589.htm,Anonymous employee,"Former employee, more than 10 years",,,,,Has freedom to learn & work,Some limitation as a PSU
3.0,30 May 2022,Good work exposure,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64863952.htm,Demand planner,Former employee,,,,Mumbai,"Chilled working hours , no pressure. Good perks","No growth, bureaucracy, slow work"
5.0,2 May 2022,Best place to work with.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63530998.htm,Data analyst/data scientist,Former employee,,,,,Highly qualified senior to help you along with your task.,Exposure given to us can be bigger for new Trainee.
2.0,25 May 2022,Very less compensation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64687918.htm,Executive,"Current employee, more than 1 year","Excellent facilities & nice work environment, culture",Less perk & higher work load,Show more,Mumbai,,
5.0,22 May 2022,Good to start,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64521274.htm,Gat trainee,"Former employee, more than 1 year",,,,Surat,Good for learning while starting your career.,Bad management for graduate trainee
3.0,21 Apr 2022,JUst another PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63087958.htm,Assistant manager,Current employee,Work life balance and nothing,mundane work culture and a lots,Show more,,,
5.0,21 May 2022,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64469624.htm,Graduate trainee engineer,Former contractor,,,,,Nice opportunity for freshers to learn,It was a positive  vhijj
5.0,15 May 2022,A safe career opportunity!,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64178177.htm,Anonymous employee,"Former employee, more than 3 years",,,,,Work culture is great. Also pays well.,Carrer growth is very slow.
5.0,8 May 2022,"PSU by design, MNC by culture",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63809077.htm,Senior manager - internal audit,Current employee,,,,,"flexibility in working style, good people.",limited opportunities in terms of growth path
4.0,1 May 2022,Caring company. MNC in the garb of PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63499443.htm,Anonymous employee,Current employee,,,,,Good place to work for a person,Uncertanity due to Govt's plan of disinvestment
3.0,21 May 2022,Culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64492463.htm,Assistant manager,"Current employee, more than 3 years","1 Good Salary
2 Good leaves","1 Bad working culture
2 Overtime is very common",Show more,"Kota, Rajasthan",,
1.0,23 Jul 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW67075014.htm,Manager,"Current employee, more than 5 years","Good experience overall,good work life balance",No cons to specify at all,Show more,Eranakulam,,
5.0,4 May 2022,good company to be in,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63654356.htm,"Senior manager, marketing",Current employee,,,,,freedom to act and decide,it is individual centered. same pace of growth
5.0,8 May 2022,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63813978.htm,Company secretary,Current employee,,,,,"Secured job, compensation and work environment",Growth opportunities are less in the market
1.0,25 Mar 2022,Worst policy,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61773680.htm,General labour,Current employee,"Work pressure is ok, easily work can do","Categories in employee system
Management & non management
I am in non management (diploma in electrical engineering)
I get 33000 rupee per month this is very hard to survive and not like other PSU township provided one of the worst policy for only non management management are sucking the company.",Show more,,,
5.0,29 Apr 2022,Good one,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63443619.htm,Field engineer,"Current contractor, more than 3 years",Temporary employment no security of job,No growth at all here,Show more,Indore,,
4.0,11 May 2022,engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63985806.htm,Engineer,"Current employee, less than 1 year",,,,Cochin,over time work and good money,about to sell the company
5.0,6 May 2022,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63756097.htm,Graduate apprentice trainee,"Current intern, more than 1 year",,,,,Good place to learn and grow,No cons about the company
4.0,22 Apr 2022,Great environment to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63157997.htm,"Civil engineer, site engineer",Former contractor,,,,,Very good environment to work,Hire candidate on contract and then doesn't make it permanent
5.0,3 May 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63598980.htm,Solutions architect,"Former employee, more than 5 years",Overall good and learning platform,Not much. All is well,Show more,Mumbai,,
3.0,16 Apr 2022,Not bad,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW62870589.htm,Intern,"Current intern, less than 1 year",Good environment to work in i guess,Boring but still boring so I guess it's kinda ok,Show more,New Delhi,,
1.0,17 Jul 2022,No mention,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW66808482.htm,Hse specialist,Current employee,,,,,Points are too minimal for sharing,No mention for the same
4.0,8 Apr 2022,Overall a great company that offers worklife balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW62520659.htm,Instrumentation engineer,Former employee,"- Good Staffs
- Good working environment",- Growth in work is less,Show more,,,
3.0,21 Apr 2022,Like,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63090597.htm,Front end cashier,"Current employee, less than 1 year",,,,,Very good to work to work with,Easy to use the best for
3.0,29 Jan 2022,Leadership experience early on,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58761163.htm,Assistant manager,"Current employee, more than 5 years",One of the major advantages is that you get to manage a lot of stakeholders at an early point in your career.,Growth is dependent on the vertical you're in and may be limited due to the way in which many roles function.,Show more,Cochin,,
3.0,25 Apr 2022,Company Culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63233483.htm,Anonymous employee,"Former employee, more than 5 years",,,,,"Job security, good pay scale","No Work life balance, bureaucracy"
2.0,22 Apr 2022,Work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63152601.htm,Assistant manager,"Former employee, more than 5 years",,,,Mumbai,Security of job and perks,Discriminatory work environment and too much politics
3.0,26 Mar 2022,Very good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61806179.htm,Travel and logistics head,"Current employee, more than 5 years","Challenging, exiting, Learning , digital,","autocracy, Peers, to operational, demanding",Show more,Orissaare,,
3.0,21 Mar 2022,Good pay,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61507182.htm,Senior manager,"Former employee, more than 10 years",good salary and facilities at psu.,work life balance is 0 work on sundays as well,Show more,"Jalandhar, Punjab",,
4.0,30 Mar 2022,Good company going through transition,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61999138.htm,Anonymous employee,"Current employee, more than 8 years",,,,,"Freedom to explore work, company invest on education",Lot of dependency on line manager
5.0,22 Mar 2022,Work culture & Opportunities,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61615309.htm,Ca industrial trainee,"Former intern, less than 1 year",,,,Chennai,Great work culture and ample career growth opportunities,There were no downsides to working here.
1.0,25 Jun 2022,PSU,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW65970845.htm,Manager,Current employee,,,,,"Job security, decent pay, good perks","Politics, bureaucracy, NO merit, growth path"
5.0,28 Mar 2022,Great place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61859644.htm,Bpcl,Former employee,,,,Mumbai,"Good culture, pay, benefits, facilities","Less challenges, Change resistance, Less growth"
4.0,20 Mar 2022,BPCL Employee review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61451145.htm,Procurement leader,Current employee,,,,,"Good paymaster and allowances, benefits etc",Work culture is not employee friendly. Poor work life balance.
5.0,9 Mar 2022,Apprentice as a full time employee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60899999.htm,Graduate apprentice trainee (gat),"Former intern, less than 1 year","Great place to work
Knowledge on different departments",Common things that you encounter in Retail Petroleum industry,Show more,Visakhapatnam,,
4.0,28 Mar 2022,Good workplace,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61916709.htm,Assistant manager,"Current employee, more than 3 years","->Good pay for freshers
->challenging work place","-> Bureaucratic structure
-> Rural location posting",Show more,Jājpur,,
5.0,28 Mar 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61861549.htm,Gat mechanical engineer,"Former intern, more than 1 year",,,,,Good and learn about installation,Just one year after of training
3.0,8 Feb 2022,No Career Growth,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59317001.htm,Territory sales associate,"Current contractor, more than 1 year",Even being a PSU work as standard corporate office,"No proper compensation & benifits for contract staff
Exploitation of contract staff and public resources",Show more,Bathinda,,
5.0,8 Mar 2022,Manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60803514.htm,Anonymous employee,"Former employee, less than 1 year",Good company to work and very good,Not environment friendly at all,Show more,Kada,,
3.0,13 Feb 2022,Good company but less exposure,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59616339.htm,Graduate apprentice trainee,"Current employee, more than 5 years","Good salary 
Learning of oil & gas industry
Chance to learn about various technology, working of machines etc.","Egoistic management, no proper training, lesser exposure",Show more,Sinnar,,
5.0,22 Mar 2022,stipend,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61569237.htm,Ca industrial trainee,Current intern,"Good work environment, flexible working hours","little work politics
rest is good.",Show more,Calcutta,,
5.0,12 Mar 2022,Great place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW61033649.htm,Assistant manager,Former employee,,,,,Great place to work and vibrant environments,"Nil, good place to work"
5.0,1 Feb 2022,Wonderful working experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58936586.htm,Graduate apprentice trainee,"Former contractor, more than 1 year",A good place to learn and grow for emerging engineers.,No cons. Only they delay the stipend every month.,Show more,Chennai,,
1.0,20 Jan 2017,"Autocratic Managers, Absolute disregard to your academic qualification",https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW13419194.htm,Executive engineer,"Current employee, more than 3 years","pay and benefits are good,","Although, it is a good company with Navaratna status, the managers are the ones who damage its reputation.
Senior Management:-
1) They will absolutely disregard your educational qualification and the job profile they give will be irrelevant to what you have specialized in. I know of many electrical engineers who were looking after civil jobs and mechanical engineers are expected to perform civil/electrical jobs. When asked, they'll say, all such departments are mere divisions and you have attitude problems.
2) Senior Management will aggrandize their power to subdue and undermine you. They'll ask you to stay back unnecessarily at workplace. If you have certain personal problems, it will not be considered. Juniors are dominated by seniors.
3) If you are sincere and serious about work, BPCL isnt the place for you as its all about politics, favoritism/Nepotism/Political influence taking precedence. I even know of a guy who was denied his first promotion on no solid grounds.
4) If you are a junior at workplace, seniors, instead of encouraging and training you, will threaten you and dump all their work on you. You will be rendered helpless in such situations and for any mistake they commit, you will be made the scapegoat.
5) No career prospects or future aspirations can be there in such an atmosphere.",Show more,Cochin,,
3.0,4 Mar 2022,decent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60637764.htm,Assistant manager,Former employee,,,,,job stability and good salaries,outdated procedures with staff engaged only in oil and gas
4.0,5 Mar 2022,VERY AMAZING COMPANY,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60672519.htm,Mechanicalengineer,Former employee,,,,,good managers and good supervisors,bad cordination in the field of construction
3.0,28 Jan 2022,Employee datisfaction,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58735700.htm,Chief general manager,"Current employee, more than 10 years",Great Legacy and tremendous resources,"Communal ,regional biases .Hard working no reward .Importance to sycophancy",Show more,,,
5.0,1 Feb 2022,Trained for 1st 6 months and last 6 months as wagon officer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58893232.htm,Graduate apprentice trainee (gat),"Current intern, more than 1 year","Good environment.
Learnt multi-department knowledge.
Improved my management skills.",Risk factor inside the installation is high.,Show more,Coimbatore,,
5.0,4 Mar 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60627733.htm,Internship,"Current employee, less than 1 year",,,,Greater Noida,good and should go ahead with it,I dont see any cons.
4.0,19 Feb 2022,Good perks and nice place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59950717.htm,Assistant manager,Current employee,,,,Bhopal,Good incentive and good place to work,Time management is not good
4.0,8 Mar 2022,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60782111.htm,Senior manager it,Current employee,"management approval
timely salary
work life balance",Nothing that i can think of,Show more,Mumbai,,
1.0,16 May 2022,Worst company to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW64201019.htm,Anonymous employee,Current employee,,,,,Good benefits apart from salary,"Worst work culture, least empathy for employees"
2.0,24 Feb 2022,No use of apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60226878.htm,Graduate apprentice trainee,"Current intern, less than 1 year",,,,Warangal,If you have no option then join BPCL apprentice,Waste of one year time
5.0,5 Mar 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60694722.htm,Manager,Current employee,,,,Guwahati,Pressure and timing and human,Health and businesses and ideas
4.0,28 Feb 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60435455.htm,Panel officer,"Former employee, more than 1 year",,,,,"Work culture, benefits, salary, colleagues","Individual growth, job location, rota shift"
5.0,18 Feb 2022,Good worksatation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59905587.htm,Field engineer i,Current employee,,,,Tuticorin,Workspace to educate yourself with practical knowledge.,Contractual Employees are higher than Permanent.
5.0,20 Feb 2022,Nice work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60009303.htm,Anonymous employee,"Former employee, more than 1 year",,,,,"cooperative, assisting, helpful, positive environment",none of the consequences are their
4.0,17 Feb 2022,NA,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59867493.htm,Management trainee,"Current employee, more than 1 year",Good company to work with.,Work life balance is not good,Show more,Barauni,,
5.0,25 Feb 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60272883.htm,Talent acquisition,Current employee,,,,Kottayam,good work environment for freshers,Th ecompany was bad for me
2.0,20 Jan 2022,JOIN ONLY IF FACING FINANCIAL CRISIS,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58233490.htm,Graduate apprentice trainee,"Current intern, less than 1 year",salary is good and do not require any hard work as such.,does not worth that training,Show more,New Delhi,,
3.0,19 Feb 2022,Work life,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59952190.htm,Manager,Current employee,,,,,Company invested in future and profit.,Horrible work life balance for lower management cadre.
3.0,13 Feb 2022,Good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59600440.htm,Anonymous employee,"Current employee, more than 3 years",,,,,Good place to work for freshers,Learning opportunities are less and job is monotonous
3.0,19 May 2016,Fed up here,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW10656898.htm,Applications developer,Current employee,"Good Food.
Easy work schedule, little load, so most people prepare for GRE etc and leave as soon as possible.
Health care, they pay your medical bills.","Useless, low value work, most people don't work most of the time.
No accommodation available for new joiners. They don't pay you enough to get a house for rent in Mumbai, so you live like a poor person, with low standards of living. This is the worst con.
Butt kissing is abundant. If you can kiss good butt, good place for you to work.
Very slow progression. Your friends in private companies would have doubled their income, while you'll be getting 1200 rs per year increment. No matter how hard you work, you won't be promoted in less than 3-5 years, that's the policy.
Salary- at the time of recruitment, they tell you it's 12 LPA, in hand you'll get 45-48k per month.
Work Experience is negligible, as the work is generalized, and not specific. In college you learn engineering and technology, here you make excel sheets, so learn a few excel macros and formulas.",Show more,Mumbai,,
5.0,22 Feb 2022,Sales manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60101310.htm,Chief manager sales,Current employee,,,,New Delhi,Good company work with in,Psu and being govt setup
4.0,23 Jan 2022,Interesting sales and distribution role,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58391160.htm,Executive sales manager,"Former employee, more than 3 years",Exposure to sales and distribution function,Salary is too low. 6 day work week.,Show more,,,
5.0,24 Jan 2022,Stellar place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58419534.htm,Anonymous employee,"Current employee, more than 8 years",,,,,"Good human practices, Competitive Benefits and above all a care for employees",Bureaucracy needs to be done away with
4.0,13 Feb 2022,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59581753.htm,Sales manager,Current employee,"1. Lot of responsibilities 
2. Lot to learn",Slow and Defined path of growth,Show more,,,
5.0,26 Jan 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58578986.htm,Technician apprentice,"Former contractor, more than 1 year","Discipline, surrounding, Co-workers, Culture, Safety",Ther is only one con specially for it was far away from my house,Show more,Chembur,,
4.0,13 Feb 2022,best company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59587135.htm,Anonymous employee,Current employee,,,,Sonbhadra,good environment of work good pay scale,not every where located india
4.0,13 Feb 2022,Supportive environment,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59583311.htm,Ca industrial trainee,"Former employee, less than 1 year",,,,,Helps to build good network,Lower stipend than industry average
1.0,21 Apr 2022,Worst company to work for,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW63101142.htm,Sales officer,"Current employee, more than 5 years",,,,,Nil pros of the company,"Worst working culture, 0 work life balance"
1.0,26 Feb 2022,Very Bad experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW60343608.htm,Manager,"Current employee, more than 10 years",I have been an employee for past ten years and last few years have been horrible.,"No recognition of good work
Company politics and favouritism
Undeserving people get good profiles and SBUs",Show more,,,
5.0,10 Feb 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW59441628.htm,Graduate apprentice trainee,"Former intern, less than 1 year",,,,,Good and great for fresher,No cons as a trained
4.0,24 Jan 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58467788.htm,Assistant manager,"Former employee, more than 1 year",,,,Mumbai,It was a good experience.,"Too slow process sometimes, decisions are taken too slowly."
4.0,29 Jan 2022,Decent experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58765534.htm,General management intern,Former intern,,,,,"Chill work culture , decent pay",Less learning curve and opportunities
5.0,28 Jan 2022,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW58709585.htm,Operations manager,Former employee,,,,Indore,work culture better as per PSU,Staff and career growth poor
