review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
3.0,17 Mar 2021,Good experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44157914.htm,Lab analyst,Current contractor,"You will learn all the instruments
Colleagues are good","Management is worst.
Management not discuss anything with employee.",Show more,Mumbai,,
4.0,22 Mar 2021,Decent Pay and Benefits,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44375041.htm,"Senior manager, operations",Former employee,"Diversity in tasks and responsibilities.
Stability",Higher Management least concerned about experienced staff resigning.,Show more,Chandigarh,,
5.0,22 Mar 2021,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44377538.htm,Assistant manager,"Current employee, more than 3 years",,,,Dhanbād,Good salary at the corporation. Very professional work culture,No such cons at the corporation
5.0,24 Mar 2021,Great company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44476294.htm,Advertising and marketing,Current employee,,,,Mumbai,"Employee friendly, ethical. Great knowledge learning.",Pros outweigh the cons .
5.0,4 May 2021,Amazing place to work at !!,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW46434595.htm,Anonymous employee,Current employee,"Good environment
Learning Opportunities
Good compensation structure",None i can think of.,Show more,,,
4.0,7 May 2021,Best experiance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW46643135.htm,Anonymous employee,Current employee,"Exposure with a skilled team.
Oppertunity to head a team.","Not much.
safty concerns and poor accessibility",Show more,Cochin,,
5.0,31 May 2021,Very good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW47694458.htm,Shed in charge at bpcl lpg,Current employee,,,,"Nāgpur, Maharashtra",Bharat petroleum is a great company,That is a very important thing for 2weeks
5.0,10 Jun 2021,Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW48156579.htm,Ca industrial trainee,Current employee,,,,Mumbai,It is one of the best company to work,No cons to be very specific
5.0,15 Jul 2021,Good place to work.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW49822378.htm,Instrumentation engineer,Current contractor,,,,Cochin,"Advanced facility, Work life balance is good,","Chemical Industry, Exposure to Hydrocarbons"
4.0,19 Oct 2021,Navaratna Company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW54188276.htm,"Senior manager, operations","Current employee, more than 3 years",,,,,"Benefit, Medical Reimbursement, Accommodation, Easy low interest Loans,","Work-Life Balance, Long hours, Impossible expectations, Bureaucracy."
3.0,19 Oct 2021,No,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW54225541.htm,Contractor,"Current contractor, more than 5 years","Good company, best atmosphere, best place","Not good for fresher, senior are not corporate to workers",Show more,,,
5.0,23 Oct 2021,Officer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW54395676.htm,Officer,"Current employee, more than 5 years",,,,Mumbai,Public sector company. Govt of india,It's good to learn refineries and apply domain knowledge
5.0,27 Nov 2021,Operating Cost Management Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW55907472.htm,Intern,Former intern,,,,,Good Learning about the domain knowledge,Nothing as of know to say
3.0,29 Nov 2021,Operations Officer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW56011890.htm,Operations officer,"Current employee, more than 3 years",,,,Navi Mumbai,"- A Maharatna PSU, good allowances as a fresher",- BPCL is going to privatize soon
5.0,6 Jan 2022,good  company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW57494166.htm,Management trainee,"Former employee, more than 1 year",,,,,good salary structure and low work pressure,slow growth as compared to others
2.0,11 Dec 2012,No learning,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW2200137.htm,Executive operations,"Former employee, more than 3 years",There are no pros...except job assurance,Work not challenging...work conditions not good,Show more,,,
4.0,5 Nov 2015,Business Development Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW8558553.htm,Anonymous employee,"Former employee, less than 1 year",,,,Mumbai,"Good Working Culture,Flexibility  regarding work","low salary, fixed increment , less opportunites"
3.0,20 Feb 2017,Not enough importance given,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW13861904.htm,Anonymous intern,Former intern,,,,,Good exposure to plant scene.,Not enough importance given to junior in terns
5.0,23 May 2017,bharat petroleum,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW15170968.htm,Assistant manager,"Current employee, more than 3 years",,,,Mumbai,nice pay and benefits. challenging job.,slow growth. bad culture. man power crunch.
5.0,31 Dec 2017,Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW18528141.htm,Anonymous intern,Former intern,,,,,Competitive Environment. Management was trying to do something new,Conservative people. They ignore suggestions
4.0,5 May 2018,Average,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW20448254.htm,Anonymous employee,"Former employee, more than 3 years",,,,Mumbai,Starting salary very much satisfactory.,"Monotonous work style, minimal work life balance, salary increments low"
3.0,23 Sept 2018,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW22616248.htm,Anonymous employee,Former employee,,,,,good pay in the beginning of the career,typical PSU salary growth. i.e very slow growth
3.0,9 Oct 2018,Executive,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW22862203.htm,Sales,"Current employee, more than 1 year","Good money , job security, perks","so much  pressure, bad people",Show more,,,
5.0,21 Nov 2018,Production Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW23517323.htm,Anonymous employee,Current employee,,,,,"Psu, job security , major oil corporation","Slow career progression, salary growth low"
4.0,2 Dec 2018,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW23665421.htm,Anonymous employee,Former employee,,,,,"Salary, job profile, exposure, these mainly",Work life balance is very bad. Postings as well.
5.0,5 Feb 2019,Summer Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW24545279.htm,Anonymous intern,Former intern,,,,,"Wide exposure, Great experience, Talented employees","Fieldwork, Interaction with top management is rare"
5.0,8 May 2019,Good company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW26053286.htm,Anonymous intern,Former intern,"Fixed time
Good safety precautions
Friendly environment",Few days provided for internship,Show more,,,
5.0,9 Jun 2019,BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW26552651.htm,Anonymous employee,Former employee,"good environment to work in.

nice place to work","not such cons

only thing frequent transfers",Show more,,,
5.0,18 Aug 2019,best company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW28702142.htm,Anonymous employee,"Former employee, more than 1 year",,,,Mumbai,"gov sect, best place, good environment, good sallary","no cons, everything is perfect"
5.0,7 Apr 2020,Comments on BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW32646574.htm,Operations officer,Former employee,,,,Mumbai,"Employee Friendly, Great perks and benefits","Hectic many times, uncertain working hours"
5.0,8 Aug 2020,Sr Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW34714139.htm,Anonymous employee,Current employee,,,,,BPCL provides Great Compensations and Benefits,work culture is not that much good
5.0,22 Aug 2020,Very Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW35162723.htm,Graduate apprentice engineer,Former intern,,,,Māhul,"Excellent, Nice Working Atmosphere. Love to work.",Nothing Nothing Nothing Nothing at all
5.0,3 Sept 2020,Great Company to work with,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW35578179.htm,"Senior manager, operations","Current employee, more than 10 years",,,,Mumbai,Excellent colleagues. Good Pay structure,Long and extended working hours
5.0,18 Sept 2020,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW36098163.htm,Internship,Former employee,,,,,"very good company,get to learn a lot",There are no cons for this company
5.0,11 Oct 2020,Great place for work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW37020169.htm,Anonymous employee,Former employee,,,,,vast exposure to technical knowledge,Lack of good management and expertise
3.0,13 Nov 2020,Not a great place to work.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW38306818.htm,Manager sales,"Former employee, more than 10 years",,,,Bengaluru,Pay package is the only reason,"work pressure, no work-life balance"
5.0,18 Nov 2020,Office keval job,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW38500225.htm,Graduate trainee engineer,"Former employee, less than 1 year",,,,Manmād,Being close to home and easily travel,Not Challengeging work on BPCL
5.0,18 Nov 2020,Apprenticeship at BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW38505566.htm,Graduate apprentice trainee,"Former contractor, more than 1 year",,,,Mumbai,"Good work culture, Transparency ,Carrer growth",Not such any cons to mention
4.0,28 Nov 2020,Good experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW38825043.htm,Assistant manager,Former employee,,,,Jabalpur,"Stability, loan, medical facilities, salary, travel","Long hectic working hours, less work life balance"
4.0,29 Dec 2020,Awesome work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW39919581.htm,Sales associate,"Current employee, more than 1 year",Amazing company with good care for employees,I dont think there is any,Show more,"Jaipur, Rajasthan",,
5.0,3 Jan 2021,great work place,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW40027410.htm,Commissioning engineer,"Former contractor, less than 1 year",,,,,great working atmosphere and good team,nothing much I can point out
4.0,14 Feb 2021,Balanced but typical governent thing,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW42489676.htm,Legal,"Former employee, more than 1 year",,,,,Great work-life balance and HR,Very slow and can be frustrating
4.0,19 Feb 2021,Progressive but exhaustive,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW42774152.htm,Assistant manager,"Current employee, more than 3 years",,,,Calcutta,"Benefits , competetive , Learnings,Good Salary","Exhaustive , vague job allocations, regular transfers"
5.0,21 Feb 2021,Excellent govt organisation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW42836019.htm,Ca industrial training,Former intern,,,,,Good stipend. Free Lunch. Sat/sun off,Nothing much to say as cons
5.0,19 Mar 2021,Learn a lot,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44283150.htm,Anonymous intern,Current intern,,,,,Good guidance and lot to learn,Safety awareness is must for all
3.0,26 Mar 2021,Good brand reputation,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44636107.htm,Assistant manager,"Current employee, more than 5 years",,,,Cochin,One of the major companies in India,Transfer and promotion policy is not transparent
5.0,29 Mar 2021,Projects Dept,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW44728924.htm,Senior manager-reliability,"Current employee, more than 1 year",,,,Mumbai,An excellent organization to energize national interests,Too much paper work and process
5.0,11 Apr 2021,GAT AT BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW45350411.htm,Engineer,Former employee,Very good atmosphere to work,No cons to describe  .,Show more,,,
5.0,24 Apr 2021,Good company to gain knowledge,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW45985542.htm,Graduate apprentice trainee,Current employee,"Lot of learning things
Good management",Overall everything is great here,Show more,,,
3.0,6 Jun 2021,Good but not satisfied,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW47959644.htm,Anonymous employee,Current employee,,,,"Nāgpur, Maharashtra","Yes,working with bpcl is good enough",Lengthy work and not satisfied with salary
5.0,21 Jun 2021,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW48607175.htm,Graduate apprentice trainee,"Current employee, less than 1 year",,,,Greater Noida,best for your higher studies,there should be increment in salary of graduate trainee
3.0,2 Aug 2021,apprenticeship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW50572123.htm,Anonymous contractor,Former contractor,,,,Mumbai,get to learn from good management,"Not much fun, boredom, can learn if you want to"
5.0,2 Sept 2021,Very good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW52007041.htm,Senior manager product management,"Current employee, more than 10 years",,,,Ludhiana,Work culture is good and progression is good,Nothing seems to be there
4.0,15 Sept 2021,Good Workplace,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW52625082.htm,Graduate engineer trainee,"Current employee, less than 1 year",,,,,"Good place to work, good incentie",Management pressure these days. Sometimes less workforce available
5.0,30 Sept 2021,Superb company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW53369271.htm,Freelancer,Current employee,,,,Bengaluru,Good place to work for office,Supply chain management is a little difficult
5.0,31 Oct 2021,Maintenance work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW54729196.htm,Mechanical engineer,Former employee,,,,Navi Mumbai,I have 1 year 5 months experience,I'm complet diploma in mechanical engineering
4.0,22 Nov 2021,Intern,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW55727196.htm,Mechanical design engineer,"Current intern, less than 1 year",You ll like the job.,There is tons of work to do.,Show more,"Patna, Bihar",,
4.0,12 Jan 2022,Pipeline department,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW57816910.htm,Electrical design engineer,"Current contractor, less than 1 year",Work load is very less. enjoy work,Saturday is working for contract worker.,Show more,Mumbai,,
