"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"3.0","26 Oct 2013","permanent job","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW3235070.htm","Logistics","Current employee, more than 1 year","Ajmer","","","due to home town i am hare","traditional company not new thinking","Show more"
"3.0","29 Apr 2015","2 years above","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW6466839.htm","Anonymous employee","Current employee, more than 1 year","Jabalpur","","","learning and good grasping newer concept","very high ability to tranformer works","Show more"
"3.0","23 Jun 2016","Quality Control","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW11017421.htm","Anonymous employee","Current employee, more than 8 years","Sūratgarh","Good opportunity to grow your self in high level","transfer policy is not there","","",""
"5.0","2 Oct 2018","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW22758471.htm","Anonymous employee","Former employee","","","","Good working culture. Good salery.","Fast and accurate work required","Show more"
"5.0","1 Nov 2018","Home","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW23221799.htm","Anonymous employee","Former employee","","","","Good company good job and","Nothing never know how much","Show more"
"5.0","28 May 2020","Good place for work","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW33410908.htm","Power plant engineer","Current employee","Ajmer","","","1)Attractive salary 
2)Freedom of work","There is nothing to write","Show more"
"5.0","28 May 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW47584370.htm","Dy manager","Current employee","Raipur, Chhattisgarh","Great opportunity for learning and starting career.","Nothing to write as such","","",""
"4.0","13 Feb 2018","best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW19234450.htm","Anonymous employee","Current employee","","quick decision for any job","No major cons in working","","",""
"4.0","25 Jul 2018","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW21642143.htm","Anonymous employee","Former employee, more than 1 year","","","","Good culture, Good management, Good environment","No cons for the company's","Show more"
"4.0","11 Jul 2019","Assistant Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW27925723.htm","Assistant manager","Former employee, more than 1 year","Beāwar","Friendly environment, Good work, Helpful seniors","Sometimes monotonous work, Late hours working","","",""
"5.0","1 Nov 2019","INTERNSHIP","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW30143320.htm","Intern","Former intern, less than 1 year","Ajmer","Excellent Work Environemnt in SCL","Nothing as a con here in SCL","","",""
"5.0","13 Nov 2019","Great Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW30363296.htm","Intern","Former intern, less than 1 year","","Good Place to work there","Could be more good than that","","",""
"3.0","26 Feb 2021","No respect.no growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW43166103.htm","Technical support engineer","Current employee, less than 1 year","Gaya","","","Home location. No growth..fixed salary.","No growth.no yearly salary increment.","Show more"
"4.0","16 Dec 2021","SSO","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW56770369.htm","Senior security officer","Current employee, more than 8 years","Pālī, Rajasthan","","","Better experience in my job","Bad atmosphere, dust, one main gate,","Show more"
"5.0","31 May 2019","Accounts Officer","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW26419638.htm","Anonymous employee","Current employee","","Good people, gain knowledge,","As such nothing, all is well","","",""
"5.0","8 May 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW46648328.htm","Product owner","Current employee","Āgra, Uttar Pradesh","","","Nice company take care
Nice salary","Not much acceleration
Stagnant career.
Other wise fine","Show more"
"4.0","2 Jul 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW49235895.htm","Sales officer","Current employee, more than 1 year","Karnāl","Good work culture and employee relation","Manager should be given more authority","","",""
"3.0","9 Apr 2019","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW25599764.htm","Anonymous employee","Former employee, more than 3 years","Bengaluru","","","so good company M D","leave payment not available here","Show more"
"4.0","2 Dec 2020","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW38978024.htm","Anonymous employee","Former employee","","good accommodation and working environment","nepotism is firmly taking its position","","",""
"4.0","25 Feb 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW43128235.htm","Anonymous intern","Current intern","","Work environmental is good for work","Nothing id bed in this.","","",""
"4.0","7 Apr 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW45138732.htm","Ca article assistant","KEY NOT FOUND: jobLine.reserve-current","Ahmedabad","Environment is pretty all good","Rules and regulations are quite strict","","",""
"4.0","27 Jun 2021","Good job","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW48985866.htm","Financial accounts assistant","Former employee","","good comp culture and work","no cons faced in job","","",""
"4.0","4 Oct 2021","Automation","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW53528029.htm","Assistanat manager","Current employee, more than 8 years","","innovation is at high level","work life balance and appraisal cycle","","",""
"5.0","11 Dec 2021","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW56543163.htm","Assistant engineer","Current employee, less than 1 year","","Working environment is very good","No cons at all ..","","",""
"3.0","1 Mar 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW43303093.htm","It analyst","Former employee","Hyderābād","Good learning and working environment","NA - no cons as such","","",""
"3.0","29 Apr 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW46236403.htm","Anonymous intern","Current intern, less than 1 year","","Nice people and good behaviour.","Too serious about their work","","",""
"1.0","18 Sept 2019","Trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW29300485.htm","Anonymous intern","Former intern","Beāwar","","","Too Much to learn Technically","Politics driven, More favor in absorption to those are relatives. Get hired if you are Jain, or if you have Jack.","Show more"
"1.0","8 Nov 2019","Do not waste your career here","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW30281760.htm","Senior manager","Former employee, less than 1 year","New Delhi","","","Pros only for lethargic and politics oriented people","No professionalism
Managers and senior mngt. Are always rude
It is a Lala shop with a decent turnover","Show more"
"1.0","29 Sept 2021","Very bad value proposition","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW53262845.htm","Projects","Current employee, more than 3 years","","Tbh not even the package was the positive component","Very bad organisation behaviour in this place ! avoid at all costs","","",""
"1.0","9 Aug 2017","poor company","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW16290999.htm","Senior officer","Current employee, more than 1 year","Beāwar","","","No work , salary is on time","Politics un very bad way","Show more"
"1.0","27 Oct 2021","none","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW54548148.htm","Senior software engineer","Current employee","Bhāvnagar","all are good ones here","no cons i have found","","",""
"5.0","27 Nov 2023","Good Summer Intern Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW82121331.htm","Summer intern","Former employee","","","","Networking with Seniors from the company, and at the same time working with them to solve problems.","Working in the scorching heat on-site in Rajasthan, India.","Show more"
"4.0","5 Feb 2023","It’s a tough bone frizzling job","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW73325026.htm","Groundskeeper","Former contractor, more than 1 year","Tororo","","","The amount of time and ability to work with colleagues","The amount of money paid and the inability to skip days","Show more"
"3.0","5 May 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW63720267.htm","Engineer","Current temporary employee","","","","Atmosphere is great and excellent","No innovation and no such improvements","Show more"
"4.0","26 Jul 2011","A good working place, where atmosphere is very congenial , and proactive seniors","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW1036000.htm","Senior manager marketing","Current employee","","","","Is a very big cement company, producing close to 15.5 million MT of cement per year. It has intrests in power also. . The best thing about this organisation it  has a long term clear vision about it's future goals and has lot of inertia to achieve those goals in other words a proactive organisation. A sense of overall satisfaction about this company can be felt from other employees also working here where oppottinuties are there for all of them for their overall development & growth.","It is slightly t on tardy on sales promotional activities from the marketing point of view","Show more"
"3.0","11 Jun 2012","There EXists Room For Iprovement","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW1589568.htm","Anonymous employee","Former employee, more than 3 years","","","","Opportunity of learning was quite good.","Too much work pressure, Lengthy working hours, In some cases favouriatism also seen","Show more"
"3.0","8 Nov 2012","First job experience as trainee was good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW2120780.htm","Anonymous employee","Current employee","","No. 5 company in Manufacturing","Its to much dependency on side of Boss","","",""
"5.0","6 Nov 2021","new","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW55000149.htm","Finance and accounting","Current employee","Plano, TX","strong old and fameous company","long works time busy work","","",""
"2.0","3 Mar 2021","Senior cashier","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW43415399.htm","Cashier","Former employee","","Great company to work with","Not really anything to grudge about","","",""
"4.0","11 Oct 2021","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Shree-Cement-RVW53853934.htm","Anonymous intern","Former intern, less than 1 year","","such a great experience there","not that i know y","","",""
