"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","15 Sept 2024","Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91037537.htm","Relationship manager","Former employee, more than 3 years","Pune","","","","Good working culture, good benefits and seamless systems","Pressure but it can be handled"
"4.0","16 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91043630.htm","Assistant manager","Former employee, less than 1 year","Vellore","Trainings 
Work nature
College 
Teamwork
Salary","Poor work environment 
Bad senior staffs
Target culture","Show more","",""
"3.0","13 Sept 2024","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90982035.htm","Senior manager, operations","Former employee, more than 3 years","Pune","Review for HDFC bank ltd","Good work culture supporting staff","Show more","",""
"4.0","13 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW91003261.htm","Relationship manager","Former employee","New Delhi","Highly talented people
Lot to learn
Lot of high profile connection to make","Bad work life balance 
Low remuneration","Show more","",""
"2.0","8 Sept 2024","A banking professional looking for better oppertunities.","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90810580.htm","Management accountant","Current employee","Mumbai","","","","It is a good place for a beginner to work. Have good job security and holiday policy.","Working hours are too long and not as of career growth."
"3.0","6 Sept 2024","Stable job but slow growth","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90769786.htm","Manager","Former employee, more than 1 year","Navi Mumbai","Stable job, wlb is ok.
Hybrid, 3 Days a week office.","Didn't like mumbai as a office location, they should've open IT department in Pune which was planned but never executed.","Show more","",""
"4.0","12 Sept 2024","Competitive working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90955346.htm","Assistant vice president","Current employee, more than 5 years","Mumbai","","","","Stability and good governance is the key","Pressure environment and system driven processes"
"4.0","11 Sept 2024","Good culture","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90923850.htm","Campaign manager","Current employee, more than 1 year","Mumbai","","","","Good culture and learning scope","Slow growth due to high employee size and budget constraints"
"3.0","13 Sept 2024","Credit Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90992797.htm","Credit manager","Current employee, more than 1 year","New Delhi","Job Security
Flexible timings
Supportive supervisor","Work life balance
Immense pressure
Poor grading system","Show more","",""
"4.0","11 Sept 2024","Related to job","https://www.glassdoor.co.in/Reviews/Employee-Review-HDFC-Bank-RVW90908515.htm","Relationship manager","Current employee","Bengaluru","","","","Good environment, supporting,help to develop skills","Not much,target pressure,more focused only on sales"
