"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","11 Sept 2022","Less salary, good work life baalnce","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW68932360.htm","Product manager","Current employee, less than 1 year","Work life balance, digital adoption","Less salary, bad mouthed heads","","","",""
"4.0","13 Aug 2022","Scientist AR&D","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW67881600.htm","Research scientist","Former employee, more than 8 years","","","","Good Exposure in all CFT areas","Sacrifice for financial and professional growth","Show more"
"5.0","16 Aug 2022","help","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW67973264.htm","E3 engineer","Current employee, more than 1 year","","","Remo, VA","great place to work at","noting bad to say about","Show more"
"3.0","10 Aug 2022","Fast Paced Work Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW67771171.htm","Engineering & maintenance manager","Former employee","Friendly Environment, Good Teamwork, Training provided.","Demanding environment, fast paced, Old equipment.","Shreveport, LA","","",""
"2.0","4 Jul 2022","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW66287008.htm","Manager","Current employee, more than 5 years","","","","Learning opportunities
Good benefits
Good colleagues","Poor work-life balance
Pay is not on par with competitors","Show more"
"5.0","10 Jun 2022","Grate work culture and employment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW65358732.htm","Pharmacovigilance coordinator","Former employee","Patient safety,employees safety and specially Women empowerment","Need to have more branches and more locations for much more employment","","","",""
"4.0","28 Jun 2022","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW66069582.htm","Asst manager accounts","Former employee, more than 3 years","Good working environment, multi national experience","Long hours and nothing to say specifically","","","",""
"5.0","21 Jun 2022","Product Manager Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW65811542.htm","Product manager","Former employee, less than 1 year","","","","Employee Friendly
Flexible Work environment
Employee friendly policies","Too much process oriented company","Show more"
"4.0","21 Jun 2022","Good Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW65817778.htm","Anonymous employee","Former employee, more than 3 years","Good work culture and benefits","No major concerns to highlight.","","","",""
"5.0","2 Jun 2022","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW65040034.htm","Head of commercial excellence","Former employee, more than 5 years","fast and flexible, good relation to people","complience issues, small in world wide","Kyiv, Kyiv","","",""
"3.0","17 May 2022","Full Stack Dev","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW64253310.htm","Applications developer","Current employee, more than 1 year","Good Company, Good environment, challenging work, location , no issues in leaves","Timing , work load,management , poutdated technology","","","",""
"5.0","23 Mar 2022","At Dr.Reddy's good health can't wait. Ensuring good quality products to improve the well being of people","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW61649641.htm","Marketing specialist","Former employee","Great work culture. Stability and good work resources","Excess focus on numbers. Difficult to get ahead","","","",""
"4.0","8 May 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW63810393.htm","Farmer","Former contractor","Interesting place to work at","Timing can be worked on","","","",""
"4.0","21 Mar 2022","Good place to start","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW61516071.htm","Production operator","Current employee, more than 3 years","","","Mirfield, England","Good work environment
Relaxed management style
Good starting salary","No progression
Shifts changed with no pre warning","Show more"
"4.0","13 Apr 2022","satisfied experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW62741228.htm","Quality assurance specialist","Former employee","","","","very competitive work environment.
scope to learn more.","there are no cons as per my view","Show more"
"5.0","26 Jan 2022","Best company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW58564963.htm","Formulation scientist","Former employee, more than 5 years","","","","Working culture is very good
Work -life balance is good
Good learning
Employee friendly
HR and senior management is available to discuss based on employee needs
No restrictions to discuss our ideologies","salary increments is average only, however you will be paid as per market standard","Show more"
"3.0","8 Apr 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW62482105.htm","Scientist","Current employee","Don't allow to work in various vertical","Good overall ok ok ok","Hyderābād, Sind","","",""
"2.0","9 Feb 2022","Toxic work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW59358191.htm","Operations","Former employee, more than 3 years","","","Johannesburg","Colleagues are supportive and collaborative.","Management is corrosive, abusive, and unsupportive even with clear problems being presented. Blind eyes, and only what suits them.","Show more"
"4.0","14 Mar 2022","Excellent organization to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW61184541.htm","Director, r","Current employee, less than 1 year","Respect for the employees, very good benefits","Complex organization, poor clarity on growth","New Brunswick, NJ","","",""
"3.0","20 Mar 2022","Temp QC Chemist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW61480076.htm","Qc chemist","Former contractor, more than 1 year","Good pay for location and experience","Long hours and overworked staff","Shreveport, LA","","",""
"1.0","26 Mar 2022","Run!! Don't apply!!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW61820474.htm","Anonymous employee","Current employee, more than 10 years","","","Shreveport, LA","not much anymore. not a good experience","no work life balance. poor pay. no career advancement. 
management lacks knowledge and integrity. extremely high turn over.  run away as fast as you can.","Show more"
"1.0","20 May 2022","Not good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW64431132.htm","Executive assistant","Former employee, more than 3 years","International, big, known, located in center","Low salaries, bias, no promotion, no culture","Moscow, Moskva","","",""
"4.0","17 Jan 2022","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW58029910.htm","Lead demand planner","Former employee, more than 1 year","","","","1. Great learning curve
2. Industry leading technology (SAP ERP)
3. Visionary leadership
4. People Interaction","1. Extended work hours - especially in the first 10 days of every month","Show more"
"3.0","29 Jan 2022","Great Job","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW58756859.htm","Tooling technician","Current employee, more than 10 years","","","","Great Job steady work good benefits.","A lot of overtime. Hard to hire.","Show more"
"1.0","20 Jan 2022","Bad management","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW58261304.htm","Chemist","Current employee, more than 3 years","","","Shreveport, LA","Gain experience for a beginner","Management not responsive to worker's needs.","Show more"
"1.0","7 Jul 2015","Shreveport location","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7143308.htm","Compression operator","Former employee, more than 3 years","","","Shreveport, LA","The wages, health and vacation benefits are very good. The only three things I miss about working there.","Management does not work well with the manufacturing labor force. Communication between shifts does not happen. There is no real accountability for the job each shift does or doesn't do. The walk behind fork lifts are old, under powered and slows down production. the plant was opened with an outdated water system that should have been updated before they opened their doors. The vacuum system for the presses is inadequate making them run very inefficient and dirty which makes it difficult to produce quality tablets. The company was hasty in opening the plant without updating essential processes before opening. Plus the Negative feedback that is constantly thrown at the operators make it a real hastle to work there. The Process incidents that occur there would probably be cut down drastically if these issues were addressed. And the management would probably be a lot less stressed and would probably not create such a negative atmosphere.","Show more"
"4.0","10 Jun 2012","DRL is driven by intellect and practically managed company having high potetial for growth.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1580229.htm","Junior manager","Former employee, more than 3 years","","","Baddi Bāri","DRL have many intellegent employees as required for the high growth. Its also a practically managed organisation. Normally it functions professionally. Has got hugh potetial for the growth and is result oriented organisation. It has set certain goals and objectives to guide itself to success.","As every principle has got some pros and cons, DRL's way of management is no exception. Practical approach to Management is having toll on many of intellegent people who fall prey to the oraganisational politics. Since its professionally managed, nothing is being done to understand the grassroot situation at shopfloor. 'When we aim for long term success, we need to be patient"" is the slogan that Top Management need to understand letter by letter.","Show more"
"2.0","22 Jan 2017","In the US, It’s just a paycheck","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW13427475.htm","Anonymous employee","Current employee","","","Princeton, NJ","In India, the company has a good reputation.
The only other Pro that can be listed is that the company has many bright managers from India who have experience in working outside of India.  But even this Pro has a Con associated with it, because unless you are one of these ethnically Indian managers in the US, or somehow connected with the Hyderabad management family, you will get zero career development in the US office and will not have much chance of promotion.","US office is the main pipeline to rotate through the preferentially selected India management for a 2 year stay in the US.
There is a constant movement of management through the US subsidiary from India and there is no  medium-term or long-term opportunity for the US employees.","Show more"
"2.0","18 Nov 2011","Think twice about a job with Dr. Reddy's!!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1206030.htm","Buyer","Former employee","","","","The very best reasons to work at Dr. Reddy's are the people (non management) who work there.  They hire top notch people and this level.  The benefits are wonderful and the hours can be very flexible.","Management!  The Site Leadership Team (SLT) believes they are above everyone who works for them.  They travel to insignificat meetings across the world and do not report to the ""lower levels"" what information they garnered during their travels.  If you look up the management on Linkedin you will see that they don't have strong resumes, meaning no strength in their field so they rule by being over dominant or yelling.","Show more"
"3.0","2 Aug 2019","It's been fun.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW28396459.htm","Anonymous employee","Current employee","","","","The parties. Every other month or so there is a going away party for people going back to India. I really did not like seeing them go, but the parties themselves were a place to relax. It's too bad if you have a great deal of work to do, because the party will come to you, asking why did not attend. So it is crucial that you put your work aside to attend.
They make you feel like an intricate part of the team. The people at Dr. Reddy's are amazingly talented and smart.","Work life balance does not exist. The new CEO Marc is very kind and encourages it, however the place is run like a 24/7 open all night business. You may be in the office until 8pm frequently.  Working ten hour days five days a week is draining.","Show more"
"1.0","18 Dec 2020","Worst place Ive ever worked","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW39612455.htm","Quality control","Former employee","","","Shreveport, LA","The people (excluding management) you work with on a daily basis were great","HR thinks she runs everything, which she does. She decides who gets raises and who is hired, even though she doesnt understand what qualifies a person for certain positions. They try so hard to make people believe that they ""care"" but as many emails as they send, it doesnt make up for their actions which show they really dont care about employees. Many, many decision are made on a whim without thinking them through. They are not open to new ideas and do not like changing their ways so if you come from another company and have advice on how to make some improvements be prepared because they dont want to hear it. The biggest problem I had was when management had an issue with something they never came to tell me so that I could fix it, instead they waited until my review to knock off points. When I said I thought it was unfair (because to me I should have been notified about it at the time, not months later) they just shrugged their shoulders. There are so many great pharma companies to work for, pass on this one!","Show more"
"1.0","23 Aug 2016","Disappointing","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW11656645.htm","Quality control technician","Former employee, more than 5 years","","","Shreveport, LA","Benefits are above average, good experience, on-site lunch, pay can be above average, most people are very helpful","Promotion opportunities, HR, no work life balance, coworkers, undisciplined, poor training, technology behind the times","Show more"
"2.0","10 Feb 2016","Impossible","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW9518944.htm","Compression operator technician","Former employee, more than 1 year","","","Shreveport, LA","Benefits package is amazing and 401k contribution is top line. Pay is potentially good.","Impossible to level up to get pay raise. Management is ridiculous. Upper management is awesome, but front-line is horrible. They are more worried about looking good as opposed to quality of product. HR representatives, other than HR director, are impossible to deal with. Not helpful at all. Instead of supporting the employee and lending a helping hand, they treat you as if you are insignificant and a bother.","Show more"
"4.0","3 Nov 2015","Fair Enough","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8524346.htm","Quality assurance","Current employee, more than 3 years","","","Shreveport, LA","They have great pay and benefits as well as regular hours. People are friendly work hard to produce the best product possible.","Takes entirely too long to go through the hiring process. It takes an average of 2-3 months from the initial interview to your actual start date. The Shreveport site is behind the times with certain processes and software.","Show more"
"3.0","18 Jun 2012","Satisfying Professionally but No personal growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1618253.htm","Anonymous employee","Former employee","","","","Conducive environment for employees and the employer is known for employee care...takes best care of employees. The exposure one gets is of international standard and one really feels elated to work to be part of Dr.REDDY's.","L+1 are the once who decide the fate of the subordinates even that it boasts of having a transparent appraisal system, employee also should be present when the reviews are going, so that it will be clear to the employee whats happening and why and even can know what his L+1 is portraying about the employee.","Show more"
"1.0","3 Oct 2016","Stay away","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW12161080.htm","Anonymous employee","Former employee, less than 1 year","","","Mirfield, England","100k to family members if you die working for the company","This is a review based on the site in mirfield, UK. Really bad company to work for, people are horrible, management treat people like crap, SOP's are rubbish. Management tell you off in front of other people. The lab is VERY old, the karl fischer is older than me. Many instruments are not GMP compliant. Recently they tried hiding a lab from the FDA and got caught, this can be googled. 

The place is VERY dirty, as the site is in the middle of nowhere, it is surrounded by trees and water, there are flies everywhere, especially dead ones in the lab and management dont do anything about it.

Overtime is an expectation and you HAVE to do it but they won't pay you for it. After a few months I couldn't take anymore and left. This was the most depressing time of my life.","Show more"
"1.0","29 Mar 2018","Worst place to work in the Netherlands","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW19922368.htm","Anonymous employee","Former employee","","","Leiden","Nice and friendly colleagues in the team, flexibility on working hour","A terrible management system, where you can not trust any word or work of management and also practically should never question them, even though you find their brilliant idea stupid. They believe any success is due to their managment talents but when there is a failure, they are hunting a low level employees as victim.
As a loyal and hard working person, here is a hell, where they over use you for their success and they don't care about you, as you rarely get promoted. However if you are lucky to be in direct contact with CTO you will get promoted very fast. Other way is to show your self always busy and important and be a showman or you can simply be a rat, as it is supported by management.","Show more"
"2.0","13 Feb 2019","Great Place to get Experience, but not well run. Learn and Run!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24679605.htm","Associate director","Former employee, more than 1 year","","","Plainsboro, NJ","Good pay, nice benefits. Generally nice people working there.","Biased against non-Indian folks, besides sales and HR, I didn't know of any non-Indians in the US office who got promoted. Departments don't talk to each other, and so processes are either weak or non-existent. Metrics aren't used for reviews; I was given a poor review for literally not staying past 5 PM at my desk, with absolutely no regard to my actual job performance.","Show more"
"1.0","2 Feb 2015","Too many bean counters in key positions. 'Global' is just a punchline.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5830941.htm","Anonymous employee","Current employee","","","","Gives great experience if they like you. Open minded in terms of diversification of roles and skill sets, great place to try new things and stretch comfort zones.","HR & finance functions still live in the pre-liberalization India of the 70s and 80s, when 'war for talent' was unheard of and having a job, any job, was considered to be a blessing. Too many people with this mindset are in key positions in HR and Finance, leading to constant dissatisfaction and attrition. Increments (both annual and with promotions) are not just insufficient, they are offensive.","Show more"
"3.0","16 Mar 2019","Good learning experience, but fairly poor leardership","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW25192995.htm","Anonymous employee","Current employee","","","","Lots of systems, kpis, data to learn from, at any level.
Good expertise gaining în some medical field
Good portfolio","Sallaries just bellow market average
Rate of bonus acces bellow 30%.
Cases of business bully with some of the managers tolarated by top management
Objectives not alligned within departments
No development plans for middle management
No talent growth within. The best end up leaving the company.","Show more"
"5.0","27 Mar 2014","One of the few companies which values its people","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3955394.htm","Anonymous employee","Former employee","","","","Excellent policies for employees. One of the best HR systems, Gives equal and fair opportunity for people to enhance their knowledge and skills. Best IT practices. It was a pleasure and honor to get a chance to be associated with this company.","Salary policies need to be looked at. At one level two equally deserving persons may have a huge difference in their salaries.","Show more"
"2.0","12 Sept 2014","Great people not always provided the best opportunity that reflects their experience and education. Lack of culture of q","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW4955789.htm","Quality assurance specialist","Current employee, more than 1 year","","","Princeton, NJ","Everyone is working multiple jobs (compared to working in big pharma where people work in silos). You have to manage your own time but if the opportunity is embraced, you can really learn a lot about the Pharma business because all of the teams are integrated for product development, filing and commercialization projects.

The work from home/time off is very flexible but varies depending on your supervisor.","The culture of Quality is lacking. The quality team has to fight to keep quality and compliance in mind during the development process. This causes Quality to look like they are holding back time lines and costing projects more money but because Quality review and/or comments were not factored in, it does cause headaches and a push to avoid quality oversight by non-quality teams by skipping the review process. The non-quality teams do not understand the downstream impact. 
Onboarding is very unorganized. The team you will be working with doesn’t always know you are showing up. Training is not ready for you and depending on your team’s travel schedule, you will not be fully trained to perform your job duties for many months. 
The HR team in the US is strongly influenced by the team in India so they are much more likely to pull someone from India for a position then to promote or move a current associate in the US laterally who is just as qualified. 
I have recommended multiple people for jobs through the designated HR process and the  HR team lost/overlooked paperwork in one case, had assumed someone was over qualified and would not accept the salary in another case and in the 3rd case they had someone in mind before posting the position.","Show more"
"5.0","17 Oct 2015","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8335039.htm","Anonymous employee","Former employee","","","","Dr. Reddy's is a company with great work culture. There is a strong emphasis on ethics and integrity. There are a lot of learning and development opportunities and there is openness to hear and appreciate new ideas.","Salaries are not competitive as compared to some other companies in the similar industry and growth of the individual can be slow based on the function in which he or she is working.","Show more"
"1.0","21 Jan 2015","A Nightmare","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5748139.htm","Quality control lab worker","Current employee","","","Shreveport, LA","Pay is better than a minimum wage job. The experience may work in your favor on your resume. Benefits are pretty good. Some people are nice in other departments.","Unfair. People in the lab are two faced, incompetent, inexperienced, inappropriate, and don't work. The lab is like the movie ""Mean Girls"".  90% of the time people stand around and talk, and 10% of the time they work. Management has their favorites.  This company overall is unethical, unfair, and unpleasant.  And unsuccessful. That is apparent with the many recent 483s, the loss of clients, and the several product recalls.","Show more"
"4.0","12 Apr 2018","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW20126826.htm","Anonymous employee","Current employee, more than 8 years","","","Mirfield, England","Salaries are OK for this part of the company. Other terms are good decent pension scheme, holiday, bonus etc. subsidised gym membership. Free coffee and tea and fruit at work.  Friendly group of people and good cheerful atmosphere. Work hard but it's a pleasant place to work","Need to invest in new infrastructure - lots spent on the plant and new lab equipment but we need some new buildings.","Show more"
"3.0","5 Sept 2013","Good company with good intentions but muddled strategy.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3016664.htm","Anonymous employee","Current employee","","","","Nice people, good culture. People are approachable at all levels. Gives good exposure and experience and has a good reputation in the market.","Muddled strategy, the company does not know what it wants to be when it grows up.","Show more"
"3.0","22 Jan 2015","Bad Human Resource Policies","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5750662.htm","Anonymous employee","Former employee, more than 1 year","","","","Competitive Salary
Strong Market Present
Growing Company - Supported by a strong R&D strategy.
Good Benefits - Reduced cost of medication for employees.","Human Resource Policies - The policies around salary increases and promotions are restrictive, and do not give managers the ability to reward valuable employees. The company faces challenges with retaining valuable employees do to these policies.","Show more"
"4.0","8 Jul 2015","Good Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7155858.htm","Anonymous employee","Current employee","","","Princeton, NJ","Workplace Flexibility 
Great Colleagues/Work Environment 
Good Benefits 
Accessible Leadership Team 
Easy to take up new responsibilities/experiences","Emerging career path opportunities
At times, working with  the Corporate Headquarters India can be challenging -  geographies are not always in sync but colleagues are respectful overall. .  Dr. Reddy's acts if they are global, but the organization is not there yet. 
Structure and Processes are complex at times","Show more"
"3.0","16 Apr 2018","Pros: Exciting learning opportunity.  Cons: You have to learn  on the job","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW20183671.htm","Anonymous employee","Former employee, more than 3 years","","","Leiden","Highly motivated workforce with strong  collaborative work culture","Company lacks enough employees with deep background in complex injectables development. Most are hires right out of school, or whose past experience is limited to small molecule work which is not adequate for the challenges of the current project pipeline.","Show more"
"2.0","22 Sept 2014","It's who you know","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5019727.htm","Senior qa associate","Current employee, more than 3 years","","","Princeton, NJ","Family and work life balance.","Really cheap on salary increase for the employees who have been working there for a long time. The only way to make a decent salary is coming in as a new person or being from India and you know someone higher up. Yes you guessed it, a LOT of discrimination.","Show more"
"3.0","4 Sept 2017","Process engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16659617.htm","Process engineer","Former employee, more than 3 years","","","Ciudad de Mexico","Nice people to work with, collaborative and easy going. As a whole team is great to get the company´s goals.","As each department it seems sometimes that instead of the same company, they work totally separate and it´s doesn't matter if the other department suffers consequences.
You always have to stay after hours without any compensation, which meant people is not enough but they didn't hire more to accomplish all the tasks","Show more"
"1.0","18 Jul 2018","Avoid the Middleburg NY plant","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW21536882.htm","Drlny employee","Current employee, more than 5 years","","","Middleburgh, NY","It’s definitely a learning experience","Management is clueless, and direction is non-existent. Quality Assurance needs to be evaluated by the FDA due to the unethical decisions being made on procedures and processes. Data integrity at this plant is optional apparently. The Safety department is inept, and should be contracted out to a third party. Basically overall, if you’re thinking about working here, make sure your in the “Good ‘ole boy club”","Show more"
"1.0","27 Feb 2019","Pass on this company.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24911312.htm","Manager","Former employee, more than 1 year","","","Shreveport, LA","Excellent cafeteria program.  Great set of co-workers.  Decent pay.","The management team is immature, with an over-inflated sense of self.  Hard to blame every issue on them, but if you go to work there, you will realize very quickly that they are not as great as they believe themselves to be.   Avoid hr at all costs.  I'm sure there are better places to work in Shreveport.","Show more"
"1.0","25 Oct 2015","Contracts and Finance","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8426072.htm","Anonymous employee","Former employee","","","","Not any that I can think of. When it was located in Bridgewater.","To say this is the worst place I ever worked for is an understatement. No Training whatsoever. High turnover ratio. Managers are useless. Pay is bad. Discrimination against non-indians. I've seen Non-indians workers get let go left and right. 

Not a company to start off your career path. The upper managers are running the company as if they are religious gods.","Show more"
"3.0","24 Jul 2012","Overall a pretty good place to work.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1767425.htm","Anonymous employee","Current employee, more than 3 years","","","Shreveport, LA","Great working environment. Company is on the rise. One of the better manufacturing plants in the area. Far more friendly people than usual. Willing to spend money to do things the right way.","Wage scale a little low for skilled trades. Every decision seems to take forever. Advancement opportunities are pretty rare.","Show more"
"1.0","9 Jul 2015","Avoid","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7168103.htm","Anonymous employee","Former employee","","","","Working here will make you appreciate your future jobs much more because this will probably be the worst company that you'll ever work for.","No work/personal life balance, favoritism, highly stressful work environment, possibly the worst work culture ever, impossible to move up in the company, etc.","Show more"
"5.0","30 Jun 2015","Associate Director","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW7066610.htm","Anonymous employee","Current employee, more than 5 years","","","","Job rotation
Independent responsibilities,
Innovative thinking
Always strives for Improvement
Belongingness","In organic growth
Pay disparity among the employees with in the same band.","Show more"
"1.0","4 Jun 2014","No growth, HR is the worst I have seen, mismanagement is weak.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW4343578.htm","Quality control and lab tech","Former employee, more than 1 year","","","Shreveport, LA","Looks good on a resume for new grads.  Healthcare is decent.  Has a good meal program.","Raises are below cost of living.  Skilled labor is paid less than unskilled.  Numerous EEOC and OSHA violations.  Management is ineffective and incompetent.  I have been working for 20 years and 2 years here.  This is by far the worst organization I have ever worked for.","Show more"
"4.0","25 Mar 2021","Wonderful Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW44570534.htm","Intern","Former intern, more than 1 year","","","Shreveport, LA","The work was fun and I had the opportunity to meet some wonderful people.","I was just an intern and had to do most of the work that no one else had time to do or wanted to do.","Show more"
"4.0","21 Apr 2016","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10352475.htm","Anonymous employee","Former employee, more than 3 years","","","","A pleasure to work for a company that aspire to make medicines accessible to everyone.","Most of the company is focused in India and it would be good if a bigger expansion of R&D centres would take place worldwide.","Show more"
"4.0","24 Nov 2013","Good company for Training & Development!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW3350374.htm","Manager","Current employee, more than 3 years","","","Moscow, Moskva","1. Good psychological climate 
2. The company's orientation for Learning & Development
3. Good career opportunities
4. Good products","Sometimes burocracy in decision making when it is necessary to fill a large amount of forms and tables to get a decision made","Show more"
"2.0","19 Jan 2015","Mangement and workers incompetent.Favortism rules in the laboratory,performance not so much.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5730276.htm","Chemist","Former employee","","","Shreveport, LA","If you are unprofessional,unknowledgeable,and have a small town mentality,you will fit in.","The unprofessional,immature environment in the laboratory","Show more"
"3.0","21 Jul 2017","could be better","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16003166.htm","Anonymous employee","Former employee","","","","flexible company - you can arrange your working hours,  if you are at a higher level - you get some 'extras',","management does not listen its employees , does not  let employees to take initiative and does  support young employees , self-development is not really supported","Show more"
"2.0","1 Feb 2015","Provincial, cliquish, a lot of unnecessary finger-pointing","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW5826708.htm","Anonymous employee","Former employee, less than 1 year","","","Shreveport, LA","Very down to earth people in warehouse, production, and some management.","Backstabbing, petty politics, poor treatment of temps, keep temps temporary for too long (one year!)","Show more"
"3.0","4 Oct 2015","Not good to start your career","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8173852.htm","Anonymous employee","Former employee, less than 1 year","","","West Lafayette, IN","Laid back work environment.  One of the few companies to have weekends off in manufacturing environment.","Pharma industry is not suited for chemical engineers working there. Technology is too old. Not a good environment for learning.","Show more"
"4.0","13 Aug 2012","Got lucky and had a good team","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1840580.htm","Anonymous employee","Former employee, more than 1 year","","","New York, NY","My team was great; lots of challenging work assignments and very supportive people","Other parts of the company are not that great, notably the support functions.  Not too much diversity in the company either (mostly Indians).","Show more"
"2.0","11 May 2021","Use to really enjoy working here.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW46800120.htm","Anonymous employee","Current employee, more than 8 years","","","Shreveport, LA","There is plenty of overtime.","Over time with no to little notice. Scheduled and approved vacation time is revoked and denied. There is no proper form of training. Don’t look for any raises or cost of living increases.","Show more"
"4.0","9 Dec 2010","very satisfactory","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW736692.htm","Facilitator","Current employee","","","","Good growth opportunity for freshers 
team work spirit is found in each department
very transparent  work structure
helpful people all around","result oriented
proper training required
there should be more avenues for feedback reaching the top management 
they could improve the salary structure","Show more"
